asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-001/sub-001_ophys.nwb	142726953	175	66	35
sub-006/sub-006_ses-20230306T110000_ophys.nwb	124900464	149	63	29
sub-000/sub-000_ophys.nwb	130184210	38553	99	214
sub-004/sub-004_ses-20230306T110000_ophys.nwb	137274851	168	65	29
sub-000/sub-000_ses-20230311T080000_ophys.nwb	116385958	161	59	35
sub-0011/sub-0011_ses-20230226T130000_ophys.nwb	117382708	163	50	31
sub-003/sub-003_ses-20230311T120000_ophys.nwb	93365069	150	61	30
sub-008/sub-008_ses-20230311T080000_ophys.nwb	95253170	134	43	30
sub-009/sub-009_ses-20230311T120000_ophys.nwb	88504854	133	46	25
sub-001/sub-001_ses-20230311T120000_ophys.nwb	97327415	130	41	30
sub-002/sub-002_ses-20230226T130000_ophys.nwb	92877466	130	36	27
sub-0010/sub-0010_ses-20230311T120000_ophys.nwb	97963012	122	46	27
sub-005/sub-005_ses-20230311T120000_ophys.nwb	97688232	163	63	34
sub-007/sub-007_ses-20230311T120000_ophys.nwb	103474516	154	42	31
