asset_path	bytes_sent
sub-000/sub-000_ophys.nwb	57934032
sub-003/sub-003_ses-20230311T120000_ophys.nwb	45340279
sub-005/sub-005_ses-20230311T120000_ophys.nwb	45007588
sub-001/sub-001_ophys.nwb	44403665
sub-002/sub-002_ses-20230226T130000_ophys.nwb	40054792
sub-004/sub-004_ses-20230306T110000_ophys.nwb	39785236
sub-006/sub-006_ses-20230306T110000_ophys.nwb	39390390
sub-001/sub-001_ses-20230311T120000_ophys.nwb	38997364
sub-007/sub-007_ses-20230311T120000_ophys.nwb	38879944
sub-0010/sub-0010_ses-20230311T120000_ophys.nwb	35840993
sub-008/sub-008_ses-20230311T080000_ophys.nwb	35220846
sub-009/sub-009_ses-20230311T120000_ophys.nwb	34195010
sub-0011/sub-0011_ses-20230226T130000_ophys.nwb	32926989
sub-000/sub-000_ses-20230311T080000_ophys.nwb	31632162
