region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	141790418932	555967	38292	37433
USA/MA	17272269828	778	5	527
AWS/us-east-1	17447446834	2194	161	448
AWS/ap-southeast-1	4297840080	838	838	0
VPN	9207960484	12738	843	130
CAN/ON	14735339376	462	462	0
CHN	16432724853	7013	463	5618
USA/WI	14779847032	463	463	0
IDN/YO	45756108	9	9	0
PAK/PB	38760904	7	7	0
USA/MD	14852890380	990	476	7
AWS/us-east-2	2477686248	75	75	0
AWS/ap-south-1	69080504	2	2	0
COG/BZV	7926468	2	2	0
TWN/CYI	9937384	1	1	0
KWT/KU	8254008	1	1	0
VNM/20	9236628	1	1	0
MEX/BCN	12053472	1	1	0
OMN/MA	8385024	1	1	0
VNM/HN	204192148	24	24	0
IDN/SU	10939836	1	1	0
ARE/DU	25810152	3	3	0
MEX/CMX	344938668	1395	121	85
VNM/37	10933080	2	2	0
SYR	851604	1	1	0
VEN/K	14184008	2	2	0
ARG/B	27976116	5	5	0
VNM/SG	244799560	26	26	0
PHL/00	9937384	1	1	0
FRA/IDF	31443236	21	5	3
BGD/B	8647056	1	1	0
CAN/QC	4323528	1	1	0
BRA/SP	53362216	8	8	0
NPL	17867880	3	3	0
BOL/C	4192512	1	1	0
UKR/53	8319516	1	1	0
ARG/X	4651068	2	2	0
ROU/B	5961228	1	1	0
COL/ANT	25482612	3	3	0
DZA/31	5240640	1	1	0
ZAF/WC	16180476	3	3	0
USA/CA	39989196	14	5	3
BRA/MT	2358288	1	1	0
BRA/MG	33736620	4	4	0
ALB/11	13887696	2	2	0
PAK/SD	18931812	4	4	0
UKR/30	18538764	1	1	0
SGP	42711216	8	8	0
BGD/C	17621652	5	5	0
ZAF/GP	17621652	5	5	0
GRC/K	12708552	1	1	0
TUR/74	11005344	1	1	0
IRQ/BG	27971916	4	4	0
MEX/CHH	10939836	1	1	0
USA/NH	4799615560	20425	195	139
GCP/us-central1	480717608	11	11	0
IRQ	2030748	1	1	0
ARG/J	8385024	1	1	0
VEN/B	5830212	1	1	0
ECU/P	11463900	4	4	0
VNM/13	17359620	2	2	0
MLI/BKO	4847592	1	1	0
EST/37	10749408	1	1	0
CHE/VD	13493804	60	2	2
BGD	30002664	10	10	0
JOR/AM	22010688	2	2	0
NIC/MN	29944336	3	3	0
POL/30	8712564	1	1	0
DOM/01	16114968	2	2	0
BWA/GA	1179144	1	1	0
VEN/I	11725932	1	1	0
TUR/34	13167108	2	2	0
IRQ/AR	16590972	3	3	0
BRA/PB	2358288	1	1	0
BRA/GO	32295444	4	4	0
BOL/L	12446520	2	2	0
DZA/16	6943848	1	1	0
JAM	1179144	1	1	0
GAB/1	17294112	2	2	0
BRA/PI	7497976	1	1	0
