region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	642169416160	76703	2	21
USA/MA	649992554412	13053	0	48
GH-actions	2092680344	10414	1003	939
AWS/ap-southeast-1	86274036	42	42	0
FRA/IDF	76230524	414	13	13
JPN/26	66829724	343	28	25
VPN	6487799736	929	15	22
USA/MD	130405349132	76554	60	58
USA/IL	342387588	71	42	2
USA/TX	106115928	109	22	19
USA/PA	18897383224	158	7	3
USA/TN	10821396272	35	7	3
CHN/GD	4000096	28	0	1
GCP/us-central1	40052930116	34828	11	19
ECU/P	30112304	46	3	2
SGP	3464348	13	2	2
CHE/ZH	212992	13	0	1
KOR/11	38388500	224	3	3
USA	15804624	100	5	2
USA/OH	9580656	46	1	1
DEU/BW	171061272	15	1	1
CHN	7325852450	14	5	4
ITA/42	13819216	32	4	1
CHN/YN	9133973872	5	1	2
CHE/VD	3435732	17	2	2
MEX/CMX	10622320	57	7	4
AWS/us-west-2	2109020	12	1	1
