region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	31424007585852	599402	0	15
AWS/us-east-1	2542068468689	303056	22	1
NLD	6087495016318	166993	2	4
USA/NV	5142376639579	128638	5	2
CHN	2542033751343	9982	5	1
VPN	11628534071177	73	23	1
AWS/us-east-2	371403944	2388	0	4
JPN/13	9893944	4	2	1
GBR/ENG	113418060	11	3	1
USA/IL	51100280	1	1	0
USA/CA	528049340	1	1	0
USA/NY	49208437	1	1	0
CAN/QC	641	1	1	0
