region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	2764440402	128	7	7
HKG/KKC	360314328	43	0	1
AWS/us-east-1	3962282199	482	41	10
USA	750511330	144	0	2
GitHub	481810513	1459	99	79
VPN	8028757631	140	92	13
CAN/QC	1441257312	4	4	0
CHN	7239646924	583	0	12
USA/MD	65038080	32	11	10
AWS/ap-southeast-1	48213888	12	12	0
USA/MA	18635810914	3187	0	41
USA/VA	3837489459	18	18	0
USA/NV	75203184	10	10	0
MEX/CMX	35678144	140	27	27
ESP/AN	8647056	1	1	0
AWS/us-east-2	400756018	9	1	1
AWS/us-west-2	16909582	26	6	2
USA/WA	8663608	6	2	2
USA/IL	182792148	13	7	2
USA/CA	14706896	12	4	4
VNM/SG	12446520	1	1	0
TUR/01	12118980	1	1	0
MAR/06	9498660	1	1	0
USA/PA	39083490	15	1	1
USA/NY	16358422	3	1	1
EST/37	348786434	1	1	0
CHE/VD	2456900	10	2	1
VNM/HN	5044116	1	1	0
DOM/28	9695184	1	1	0
IDN/YO	2227272	1	1	0
VNM/HP	9629676	1	1	0
FRA/IDF	5797808	11	3	3
