region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1130664180	206	13	5
USA/IA	2606908588	13	13	0
AWS/us-east-1	2606908588	316	0	13
VPN	11783133117	543	222	53
GitHub	3731113148	11065	61	74
AWS/ap-southeast-1	141497280	21	21	0
CHN	5378115316	353	0	15
USA/MA	8104944102	265	27	57
GCP/us-central1	1362549600	35	5	13
USA/MI	365451860	2	2	0
USA/NY	5309411990	42	27	2
USA/MD	231835944	242	49	33
CHE/ZH	2606908588	13	13	0
USA/PA	2606908588	13	13	0
USA/IN	2606908588	13	13	0
USA/CA	4041302556	57	29	6
USA/WA	5715221308	293	33	15
MEX/CMX	54772564	214	46	33
CHE/VD	2634151928	309	27	26
PHL/40	18866304	1	1	0
ECU/G	2030748	1	1	0
KOR/30	5284201440	27	27	0
AWS/us-east-2	283727564	1	1	0
CHN/BJ	2643819976	57	0	13
DEU/HE	106639994	82	1	13
ROU	2606908588	13	13	0
ZAF/GP	384550068	44	16	21
CAN/BC	8102106844	553	72	15
VNM/13	11856948	1	1	0
IDN/YO	3930480	1	1	0
NZL/AUK	976481760	2908	14	3
AWS/us-west-2	22243092	38	6	2
IRN/23	1359300928	27	4	7
NLD/ZH	607258912	2	2	0
COG/16	3013368	1	1	0
PAK/PB	4520052	3	3	0
IRQ/BB	5633688	1	1	0
IND/TS	12249996	1	1	0
EST/37	22456520	1	1	0
GBR/ENG	159165300	2	2	0
JOR	3406416	1	1	0
SGP	174703216	3	3	0
JPN/13	494671860	2	2	0
DEU/RP	1003752876	59	1	46
CAN/QC	22140482	11	1	1
USA/IL	253016764	8	3	2
FRA/IDF	491912416	14	5	3
USA/FL	485750176	2	2	0
USA/TX	451904700	4	4	0
JPN	242875088	1	1	0
USA/NM	242875088	1	1	0
ISR/TA	65114952	1	1	0
VNM/54	851604	1	1	0
ROU/B	1113636	1	1	0
PAK/SD	1375668	1	1	0
BRA/SP	2358288	2	2	0
MAR/04	1375668	1	1	0
PRT/13	140246212	5	5	0
IRQ/BG	8057484	1	1	0
IND/KL	1	1	0	1
USA/VA	171360	14	0	3
CHN/SH	265503612	2	2	0
IRN	54175116	1	1	0
UKR/30	22993308	1	1	0
