asset_path	bytes_sent
sub-643488707/sub-643488707_ses-643599465_icephys.nwb	5358186299
sub-674562997/sub-674562997_ses-674649969_icephys.nwb	3557316183
sub-727391446/sub-727391446_ses-727398050_icephys.nwb	2923074966
sub-731978186/sub-731978186_ses-732105053_icephys.nwb	3428116570
sub-731978186/sub-731978186_ses-732115383_icephys.nwb	3557929113
sub-731978186/sub-731978186_ses-732127099_icephys.nwb	3392478265
sub-731978186/sub-731978186_ses-732141029_icephys.nwb	3137036446
sub-731978186/sub-731978186_ses-732151663_icephys.nwb	3337390067
sub-731978186/sub-731978186_ses-732151698_icephys.nwb	1186491654
sub-731978186/sub-731978186_ses-732162916_icephys.nwb	3466490385
sub-731978186/sub-731978186_ses-732171893_icephys.nwb	3152388085
sub-731978186/sub-731978186_ses-732592126_icephys.nwb	2725347592
sub-731978186/sub-731978186_ses-732796111_icephys.nwb	3437626526
sub-731978186/sub-731978186_ses-732796148_icephys.nwb	3178093071
sub-731978186/sub-731978186_ses-734995561_icephys.nwb	2190510095
sub-736890023/sub-736890023_ses-737082393_icephys.nwb	2190942036
sub-736890023/sub-736890023_ses-737158770_icephys.nwb	1692495423
sub-737373545/sub-737373545_ses-737548009_icephys.nwb	1423145540
sub-737373545/sub-737373545_ses-737549006_icephys.nwb	1420713381
sub-737373545/sub-737373545_ses-737549646_icephys.nwb	1423646603
sub-737373545/sub-737373545_ses-737549815_icephys.nwb	1566993038
sub-737373545/sub-737373545_ses-737553491_icephys.nwb	2095758110
sub-737373545/sub-737373545_ses-737791768_icephys.nwb	1421552094
sub-737373545/sub-737373545_ses-737840111_icephys.nwb	1728400351
sub-737373545/sub-737373545_ses-737933847_icephys.nwb	1848496115
sub-737373545/sub-737373545_ses-738006440_icephys.nwb	2183432852
sub-736890023/sub-736890023_ses-740649886_icephys.nwb	1636502780
sub-750786644/sub-750786644_ses-751208631_icephys.nwb	1469062930
sub-758233315/sub-758233315_ses-758285987_icephys.nwb	2591262830
sub-758233315/sub-758233315_ses-758287092_icephys.nwb	1841502401
sub-758233315/sub-758233315_ses-758308076_icephys.nwb	26860439726
sub-758233315/sub-758233315_ses-758308113_icephys.nwb	2742872645
sub-758233315/sub-758233315_ses-758315706_icephys.nwb	14527305813
sub-758233315/sub-758233315_ses-758653998_icephys.nwb	2477363482
sub-758233315/sub-758233315_ses-758889296_icephys.nwb	2152807453
sub-758233315/sub-758233315_ses-758923864_icephys.nwb	1740607574
sub-758233315/sub-758233315_ses-758978200_icephys.nwb	1758273211
sub-758233315/sub-758233315_ses-758996702_icephys.nwb	2807802653
sub-750786644/sub-750786644_ses-759263587_icephys.nwb	2045761877
sub-759979832/sub-759979832_ses-760004921_icephys.nwb	1745304709
sub-759979832/sub-759979832_ses-760008240_icephys.nwb	1815224275
sub-759979832/sub-759979832_ses-760011285_icephys.nwb	2000371004
sub-759979832/sub-759979832_ses-760016169_icephys.nwb	1615612662
sub-760110174/sub-760110174_ses-760398865_icephys.nwb	2137673410
sub-760110174/sub-760110174_ses-760475053_icephys.nwb	4526182575
sub-758233315/sub-758233315_ses-760672642_icephys.nwb	1521239130
sub-758233315/sub-758233315_ses-760676996_icephys.nwb	1485382322
sub-758233315/sub-758233315_ses-760937374_icephys.nwb	2167923474
sub-758233315/sub-758233315_ses-760944910_icephys.nwb	1677026781
sub-766758349/sub-766758349_ses-766787512_icephys.nwb	2693904834
sub-766758349/sub-766758349_ses-766789198_icephys.nwb	1502883756
sub-766758349/sub-766758349_ses-766790506_icephys.nwb	1707538020
sub-766758349/sub-766758349_ses-766791630_icephys.nwb	1532280071
sub-766758349/sub-766758349_ses-766983957_icephys.nwb	2251966396
sub-766758349/sub-766758349_ses-767084283_icephys.nwb	1750121322
sub-767377358/sub-767377358_ses-767428117_icephys.nwb	1472314583
sub-767377358/sub-767377358_ses-767800905_icephys.nwb	1376623008
sub-768678784/sub-768678784_ses-768876927_icephys.nwb	2292186899
sub-768678784/sub-768678784_ses-768896509_icephys.nwb	3395328479
sub-770227957/sub-770227957_ses-770249578_icephys.nwb	4720332195
sub-770227957/sub-770227957_ses-770249912_icephys.nwb	2727042931
sub-770227957/sub-770227957_ses-770275397_icephys.nwb	4474128979
sub-770227957/sub-770227957_ses-770329854_icephys.nwb	4053151683
sub-770227957/sub-770227957_ses-770432738_icephys.nwb	1549691250
sub-770227957/sub-770227957_ses-770432788_icephys.nwb	2529842650
sub-770227957/sub-770227957_ses-770559733_icephys.nwb	1781044938
sub-770227957/sub-770227957_ses-770622741_icephys.nwb	1889636575
sub-774230643/sub-774230643_ses-774394206_icephys.nwb	1808326338
sub-783453365/sub-783453365_ses-783625394_icephys.nwb	4545949343
sub-783453365/sub-783453365_ses-783677214_icephys.nwb	1533460263
sub-783453365/sub-783453365_ses-783683300_icephys.nwb	1535447956
sub-783453365/sub-783453365_ses-785369493_icephys.nwb	1520668987
sub-786359945/sub-786359945_ses-786434144_icephys.nwb	1800963050
sub-786359945/sub-786359945_ses-786447500_icephys.nwb	4143809104
sub-786359945/sub-786359945_ses-786474369_icephys.nwb	5649291247
sub-793165711/sub-793165711_ses-793394883_icephys.nwb	5761472873
sub-793165711/sub-793165711_ses-793406131_icephys.nwb	2185521717
sub-793165711/sub-793165711_ses-793428505_icephys.nwb	3482596759
sub-793165711/sub-793165711_ses-793439465_icephys.nwb	5623657315
sub-793165711/sub-793165711_ses-793461054_icephys.nwb	1773408586
sub-793165711/sub-793165711_ses-793601795_icephys.nwb	2273861556
sub-793165711/sub-793165711_ses-793604699_icephys.nwb	4380442736
sub-793165711/sub-793165711_ses-793650421_icephys.nwb	3663075227
sub-793165711/sub-793165711_ses-793689834_icephys.nwb	5228195124
sub-793165711/sub-793165711_ses-794171529_icephys.nwb	5421547129
sub-793165711/sub-793165711_ses-794207904_icephys.nwb	2581141126
sub-793165711/sub-793165711_ses-794266248_icephys.nwb	1935983302
sub-793165711/sub-793165711_ses-794295941_icephys.nwb	1649286771
sub-793165711/sub-793165711_ses-794333838_icephys.nwb	1625351026
sub-793165711/sub-793165711_ses-794336361_icephys.nwb	1602588164
sub-793165711/sub-793165711_ses-797047730_icephys.nwb	2241572388
sub-797676582/sub-797676582_ses-797953286_icephys.nwb	3182332333
sub-797676582/sub-797676582_ses-798008836_icephys.nwb	2971115187
sub-797676582/sub-797676582_ses-798048902_icephys.nwb	3570125469
sub-797676582/sub-797676582_ses-798146020_icephys.nwb	2968954916
sub-797676582/sub-797676582_ses-798199041_icephys.nwb	3862103145
sub-797676582/sub-797676582_ses-798209948_icephys.nwb	1668644694
sub-797676582/sub-797676582_ses-798297332_icephys.nwb	3748540195
sub-797676582/sub-797676582_ses-798321505_icephys.nwb	3650040195
sub-797676582/sub-797676582_ses-798332188_icephys.nwb	3671308854
sub-854418264/sub-854418264_ses-855931880_icephys.nwb	2048066532
sub-867677402/sub-867677402_ses-872139487_icephys.nwb	1521694403
sub-879881396/sub-879881396_ses-880361454_icephys.nwb	3098450262
sub-902323111/sub-902323111_ses-906781170_icephys.nwb	1460611382
sub-925115441/sub-925115441_ses-925550764_icephys.nwb	3480031226
sub-949398083/sub-949398083_ses-954261962_icephys.nwb	1484344076
sub-956866262/sub-956866262_ses-960630106_icephys.nwb	1854092020
sub-965157881/sub-965157881_ses-966584680_icephys.nwb	1872227020
sub-1000181910/sub-1000181910_ses-1001490352_icephys.nwb	4471309466
sub-1001372857/sub-1001372857_ses-1003355399_icephys.nwb	2209602140
sub-1005024327/sub-1005024327_ses-1005674395_icephys.nwb	2193254210
sub-1026212250/sub-1026212250_ses-1027550486_icephys.nwb	2439454285
sub-1029212302/sub-1029212302_ses-1030932551_icephys.nwb	2323840311
sub-1029212302/sub-1029212302_ses-1030965103_icephys.nwb	2210990428
sub-1029212302/sub-1029212302_ses-1030975891_icephys.nwb	2152259395
sub-1029212302/sub-1029212302_ses-1030983184_icephys.nwb	2107054948
sub-1032184063/sub-1032184063_ses-1033090269_icephys.nwb	2267967479
sub-1032184063/sub-1032184063_ses-1033142329_icephys.nwb	1912959216
sub-1032184063/sub-1032184063_ses-1033783453_icephys.nwb	3639444285
sub-1032184063/sub-1032184063_ses-1034480716_icephys.nwb	2147545186
sub-1032184063/sub-1032184063_ses-1034683499_icephys.nwb	1958994664
sub-1036289507/sub-1036289507_ses-1036864703_icephys.nwb	1783531987
sub-1036289507/sub-1036289507_ses-1037441605_icephys.nwb	2540947746
sub-1036289507/sub-1036289507_ses-1037451533_icephys.nwb	1688836412
sub-1036289507/sub-1036289507_ses-1037452626_icephys.nwb	2089337438
sub-1036289507/sub-1036289507_ses-1037460966_icephys.nwb	2201764126
sub-1036289507/sub-1036289507_ses-1037468184_icephys.nwb	2143537312
sub-1036289507/sub-1036289507_ses-1037485738_icephys.nwb	2097596452
sub-1036289507/sub-1036289507_ses-1037501409_icephys.nwb	2135134807
sub-1036289507/sub-1036289507_ses-1037666374_icephys.nwb	3416006894
sub-1036289507/sub-1036289507_ses-1037672709_icephys.nwb	2142360532
sub-1036289507/sub-1036289507_ses-1037673721_icephys.nwb	2227138866
sub-1036289507/sub-1036289507_ses-1037700459_icephys.nwb	2642570090
sub-1036289507/sub-1036289507_ses-1037734633_icephys.nwb	2606737475
sub-1036289507/sub-1036289507_ses-1037740307_icephys.nwb	1626815596
sub-1036289507/sub-1036289507_ses-1037749717_icephys.nwb	2071640193
sub-1036289507/sub-1036289507_ses-1037762336_icephys.nwb	1704897352
sub-1036289507/sub-1036289507_ses-1037771107_icephys.nwb	1799290920
sub-1036289507/sub-1036289507_ses-1037916769_icephys.nwb	2542370089
sub-1036289507/sub-1036289507_ses-1037948172_icephys.nwb	2185853265
sub-1036289507/sub-1036289507_ses-1037964674_icephys.nwb	1670855105
sub-1036289507/sub-1036289507_ses-1039066172_icephys.nwb	2175484648
sub-1039120564/sub-1039120564_ses-1040830902_icephys.nwb	1896123723
sub-1039120564/sub-1039120564_ses-1040850279_icephys.nwb	2311054638
sub-1039120564/sub-1039120564_ses-1040861588_icephys.nwb	2312523712
sub-1039120564/sub-1039120564_ses-1040862606_icephys.nwb	2108939884
sub-1039120564/sub-1039120564_ses-1040865846_icephys.nwb	1350600856
sub-1039120564/sub-1039120564_ses-1041062014_icephys.nwb	2175641979
sub-1039120564/sub-1039120564_ses-1041074435_icephys.nwb	5541111915
sub-1039120564/sub-1039120564_ses-1041081536_icephys.nwb	1797433584
sub-1052597362/sub-1052597362_ses-1053301264_icephys.nwb	2842657269
sub-1052597362/sub-1052597362_ses-1053315279_icephys.nwb	2697919857
sub-1056763709/sub-1056763709_ses-1057811075_icephys.nwb	2008213595
sub-1056763709/sub-1056763709_ses-1057845854_icephys.nwb	3138788990
sub-1056763709/sub-1056763709_ses-1057879309_icephys.nwb	2715682126
sub-1056763709/sub-1056763709_ses-1057897691_icephys.nwb	1842155842
sub-1056763709/sub-1056763709_ses-1058146468_icephys.nwb	2595473016
sub-1056763709/sub-1056763709_ses-1058192742_icephys.nwb	2616111230
sub-1058766119/sub-1058766119_ses-1059241097_icephys.nwb	2526886187
sub-1056763709/sub-1056763709_ses-1059710151_icephys.nwb	2633801741
sub-1058766119/sub-1058766119_ses-1060105395_icephys.nwb	3493412633
sub-1058766119/sub-1058766119_ses-1060125335_icephys.nwb	2975288651
sub-1058766119/sub-1058766119_ses-1060128679_icephys.nwb	2304439128
sub-1058766119/sub-1058766119_ses-1060138830_icephys.nwb	2827696038
sub-1058766119/sub-1058766119_ses-1060152679_icephys.nwb	2817501479
sub-1058766119/sub-1058766119_ses-1060163328_icephys.nwb	2875523941
sub-1058766119/sub-1058766119_ses-1060169090_icephys.nwb	2582183306
sub-1058766119/sub-1058766119_ses-1061691036_icephys.nwb	1709882926
sub-1058766119/sub-1058766119_ses-1061696358_icephys.nwb	2217756184
sub-1058766119/sub-1058766119_ses-1061720904_icephys.nwb	2145799097
sub-1058766119/sub-1058766119_ses-1061737549_icephys.nwb	3092280187
sub-1067593183/sub-1067593183_ses-1069216334_icephys.nwb	3452207912
sub-1067593183/sub-1067593183_ses-1069242291_icephys.nwb	2979318460
sub-1067593183/sub-1067593183_ses-1069256820_icephys.nwb	1962508780
