region	bytes_sent
GitHub	313452133698
AU/South Australia	223006010251
US/California	181061361759
CA/Ontario	65480672894
NL/North Holland	60264928573
CA/Quebec	53294776905
AWS/us-east-1	41902957321
US/Maryland	38603580878
VPN	33023550204
US/Washington	30344830678
US/Tennessee	24473831989
US/New Mexico	20681925387
AWS/us-east-2	17580166732
CN/Shanghai	16804879399
DE/Hesse	5627771173
US/Massachusetts	4115669344
DE/North Rhine-Westphalia	3791906602
AWS/ap-southeast-1	2906430569
GB/England	1232217300
US/New York	732428730
GCP/us-central1	717154562
HK/Hong Kong	540792289
PT/Lisbon	359609169
CA/British Columbia	317028096
US/Pennsylvania	313696982
US/Rhode Island	233388772
HU/Baranya	151001625
US/Wisconsin	132806141
IN/Maharashtra	98684176
VN/Ho Chi Minh	67122378
VN/Kiên Giang Province	54857233
IT/Piedmont	50584028
NL/South Holland	44058116
AWS/ap-northeast-2	36782920
NL/Gelderland	33746820
US/Georgia	32647457
US/Florida	25638195
BR/Paraná	13471892
US/Virginia	12526169
US/Indiana	5951440
