region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1989897053	384	0	8
VPN	33989737104	741	546	96
AWS/us-east-1	29990183390	3578	55	35
USA/MA	53843132439	3579	0	69
AWS/ap-southeast-1	269237880	49	49	0
GitHub	699838735	1371	319	254
CHN	39209698244	5351	8	48
USA/NC	262032000	35	35	0
EST/37	98184127	1	1	0
MEX/CMX	76801678	222	68	48
CHE/VD	2383116	8	2	1
AWS/us-east-2	1339516875	6	6	0
CHN/SH	402235108	32	2	3
USA/NY	191403482	5	3	1
DEU/NW	3542767	10	3	3
GBR/SCT	15459888	1	1	0
FRA/PAC	1	1	0	1
USA/MD	44337552	31	10	5
USA/MI	6194574298	2	2	0
USA/IL	4834584	14	4	4
JPN/13	247998165	1	1	0
NLD/ZH	14933134580	4	4	0
USA/CA	48387706	15	6	4
FRA/IDF	7361724	9	3	3
AWS/us-west-2	31552978	24	6	2
USA/WA	8860132	6	2	2
