week_start	Neurophysiology	Video
2021-11-08	2672495072	0
2021-11-15	326511040	0
2021-11-22	17884629	0
2022-01-03	182134672	0
2022-04-11	2469615232	0
2022-05-16	312376	0
2022-07-11	1051971470	0
2022-07-25	345390192	0
2022-08-01	11082171444	0
2022-08-08	9926248708	0
2022-08-15	6249654991	0
2022-08-22	2119092156	0
2022-08-29	6326564729	0
2022-09-05	9391640624	0
2022-09-19	975789016	0
2022-09-26	5668337244	0
2022-10-03	1157923688	0
2022-10-10	422389676	0
2022-10-17	1398178692	0
2022-10-24	2927367048	0
2022-10-31	527524864	0
2022-11-07	677974818	0
2022-11-14	240255004	0
2022-12-05	574597880	0
2022-12-12	163255520	0
2023-01-02	975789016	0
2023-01-09	182134672	0
2023-02-13	975789016	0
2023-02-20	240255004	0
2023-03-06	240255004	0
2023-03-27	975789016	0
2023-04-03	182134672	0
2023-04-10	182134672	0
2023-04-17	975789016	0
2023-05-08	375075492	0
2023-05-22	87374248	0
2023-05-29	242441636	0
2023-06-05	2186632	0
2023-06-12	2499008	0
2023-06-19	4048289975	0
2023-06-26	2107713160	505770618
2023-07-03	207042336	0
2023-07-10	242441636	0
2023-07-17	1130520764	200609925
2023-07-24	2334473700	200609925
2023-07-31	2137464	54781153
2023-08-07	32266720	0
2023-08-14	52795928	0
2023-08-21	2137464	0
2023-08-28	2196199452	200609925
2023-09-04	617111061	0
2023-09-11	1492893266	200609925
2023-09-18	2137464	0
2023-09-25	1791044105	200609925
2023-10-02	107564184	0
2023-10-09	1037170862	200609925
2023-10-16	44303748	0
2023-10-23	3901362766	401219850
2023-10-30	1602623328	200609925
2023-11-06	48546584	0
2023-11-13	1126034052	0
2023-11-20	759417888	0
2023-11-27	13908829	0
2023-12-04	1381557536	401219850
2023-12-11	1409987860	200609925
2024-01-01	783768776	0
2024-01-08	248960572	0
2024-01-22	3522642452	200609925
2024-02-19	1017798120	200609925
2024-03-04	309138784	0
2024-03-11	92225820	0
2024-03-18	287877428	0
2024-03-25	194922204	0
2024-04-01	271359880	209060459
2024-04-08	18538764	0
2024-04-15	75315848	0
2024-05-27	23824676	0
2024-06-03	471740148	31457280
2024-07-08	720631000	0
2024-07-22	117161400	9891708
2024-08-05	0	100976500
2024-08-12	335875040	0
2024-08-19	248655220	0
2024-08-26	451937136	19783416
2024-09-02	514426316	0
2024-09-09	2534159020	425776390
2024-09-16	517506504	0
2024-09-23	4080962016	0
2024-09-30	446324200	0
2024-10-07	215185616	0
2024-10-21	1026210716	10022724
2024-10-28	385129912	0
2024-11-11	11680064	0
2024-11-18	1993587136	200609925
2024-11-25	0	10677804
2024-12-02	194344744	0
2024-12-09	13994392	0
2025-02-03	381068416	0
2025-03-03	2035596240	401219850
2025-03-31	3053394360	401219850
2025-04-14	1819178292	200609925
2025-04-21	248655220	0
2025-05-05	0	9564168
2025-06-23	1576350720	0
2025-06-30	1048193832	200609925
2025-07-14	2604999320	200609925
2025-07-28	1077997052	0
2025-08-04	725055876	0
2025-08-11	190534208	200609925
2025-08-25	806210884	200609925
2025-09-08	1039511480	0
2025-09-29	0	10338900
2025-11-24	385881640	0
2025-12-15	2093832852	413600862
2025-12-22	182134672	0
2025-12-29	383475028	0
2026-01-12	1267169028	0
2026-01-19	625913732	0
2026-01-26	600713524	0
2026-02-02	441605376	200609925
2026-02-16	79676380	196608
2026-02-23	86216172	0
2026-03-02	31480240	6583624
2026-03-09	1017798120	209257093
2026-03-16	83640232	218755641
2026-03-23	244343204	0
2026-03-30	29286564	6747324
2026-04-06	146652272	0
2026-04-13	62887680	0
2026-04-20	1088812880	200609925
2026-04-27	2106231816	214104573
2026-05-04	57649228	0
2026-05-11	380845980	0
2026-05-18	419131312	0
2026-05-25	424252604	0
2026-06-01	1073019096	200609925
2026-06-08	144911044	1048128
2026-06-15	6072667744	200609925
2026-06-22	22073940	0
2026-06-29	198971960	0
2026-07-06	3008493536	0
