week_start	Neurophysiology
2024-09-02	246110959220
2024-09-09	4675950232
2024-09-16	9185230973
2024-09-23	8172363387
2024-09-30	21578386596
2024-10-07	1457371508
2024-10-14	85191785230
2024-10-21	21103322510
2024-10-28	8545038399
2024-11-04	20665003724
2024-11-11	352445384
2024-11-18	2072004291
2024-11-25	16442508
2024-12-02	25552661533
2024-12-30	20906047080
2025-01-13	438608711
2025-01-27	20665003724
2025-02-03	20882499023
2025-02-10	1418040269
2025-02-17	85278851659
2025-02-24	20734790072
2025-03-03	191768442
2025-03-17	47261946
2025-04-07	38287350
2025-04-14	215447332
2025-04-21	271679898
2025-04-28	437534103
2025-05-12	21794178235
2025-06-23	4349400
2025-07-14	4349400
2025-07-21	1985204286
2025-07-28	6595851460
2025-08-04	4065961962
2025-08-11	7404037817
2025-08-18	1573158467
2025-08-25	1104427277
2025-09-01	4369076601
2025-09-08	1615736480
2025-09-15	452011371
2025-09-22	877593079
2025-10-06	31031588110
2025-10-13	11070120103
2025-10-20	5094024448
2025-10-27	5073323920
2025-11-03	21519619655
2025-11-10	13928139785
2025-11-17	8854619341
2025-11-24	8864249017
2025-12-01	8863528429
2025-12-08	8313806717
2025-12-15	73908093553
2025-12-22	1908275870
2025-12-29	1528915696
2026-01-05	52202490286
2026-01-12	21399222170
2026-01-19	11073882634
2026-01-26	35545376302
2026-02-02	6805152137
2026-02-09	5070834616
2026-02-16	4366570639
2026-02-23	6331693166
2026-03-02	923145867
2026-03-09	8580679704
2026-03-16	10212810920
2026-03-23	23484003438
2026-03-30	56312768
2026-04-06	1372040943
2026-04-13	20873253656
2026-04-20	10394298796
2026-04-27	41452965964
2026-05-04	38584212
2026-05-11	2069962652
2026-05-18	22026956080
2026-05-25	22032013552
2026-06-01	572768922
2026-06-08	1103794392
2026-06-15	834645194
2026-06-22	21421861562
2026-06-29	22298347720
2026-07-06	998971970
2026-07-13	1585662741
2026-07-20	27665844528
2026-07-27	83252004506
