week_start	Neurophysiology
2026-02-09	2978216745865
2026-02-16	1656649962480
2026-02-23	11110519954
2026-03-02	429292571
2026-03-09	76271388
2026-03-16	5623591600
2026-03-23	11972112
2026-03-30	8010614612
2026-04-06	9937550633
2026-04-13	1118857642
2026-04-20	1427943384
2026-05-11	62146209098
2026-05-18	722668531
2026-05-25	164011222
2026-06-01	29732245
2026-06-08	224880775
2026-06-15	154123566
2026-06-22	387144810
2026-06-29	187769613
2026-07-06	8198334420
2026-07-13	3320732314
2026-07-20	164895631
2026-07-27	447421104
