region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	747510541	1264	1252	12
USA/MA	5994812079	8977	2742	13
VPN	205005200	515	515	0
JPN/13	3830008178	5737	5737	0
bogon	940099738	1635	1635	0
USA/VA	3317533	323	323	0
CRI/SJ	839290	1	1	0
USA/IL	17230688	77	77	0
GitHub	17883	27	27	0
USA/NJ	318836353	478	478	0
