region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	43316641337	216555	292	207
USA/NY	7672518745	70114	227	90
USA/MA	329637111967	17819	1	79
USA	63201018571	12029	30	9
AWS/us-east-1	185288867496	22107	32	30
VPN	190238655222	4329	410	118
USA/PA	13595396671	22728	191	71
ITA	2385734876	11801	30	30
GBR/ENG	308682656	27	25	2
CHN	233603139588	23364	0	30
USA/MD	7430406318	83	21	15
AWS/ap-southeast-1	255415692	52	52	0
MEX/CMX	7106428841	16564	81	58
HKG	84112272	13	13	0
VNM/DN	9891708	1	1	0
VNM	14411760	1	1	0
IRQ/DQ	6419784	1	1	0
ETH/AA	1441176	1	1	0
AWS/us-west-2	474871346	2452	6	2
USA/WA	1850776	6	2	2
CAN/BC	90218188	602	1	1
SGP	3682670	12	3	3
BRA/RJ	6157752	1	1	0
USA/DC	690207134	3408	4	3
USA/CA	641422131	3274	5	4
VNM/HN	37339560	3	3	0
VNM/51	13036092	1	1	0
MEX/ROO	52674164	72	2	2
GCP/asia-south1	233715266	1277	8	8
ARG/B	4389036	1	1	0
PAK/KP	5437164	1	1	0
VNM/22	1048128	1	1	0
IRQ/BG	7598928	1	1	0
UZB/TK	23975928	1	1	0
ARE/AZ	2358288	1	1	0
CHE/VD	13583066	66	2	2
USA/NJ	18137508	393	0	2
AWS/us-east-2	123715062	5759	2	2
VNM/SG	49720572	3	3	0
RUS	1113636	1	1	0
USA/IL	91757976	569	2	2
FRA/IDF	7799940	12	3	3
