region	bytes_sent
US/California	6878137192055
TW/Taiwan	3962956400181
NL/North Holland	3080591150671
GB/England	2414832764275
AWS/us-east-1	1981961769306
US/New York	1959862618583
CA/Ontario	1178458808650
CN/Shanghai	380177990637
US/Massachusetts	361290686949
US/Michigan	328650662764
VPN	282589924349
NO/Oslo	273611224810
US/North Carolina	207222086613
US/Virginia	186937374136
HK/Hong Kong	179285392327
DE/Bavaria	110613092117
GCP/us-west4	109140357864
US/Pennsylvania	93809224996
GCP/us-east4	91918126065
US/Indiana	69429912284
CA/British Columbia	62130830278
FR/Provence-Alpes-Côte d'Azur	51603689853
US/Maryland	46982143246
KR/Seoul	44394946425
GCP/us-east1	33529021611
US/Delaware	32282592568
US/Texas	30728773180
US/Florida	29843653194
JP/Okayama	29843653194
IN/Maharashtra	24816924281
ES/Catalonia	20979908608
CH/Vaud	17442339403
AWS/us-east-2	13533935672
GitHub	13243271755
GCP/us-central1	9162871223
DK/Central Jutland	5478888220
CN/Beijing	4819348971
GCP/us-west1	4797778616
US/Georgia	4238195362
US/Mississippi	3962659952
CA/Quebec	3001037938
GCP/asia-east1	2532668240
US/Louisiana	2062043460
NL/Gelderland	1309914798
PT/Lisbon	468038342
AWS/ap-southeast-1	448421548
US/Rhode Island	101491563
AWS/us-west-1	72567671
US/Washington	66863314
CN/Jiangsu	61585792
TW/Taipei	55844837
NG/Lagos	55817641
AT/Salzburg	47310036
IT/Liguria	44647666
NG/Ogun State	42623377
VN/Ho Chi Minh	42271805
VN/Kiên Giang Province	42271805
RU/Moscow	30991988
SE/Stockholm	354408
US/New Hampshire	298216
AWS/eu-west-1	298216
