week_start	sub-F1/sub-F1_ses-20190407T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190409T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190411T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190413T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190414T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190415T210000_behavior+ophys.nwb	sub-F1/sub-F1_ses-20190416T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190407T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190409T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190411T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190413T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190414T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190415T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190416T210000_behavior+ophys.nwb	sub-F2/sub-F2_ses-20190417T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190407T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190409T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190411T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190413T210000_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190414T210000_obj-7vehp4_behavior+ophys.nwb	sub-F3/sub-F3_ses-20190414T210000_obj-n4e7d4_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190407T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190409T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190411T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190413T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190414T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190415T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190416T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190417T210000_behavior+ophys.nwb	sub-F5/sub-F5_ses-20190418T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190209T210000_obj-bxnk6r_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190209T210000_obj-ecljfx_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190211T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190214T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190216T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190218T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190220T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190221T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190222T210000_behavior+ophys.nwb	sub-R1/sub-R1_ses-20190223T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_obj-16d9pmi_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_obj-1m6ibdg_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190206T210000_ophys.nwb	sub-R2/sub-R2_ses-20190209T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190211T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190214T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190216T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190217T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190218T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190219T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190220T210000_behavior+ophys.nwb	sub-R2/sub-R2_ses-20190221T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190209T210000_obj-1m489i9_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190209T210000_obj-1uiqbl9_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190211T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190214T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190216T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190218T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190220T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190221T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190222T210000_behavior+ophys.nwb	sub-R3/sub-R3_ses-20190223T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190824T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190827T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190829T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190901T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190901T210000_ophys.nwb	sub-R4/sub-R4_ses-20190902T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190903T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190904T210000_behavior+ophys.nwb	sub-R4/sub-R4_ses-20190905T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200313T210000_ophys.nwb	sub-R5/sub-R5_ses-20200317T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200319T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200320T210000_behavior+ophys.nwb	sub-R5/sub-R5_ses-20200321T210000_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200207T210000_ophys.nwb	sub-R6/sub-R6_ses-20200208T210000_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200209T210000_obj-1ouyda4_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200209T210000_obj-1plurd8_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-10qdhbr_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-1t1rfdq_behavior+ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-qb15q4_ophys.nwb	sub-R6/sub-R6_ses-20200210T210000_obj-r0awni_ophys.nwb
2022-07-25	0	0	0	0	0	0	0	0	0	0	0	0	12440204539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6006243328	0	42271805	0	7734296576	0	0	0	10762584064	0	0	0	0	2785017856	0	0	0	0	0	12831430072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-01	0	0	11509170176	0	10137455590	0	0	13023298555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12742295552	13329498112	0	0	13044285440	0	0	0	0	0	0	0	0	0	0	11784499332	0	0	0	718620685	0	0	0	0	0	0	0	0	0	0	3053453312	0	0	8396996608	0	0	0	0	0	0	0	0	0	992366137	0	0	4831838208	9168748544	0	10905190400	0	0	0	13857980416	0	0	13212057600	0	10477371392	0	0
2022-08-08	12884901888	14079506041	0	15513924319	0	19512555986	18575806212	0	10737418240	4294967296	13858925188	6979321856	0	9663676416	16106127360	7655953246	8053063680	8053063680	12884901888	3789465846	10737418240	18253611008	14319561523	0	0	9126805504	3221225472	0	8987460065	17179869184	5905580032	10304410130	3758096384	8943198964	4294967296	14729679290	10737418240	11524030777	0	5368709120	0	8556635059	338174440	4294967296	0	11592195395	4831838208	11811160064	0	11573417960	13421772800	5905580032	5905580032	0	2662769086	7516192768	0	4831838208	11988784594	0	15032385536	14806186851	15569256448	5368709120	6979321856	9795345096	0	7516192768	7981639673	0	0	12685701768	0	10007749185	10737418240	13481301496	0	11811160064	6442450944	0	13421772800	0	9663676416	12884901888
2022-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253630830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-22	0	0	27496126435	0	5127119027	0	0	28455254544	0	17762060664	0	2481372359	21946011921	11650671830	29014972081	0	0	24553704782	23776440041	9695045878	17844780105	0	0	28772979522	12390956038	17215516541	0	24825357939	22280889682	0	15674855390	0	17222231799	23975584500	21142479511	1491449713	0	29240770873	8336736219	0	143705870532	0	126815415	0	15516099224	0	23558319726	0	200528354356	8202092865	23633076823	24836799179	0	12769840452	0	0	0	26566877926	27469228777	12195573586	0	0	2432840925	0	0	0	3156627001	0	0	0	0	0	4329078791	0	0	30661170680	0	12628074023	8842900322	26109862252	25882234778	0	0	0
2022-08-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60418602370	0	0	0	0	0	28422853628	0	0	271934509700	0	0	0	0	0	0	0	112931268192	0	0	0	0	0	0	0	0	0	0	10741056244	0
2022-09-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19423893550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-09-26	0	0	0	0	0	0	0	8776824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-10-03	0	0	0	0	0	0	0	33778436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-10-17	0	0	0	0	0	0	0	17453952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-11-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6470021	0	0	10053677	0	0	0	0	0	0	0	0	0	0	0
2022-12-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5571645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5656121	0	0	0	0	32535176	0	0	0	0	5540039	0	0	0	0	0	8880884	23897619
2022-12-12	99614720	91783272	99614720	41943040	112422972	36700160	26214400	668106559	73400320	41643561	163756297	180015849	193986560	177127926	189340460	82126593	41943040	19212033	5242880	62482477	78643200	104857600	0	120586240	136314880	136314880	36700160	52428800	37926929	31457280	10485760	94371840	94371840	110100480	130740056	262144000	167772160	214958080	220200960	193986560	136314880	99614720	0	162529280	199229440	289287000	256901120	257929045	214958080	232544664	115343360	115343360	209715200	252885257	335544320	298445728	272629760	78643200	78643200	13870200	15728640	15728640	131072000	272629760	214958080	230686720	99614720	57671680	26214400	26214400	15728640	26214400	157286400	165813581	143779989	302162112	152043520	120586240	62914560	131072000	136314880	199229440	183500800	136314880
2023-01-02	10485760	15728640	0	5242880	69649541	15728640	68157440	81861137	94172376	92712368	73400320	94138725	68157440	99614720	115343360	86041945	50536585	26214400	47185920	62914560	36700160	71707197	158347976	52428800	85311941	65136789	71640833	112555700	82192213	36700160	57671680	68157440	131072000	125829120	20539437	31457280	47185920	36700160	73400320	26214400	30560649	132863580	0	94371840	136314880	57671680	36700160	85544932	73400320	68157440	89128960	43402800	131072000	190666748	131072000	173015040	83886080	178257920	162529280	89128960	148224695	10485760	85014020	104857600	47185920	89128960	0	62914560	120019802	47185920	36700160	31457280	47185920	62383028	52428800	36700160	128980693	141225444	123803681	133659824	20638266	47185920	36700160	10485760
2023-01-16	0	5348039258	27496126435	32610509676	27694812134	0	0	30639375355	56940088596	0	0	0	0	30548527932	58029944162	23225209694	19269080806	26389650497	0	0	17844780105	25684307235	0	0	0	0	22387274771	24825357939	0	27360185214	0	0	0	23975584500	21142479511	0	25718996787	0	0	24793853699	0	12314731443	0	0	18817112383	0	23558319726	22643238913	23828858892	0	23633076823	0	0	0	15547670974	19247280275	18958857515	26566877926	27469228777	0	28422853628	0	0	19423893550	0	26975214280	3156627001	0	0	25078816559	0	25570603656	0	20208296513	0	0	0	31525930125	0	0	25882234778	0	0	18667375793
2023-01-23	12729472848	1341524403	1244329629	376821805	1122626852	1160986509	1286402875	3352782334	1623062314	5705910923	3180689224	3248755583	1873180784	1430204628	1405812504	703635527	439212228	264616440	567416944	402599712	473984584	1002955541	1198245179	356515840	384568523	12641873	0	0	519160289	531770730	0	531960266	99017196	0	522232471	1041568186	0	520274233	351272960	820751531	0	0	9821872	334389580	12110961	520281411	783249006	0	262144000	1391280204	7830952	0	10982773	0	7764588	0	0	530138322	528656529	435159040	0	519338851	676153133	643897390	850800406	331395729	5656121	531792904	720177106	7830952	0	439753980	0	7863665	10020964	11294200	15428275	1043825805	60904445	162529280	157286400	11016424	0	7965873
2023-01-30	29843653194	0	0	0	0	0	0	172904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-06	3576062219	1574421925	1040238505	1291524253	1193973708	659813284	104091396	301230768	1939312135	685578131	652110468	687902919	630093051	355942789	1192756243	675994885	774857749	717502594	245909046	383690998	254917705	461373440	527641395	480440587	408512557	1341393498	1101359142	387973120	0	94371840	564875230	535876114	911632119	1326237160	1041277591	524288000	6437308	347190857	593047684	524288000	361758720	282321843	5571645	337109566	258794946	104857600	411004526	52428800	466585612	697303040	0	681574400	646576537	0	462534217	66834067	524288000	36700160	0	162529280	897733628	529824611	0	152043520	563938091	839457480	278285881	162137751	707667961	715153199	0	0	492299560	12722753	11087202	11294200	250296051	1127711885	241172480	9954600	533778052	0	18680997	10053677
2023-02-13	0	0	0	0	0	0	0	18423500	0	0	0	0	12020774139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12069960444	0	0	0	9841301823	0	0	0	24130848780	0	538190423	0	0	0	0	0	0	0	0	16064184320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-20	0	0	0	0	0	0	0	2927875	0	0	0	0	134217728	0	0	0	0	0	0	0	0	0	0	12784238592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11165237248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6199181312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-06	272274762	0	0	0	0	0	0	1734689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377737653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-27	171537908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6403657	0	0	0	0	0	0	0	0	0	0	0	0	35471461	0	0	0	0	0	10087328	0	0	0	0	0	0	11712777	0	0	0	0	0	0	0	0	0	0	9920066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-10	0	0	0	0	27694812134	0	0	3937172	0	0	0	0	25727759611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22031910	0	0	0	0	0	0	0	0	0	3574289570	0	0	0	0	0	18817112383	0	0	0	21069756543	0	0	0	0	25539680904	0	0	0	0	0	31093429688	0	0	0	0	0	0	0	0	0	0	21660601727	0	2963443658	0	0	0	0	0	0	0	0	0	0	0
2023-04-17	0	0	0	0	0	0	0	12936	0	0	0	0	0	10087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20971520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5441848	0	0	0	0	0	0	0	10220056	0	0	0	0	0	0	177427653	0	0	0	0	16391908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15330084	0	0	0	16059150	0	0	0	0	0	0	16358257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-01	0	0	0	9689144	0	0	0	0	0	18282813	0	0	0	0	0	0	0	0	0	0	7133661	0	0	0	0	0	6370944	0	0	0	0	0	15728640	15728640	0	0	0	0	20971520	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16358257	0	0	0	0	0	0	0	0
2023-05-08	0	0	0	0	0	0	0	0	0	0	0	0	11688156969	0	0	0	0	0	0	9124581	0	0	20240082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4697620480	0	0	0	0	0	0	0	8418985996	0	0	0	0	0	0	0	0	23227400	0	0	0	11812792	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-15	0	0	0	0	0	0	0	7136884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9490052	62914560	0	0	0	42373689	0	0	0	377487360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9622780	0	26214400	0	0	0	8096408	0
2023-05-22	129208758162	11636450671	117491625	117119133	131589042	118937050	123530508	110054385	113718174	122912715	82629896	116843658	75295222	80418424	75148642	81956585	76393932	77871234	73358802	75321836	69433490	72276550	69621350	83994244	77076886	77859418	73754662	74042598	73630658	79075068	70688700	75605028	72142318	88917480	69289262	105872701	78741094	75858546	74604808	36974339	33242815	71812966	11143290	407564752	37116223	70630022	44002926	71880706	73338904	78163920	69747886	129658977	76804914	111712904	101967162	117346745	111910785	113715378	115441851	125991652	81045496	73987782	73907712	71446620	69611286	74593680	16968363	78988206	73158642	77643358	89376535	65070352	75246738	25445506	22174404	22588400	11080078	80789347	64271248	80578244	80158516	62941506	17761768	15931746
2023-05-29	0	1012136	0	0	0	0	0	0	9987313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99614720	0	0	0	0	0	0	0	0	0	31423381	6403657	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12011884	0	0
2023-06-05	0	765296	0	0	0	0	41176836	0	0	0	0	0	0	0	0	0	0	0	0	0	6403657	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11613700	0	0	0	0	0	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	29930164	0	0	0	0	0	16523698	0	0	0	8494592	0	10053677	0	0
2023-06-12	627107161	1203248	0	0	11149152	0	0	1874447	0	0	12410068	0	0	0	0	0	0	0	0	9695045878	0	0	0	0	0	0	0	0	340787200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17321004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132728	0	0	0	0	0
2023-06-19	0	276812793	0	0	0	0	0	15586678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	0	73198052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20971520	0	0	0	0	15728640	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920066	0	0	23193749	0	0	0	0	0	0	0	0	0	0	0	0	0	19079181	0
2023-07-03	0	1051024	0	0	0	0	0	86720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11513685	0	0	0	0	0	0	0	10053677	0	0	0	0	0	0	0	0	9721857	0	0	0	0	0	0	0	0	10286420	0	0	0	0
2023-07-10	3735588	3110609	4158256	2087136	2142401	5160448	3466616	3488064	5347168	3351491	1077904	5393672	3217680	754000	3447932	0	0	2800408	3484736	0	0	881560	0	5347168	3213688	1128744	3301237	3166256	3264952	2651336	0	0	0	3928792	0	2361521	2087736	11063912	0	0	0	0	0	20572840	0	0	0	1695704	420256	1862352	3220064	3304084	0	0	297582996	0	0	1198256	2991336	2080672	2563608	3259648	4656136	0	0	1925024	0	0	0	2333048	2087016	0	2084440	0	0	2991840	14109500	1266304	3259864	1219248	1776384	1127784	0	0
2023-07-17	226215520	952096	0	0	0	16006986	0	0	16524636	21069163	0	0	0	0	0	17170869	0	15960073	0	0	0	0	0	0	0	0	0	0	21701028	0	0	0	0	0	9987313	0	0	0	0	0	0	0	0	0	0	6403657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-24	0	708968	0	0	0	0	0	167016343	0	0	0	0	0	0	0	3747840	0	0	0	0	0	0	0	0	0	11115501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	7518388	7539432	0	0	0	0	10020964	15263720	6370944	0	0	0	0	6370944	0	11082788	0	6370944	8892776	6437308	6403657	10451861	25251033	0	10551876	10020964	0	0	0	0	6901856	0	0	0	6503672	0	2787288	0	0	8826412	0	6370944	0	6304580	0	10352784	0	0	0	0	12476432	0	0	0	0	0	0	0	6337293	0	6370944	0	0	0	12210976	10618240	0	0	0	0	0	0	0	0	0	132728	0	0	6403657	9522765	0	132728	0	0
2023-08-07	0	826640	0	0	6370944	0	11878328	155224	0	0	0	0	0	0	0	0	8826412	0	0	0	0	0	0	9954600	0	0	0	0	0	0	0	10485760	0	0	0	16591000	10020964	10087328	9954600	0	0	0	0	9025504	12144612	0	0	0	0	0	0	0	325058560	0	0	0	0	19179196	0	0	0	0	0	8892776	0	0	0	0	0	6437308	0	8096408	0	0	0	0	0	0	0	0	0	0	9490052	0
2023-08-14	10087328	1012424	0	0	0	0	0	1838083	0	0	0	0	0	0	0	0	0	0	0	0	0	19908372	0	0	0	0	11613700	0	0	256901120	0	0	17222231799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11414608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21302844	0	0	10087328	0	0	0	0	0	0
2023-08-21	0	1193648	0	0	0	0	0	6370944	0	0	0	0	0	0	11149152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11746428	0	0	0	0	0	0	19577380	0	0	0	0	0	30129752	0	0	0	0	0	0	0	0	0	0	12808252	0	0	0	0	0
2023-08-28	0	1593688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12011884	0	0	0	0	10087328	0	0	0	11348244	0	0	0	0	44331152	0	0	0	0	0	0	0	0	0	10485760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36700160	0	0	0	0	0	0	0	0	0	0
2023-09-04	0	1363576	0	0	0	11082788	0	1844265	0	0	0	0	0	0	0	9025504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13870076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	0	792768	0	0	0	0	0	39639879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11016424	0	0	0	0	0	0	22895580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8162772	0	0	0	0
2023-09-18	0	1166920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9091868	0	0	0	0	0	0	0	0	12210976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5441848	0	0	0	0	0	0	0	0	0
2023-09-25	0	625704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	575853944	452272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8959140	9224596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9158232	0	0	0	0	0	0	0	0	0	0	13936440	0	0	0	0	0	0	0	0	0	0	0	0	17054720	0	8361864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	290992	6370944	0	0	0	0	0	0	0	0	0	6304580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132728	8826412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286420	0	0	0
