region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	461180034470	1560988	11011	9789
USA	2853641678	457	118	33
GitHub	137942868998	596844	8097	6489
USA/VT	1618062248278	1686918	1582	341
DEU/NW	11434505784	291	214	1
CAN	11245421434	249	206	1
AWS/us-east-1	24873820885	3665	915	309
USA/MA	15075780087	1071	112	151
AWS/ap-southeast-1	1781424552	267	267	0
AUS/SA	11251933556	207	207	0
HKG/KKC	716117832	90	0	13
CAN/QC	5742942634	1024	15	103
VPN	74168978440	3011	1721	21
USA/UT	5622625870	103	103	0
USA/WA	5946143531	114	112	2
CHN	21863756821	2835	206	1407
ITA/88	5622625870	103	103	0
USA/CA	1930023281800	2324121	1944	71
CHE	5622625870	103	103	0
CHN/BJ	5774519214	807	206	103
VNM/SG	101733924	19	19	0
AWS/us-east-2	502628980491	452866	462	13
SGP	6223260	5	5	0
USA/VA	8548545386	1641	36	33
VNM/HN	69962544	12	12	0
VNM/26	2161764	1	1	0
ARG/B	17228604	4	4	0
BRA/CE	2030748	1	1	0
USA/IL	7539582415	1239	164	314
IDN/JB	6878340	1	1	0
BRA/RJ	7598928	4	4	0
COL/DC	21028068	3	3	0
MEX/CMX	498076060	1960	102	63
IND/NL	4913100	2	2	0
NLD	2901473719	125	39	39
IND/MH	53389547	4	4	0
FRA/HDF	11725932	2	2	0
COL/SAN	7664436	2	2	0
BRA/SP	111014829	15	15	0
COL/CAU	1244652	1	1	0
VNM/56	2554812	3	3	0
BRA/RS	6616308	4	4	0
USA/PA	1065937003	874	75	3
USA/MD	151954261	191	15	13
FRA/IDF	774643308	2803	27	14
USA/DC	744366090	18	18	0
BGD	11463900	5	5	0
BGD/C	3275400	3	3	0
PAK/IS	2554812	2	2	0
BRA/MG	37405068	4	4	0
ARM/ER	6157752	1	1	0
PHL/00	17032080	4	4	0
ARG/E	917112	1	1	0
VNM/66	16835556	3	3	0
ETH/AA	2227272	2	2	0
VNM/43	18866304	2	2	0
LBN	1048128	1	1	0
URY/MO	2030748	1	1	0
JOR/AM	31050792	7	7	0
COL/ANT	6157752	1	1	0
LBN/BA	1113636	1	1	0
BRA/SC	1375668	1	1	0
USA/NJ	14411760	1	1	0
UKR/51	10415772	1	1	0
BRA/PE	1113636	1	1	0
NOR/50	613941538	128	0	9
GBR/ENG	666157176	28	28	0
GCP/us-central1	714833323	14	14	0
TUN/12	1113636	1	1	0
EGY/ALX	917112	1	1	0
SYC	20110956	7	7	0
ARG/T	2489304	1	1	0
LTU/VL	16114968	1	1	0
IND/TN	4716576	1	1	0
DOM	4258020	1	1	0
BGD/D	43672866	1	1	0
UKR	5437164	2	2	0
FRA	2882352	2	2	0
DOM/01	3471924	2	2	0
IND/UP	14935824	1	1	0
AWS/us-west-2	510625258	618	12	2
ZAF/KZN	14739300	1	1	0
VEN/T	7271388	1	1	0
PHL/07	1048128	1	1	0
USA/NV	1441176	1	1	0
ARG/X	917112	1	1	0
KOR/44	1310160	1	1	0
SVN/061	1113636	1	1	0
UKR/46	13429140	1	1	0
IDN/KB	13298124	1	1	0
PER/LIM	13101600	1	1	0
PAN/8	13691172	1	1	0
UKR/30	29478600	4	4	0
VNM/68	9236628	1	1	0
JPN/13	35944010	96	2	1
CAN/ON	203676207	4	4	0
JPN	36075026	95	1	1
USA/RI	82214420	17	0	1
CHN/SH	155462319	2	2	0
COL/SAP	3275400	1	1	0
MEX/COA	1375668	1	1	0
NGA/LA	3406416	1	1	0
IND/SK	2096256	2	2	0
DEU/BE	21224592	1	1	0
PAK/PB	28299456	5	5	0
BGD/B	4651068	1	1	0
SAU/01	10088232	2	2	0
EST/37	21234740	1	1	0
CHE/VD	8258904	46	2	1
HKG	20569512	10	10	0
NLD/GR	21234740	1	1	0
KEN/30	2882352	2	2	0
DEU/TH	4127004	1	1	0
ARG/C	2751336	1	1	0
SAU/02	5633688	2	2	0
VEN/S	1768716	1	1	0
USA/OH	25155072	3	3	0
VNM/29	851604	1	1	0
NOR/46	4127004	1	1	0
MEX/MEX	3602940	2	2	0
VNM	851604	1	1	0
IDN/SU	12512028	2	2	0
IRQ/BG	2030748	2	2	0
VEN/V	1113636	1	1	0
UZB/TK	10612296	1	1	0
ITA/82	13691172	1	1	0
DOM/06	2030748	1	1	0
ARG/M	1506684	1	1	0
BRA/PR	15132348	3	3	0
COL/CUN	2292780	1	1	0
CHL/RM	2685828	2	2	0
BRA/BA	8974596	4	4	0
BGR/22	5895720	1	1	0
USA/NY	110425332	4095	1	1
COL/ATL	3668448	1	1	0
ARE/AZ	917112	1	1	0
IDN/SN	11463900	1	1	0
ECU/G	1113636	1	1	0
CAN/BC	18407748	1	1	0
MEX/GRO	33736620	1	1	0
ARE/AJ	5699196	1	1	0
MAR/04	1113636	1	1	0
USA/TX	202250668	8	8	0
VEN/A	4716576	2	2	0
ITA/25	56939217	124	1	1
UKR/05	1179144	1	1	0
MMR/06	917112	1	1	0
IDN/JK	1965240	2	2	0
ESP/AN	1375668	1	1	0
ZAF/WC	3471924	3	3	0
ZAF/EC	7009356	1	1	0
IDN/SB	17621652	1	1	0
SYR	8254008	1	1	0
USA/AZ	7271388	1	1	0
ZAF/GP	3471924	3	3	0
RUS/SVE	1441176	1	1	0
JOR/AZ	1113636	1	1	0
ECU/P	1703208	1	1	0
NZL/HKB	10022724	1	1	0
KAZ/75	9433152	1	1	0
KAZ	1506684	1	1	0
PER/LMA	2685828	1	1	0
IND/BR	1113636	1	1	0
BRA/GO	1768716	1	1	0
MEX/MIC	1113636	1	1	0
MEX/VER	2292780	1	1	0
VNM/HP	1113636	1	1	0
IDN/YO	8188500	1	1	0
RUS/ULY	3799464	1	1	0
USA/IN	54032070304	58538	62	2
GCP/us-west4	112046152	2	2	0
GCP/europe-west4	56023076	1	1	0
GCP/us-west1	144472612	3	3	0
AWS/ap-southeast-3	392161532	7	7	0
ITA	49396680	110	1	1
AWS/us-west-1	112046152	2	2	0
GCP/asia-northeast1	56023076	1	1	0
AWS/eu-north-1	224092304	4	4	0
GCP/asia-southeast1	56023076	1	1	0
AWS/ap-northeast-1	56023076	1	1	0
CHE/AG	21093576	1	1	0
