region	bytes_sent
GitHub	62838784061
US/Indiana	54032070304
US/California	31854005015
AU/South Australia	11245251740
US/Maryland	7149407614
AWS/us-east-1	6815919598
DE/North Rhine-Westphalia	5798319758
US/Massachusetts	5622625870
CH/Zurich	5622625870
CA/Quebec	4993480270
VPN	2928160218
US/Pennsylvania	1065937003
CN/Shanghai	726549151
GB/England	619449972
AWS/us-east-2	382726828
AWS/ap-southeast-1	308739204
GCP/us-central1	276040248
CA/Ontario	201514443
GCP/us-west1	144472612
US/Texas	143227960
US/New York	105577740
US/Washington	88777076
US/Rhode Island	82214420
IT/Lombardy	56939217
US/Florida	56023076
US/Illinois	56023076
IN/Maharashtra	51620831
CH/Geneva	21093576
