region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	3444457148	162786	68	96
USA/MA	111644364148	7998	25	16
USA	3163700628	602	3	1
NOR/50	9096828232	1745	0	3
AWS/ap-southeast-1	74613612	10	10	0
USA/MD	13763512	12	3	3
AWS/us-east-1	14605047840	2246	13	9
CAN/QC	13439073440	675	4	3
VPN	15804057748	434	30	9
CHN	12265919512	831	0	3
USA/CA	3368360877	870	8	8
USA/FL	19128336	2	2	0
MEX/CMX	150891976	720	10	10
USA/IL	159068732	464	5	2
USA/WA	22272720	1	1	0
NLD	3348867476	158	1	1
USA/NY	350468604	4401	14	4
USA/PA	69981026	204	4	1
AWS/us-east-2	8108268320	16389	3	6
USA/VA	17092081084	3044	1	2
USA/IN	1848029272	52	3	1
USA/TX	40948656	81	1	1
unknown	24770032	10	1	1
USA/RI	1241112848	238	0	1
USA/DC	6747325	2	1	1
JPN/13	42969508	192	1	1
CAN/ON	171688304	1	1	0
CHE/VD	27909632	132	2	1
FRA/IDF	18392496	16	4	3
