region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
MEX/CMX	390104326	484	106	43
GitHub	4337423598	3663	768	600
USA/CA	2706232887	181	141	8
VPN	7666012349	1288	381	41
AWS/ap-southeast-1	124715500	32	32	0
HKG	1212291395	171	62	3
USA/VA	233554359	12	12	0
CAN/QC	712847565	37	37	0
CHN	1009179786	76	58	2
USA/NY	188221044	400	28	15
AWS/us-east-1	325808942	74	45	4
USA/MD	27953599	42	10	10
USA	1293459460	173	76	9
PRT/11	15378668	69	1	2
USA/GA	467108718	24	24	0
USA/CT	233554359	12	12	0
USA/MA	1712162049	871	14	39
CHL/RM	3079749	5	5	0
USA/WA	584738443	172	24	24
CHE/GR	519777150	25	25	0
IND	281047659	16	16	0
CHE/ZH	233554359	12	12	0
GBR/ENG	484708514	40	40	0
CHN/SH	4556571	8	8	0
USA/FL	233554359	12	12	0
CHN/JS	480958	1	1	0
USA/IL	67879679	34	11	2
USA/TX	480958	1	1	0
GCP/us-central1	224779674	5	5	0
USA/UT	13149163	51	12	13
JPN/28	277805511	15	12	3
AWS/us-east-2	480958	1	1	0
USA/ID	233554359	12	12	0
KOR/41	1442874	3	2	1
KOR/29	233554359	12	12	0
JPN/26	233554359	12	12	0
USA/OH	9846458	67	3	2
USA/TN	233554359	12	12	0
CAN/ON	233554359	12	12	0
FRA/IDF	61931366	13	4	3
USA/AZ	233554359	12	12	0
VNM/SG	231618563	8	8	0
USA/MI	1804296	8	2	1
EST/37	451074	1	1	0
CHE/VD	758274	3	1	1
USA/PA	184789036	316	12	2
DEU/BW	7336896	1	1	0
AWS/us-west-2	59352818	1	1	0
DEU/BY	3084736	135	0	1
IND/DL	11267376	1	1	0
CAN/BC	1736312	9	1	1
