region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	194851932946	24682	2335	2246
GitHub	35545307203	158958	6103	6104
USA/MA	165426577223	5012	0	2485
AWS/ap-southeast-1	5402689780	3273	3273	0
AWS/us-east-2	33415639803	475	475	0
AWS/ap-south-1	189024506	4	4	0
USA/IL	406270232558	5566	5515	2
VPN	3522133028	5422	555	161
USA/CA	78465101479	4315	1355	939
USA/VA	22157809852	268	268	0
MEX/CMX	88594205	309	44	41
SGP	37451461	7	7	0
CHN/SH	21092680	2	2	0
GCP/us-central1	99075851	9	9	0
USA/GA	62650530	6	6	0
FRA/IDF	4156320	12	3	3
CHN/GS	11863816	2	2	0
CHE/VD	119803534	47	3	2
USA/MD	11155894	1	1	0
