date	bytes_sent	number_of_requests	number_of_downloads
2026-05-16	21522407223	2860	<50
2026-05-17	51039968583	7380	200
2026-05-18	3853544930	2460	880
2026-05-19	93150156351	17040	1600
2026-05-20	24282296301	8460	920
2026-05-21	27276239914	5680	360
2026-05-22	1514978489	4340	220
2026-05-23	14008030624	4600	340
2026-05-24	1211652974	4300	160
2026-05-25	1240111866	3960	220
2026-05-26	577072155	2680	100
2026-05-27	757121927	3540	160
2026-05-28	685924156	3180	140
2026-05-29	571588552	2580	100
2026-05-30	791970428	3760	140
2026-05-31	908021211	4260	160
2026-06-01	922111210	3940	140
2026-06-02	451518102	2180	80
2026-06-03	382206400	1820	80
2026-06-04	1073149071	5060	180
2026-06-05	216805145	1020	<50
2026-06-10	295344343	1160	<50
2026-06-13	1232588	<50	<50
2026-06-14	219401588	1080	<50
2026-06-15	228198761	1080	<50
2026-06-16	225219146	1120	<50
2026-06-17	460953857	2260	80
2026-06-18	339810409	1620	60
2026-06-19	14049252364	1660	<50
2026-06-20	35548542182	2760	60
2026-06-21	521534410	2540	100
2026-06-22	42154301074	2420	<50
2026-06-23	15632182785	2780	100
2026-06-24	12405099981	2760	100
2026-06-25	18783858450	3100	100
2026-06-26	3442078853	4180	1760
2026-06-27	509054955	2160	80
2026-06-28	477621626	2320	80
2026-06-29	33756976607	2120	540
2026-06-30	488288547	2320	80
2026-07-01	494312414	2360	80
2026-07-02	331995476	1620	60
2026-07-03	75580523274	2720	500
2026-07-04	463161498	2240	80
2026-07-05	456356495	2180	80
2026-07-06	470232864	1900	80
2026-07-07	300860014	1100	<50
2026-07-08	396599553	1940	80
2026-07-09	2872015171	3500	1680
2026-07-10	508696618	2500	100
2026-07-11	726936783	2560	100
2026-07-12	420380123	2020	80
2026-07-13	485293453	2340	80
2026-07-14	497726347	2380	80
2026-07-15	526361656	2520	100
2026-07-16	823836238	3760	140
2026-07-17	424984926	2100	80
2026-07-18	407334717	2020	80
2026-07-19	1572192	<50	<50
