week_start	Microscopy
2025-07-14	1561986
2025-07-21	914056
2025-08-04	1428177645
2025-10-06	10424031819
2025-10-20	4947242272
2026-02-02	779733736
2026-03-02	12523633
2026-04-13	15283535132
2026-05-25	8502
2026-06-29	15283535132
