region	bytes_sent
CH/Zurich	295780946187
US/Wisconsin	277774073732
US/California	149855638222
AWS/us-east-1	139350243934
AWS/us-east-2	44874206200
GB/England	24715826809
CN/Shanghai	23815694025
GitHub	13360850302
US/Florida	7903534411
IR/Tehran	6551797497
VPN	5810612882
PL/Mazovia	4061927413
HK/Hong Kong	3271245617
US/Connecticut	2776228070
CA/Ontario	1752285351
GB/Wales	1541642104
US/Texas	1423815895
ES/Madrid	1382545855
DE/North Rhine-Westphalia	1382545855
DE/Lower Saxony	1382545855
US/Massachusetts	1382545855
GCP/us-west1	1382545855
PL/Subcarpathia	1381356902
CA/Quebec	1360217422
US/Maryland	493144425
IR/East Azerbaijan	195118350
DE/Baden-Wurttemberg	194157548
AWS/ap-southeast-1	99703176
US/Rhode Island	86025802
HU/Budapest	76718830
IT/Lombardy	73463140
US/Pennsylvania	64857529
US/District of Columbia	56249926
US/Georgia	49287544
NL/South Holland	43104264
US/New York	37659312
JP/Tokyo	36225924
LK/Western Province	26858280
