region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	325665615780	8748	22	158
CHN	381809068167	27961	15	93
PHL/00	7598928	2	2	0
USA	269352199176	59465	125	98
VPN	309198617919	6711	769	365
ESP/PV	140313600	222	0	74
USA/MO	352119011797	160	159	1
AWS/ap-southeast-1	1517885868	249	249	0
AWS/us-east-1	252143677522	30463	510	175
USA/WI	495166624470	166	166	0
USA/NC	107602113293	76	76	0
CAN/QC	167234137585	381	55	52
USA/PA	179070159	127	13	9
USA/NY	226575078491	915	112	22
MAR/07	4050450424	6	6	0
USA/UT	55625217337	24	18	6
GH-actions	169373557851	92410	1446	1031
USA/AZ	107320166861	38	38	0
CHE/ZH	916372734279	9845	973	166
USA/TX	1480653757	45	7	2
CAN/AB	50144292	35	4	2
GCP/us-central1	107383595660	73	41	5
USA/VT	10035256	497	0	3
USA/VA	129758149083	440	86	14
BGD/C	7598929	3	2	1
GCP/us-west1	4477979757	889	103	39
GCP/us-east4	108678825958	298	37	1
CHN/HA	1448210051	7	7	0
USA/AR	214630900570	74	74	0
MEX/CMX	762026450	1260	83	50
BEL	107603680461	77	39	2
TUR/34	7186072357	6	6	0
IRN	16480990585	658	24	22
SWE/W	107347196577	45	41	4
USA/WA	11324827963	2238	110	89
NLD/ZH	257085909	150	27	15
CHN/SH	139307149261	257	44	22
KOR/44	107334199061	40	37	3
DEU/BE	479998803	14835	79	72
IND	2182217553	1143	20	6
AWS/us-west-2	15556741922	1064	70	63
COL/DC	107317808573	38	38	0
USA/CA	223143678521	21976	153	67
CHE/VD	36762320875	21042	39	39
SGP	107567710433	60	42	8
USA/GA	107364737829	65	43	1
KOR/11	139115156230	46	46	0
HUN/BU	139306594660	5444	50	8
USA/MT	145416714255	52	52	0
ECU/P	2554812	2	2	0
ARG/B	9629676	3	3	0
ARG/J	7533420	1	1	0
BRA/MG	92329444	3	3	0
BRA/RN	1113636	1	1	0
VNM/HN	1703208	2	2	0
ZAF/GP	1834224	2	2	0
ARE/DU	2030748	2	2	0
NOR/50	367014211	80	0	9
USA/IL	1139967128	51	34	2
PHL/03	1113636	1	1	0
VNM	2751336	3	3	0
VNM/SG	36946512	6	6	0
VNM/54	851604	1	1	0
USA/MD	12737084789	2016	7	12
ESP/AN	10579133639	6	6	0
NLD	67514989203	3167	20	20
PAK/PB	21421116	3	3	0
MEX/SIN	3733956	1	1	0
MEX/NLE	1310160	1	1	0
ETH/AA	1179144	1	1	0
USA/TN	21683148	1	1	0
SAU/01	6485292	4	4	0
AWS/ap-northeast-1	28411990621	719	15	7
QAT/DA	23517372	1	1	0
KHM/12	2358288	1	1	0
CHL/RM	3930480	1	1	0
IRQ/NA	2292780	1	1	0
GBR/ENG	29129720136	46	28	3
JPN/13	11663790	13	3	1
BRA/MT	2358288	1	1	0
BRA/SP	24565500	5	5	0
BRA/MS	12970584	1	1	0
FRA/PDL	1	1	0	1
USA/FL	10645657993	6	6	0
NLD/GE	199828072	8	8	0
POL/12	30119928	38	4	1
CHN/GD	33430780	93	1	2
BEL/BRU	62670636	18	4	3
COD/KN	9629676	1	1	0
AWS/us-east-2	44902456093	31	13	3
UZB/TK	1113636	1	1	0
VNM/44	1899732	2	2	0
BRA/PR	9302136	2	2	0
BRA/PB	1179144	1	1	0
HKG	3290308445	37	12	1
BRA/GO	2030748	1	1	0
KEN/30	7795452	1	1	0
BGD	9629676	6	6	0
IRQ/BG	17883684	2	2	0
BRA/RS	6354276	2	2	0
MEX/JAL	13363632	1	1	0
JPN/11	36225924	2	2	0
USA/DC	56249926	31	1	2
USA/CT	1393682215	2	2	0
DEU/NW	1399119379	2	2	0
LKA/1	26858280	2	2	0
POL/14	4061927413	3	3	0
CAN/ON	1762832139	4	4	0
GCP/us-east1	59765630	12	0	2
DEU/BW	1639293925	4	4	0
DEU/NI	1382545855	1	1	0
FRA	15918444	1	1	0
GCP/us-west4	2904788962	291	1	1
HUN/BA	37242876	24	0	1
ITA/25	73463140	1	1	0
HUN/PE	39475954	14	2	1
ESP/MD	1385166175	3	3	0
DEU/HE	15332243180	51	11	4
IDN/YO	9105612	2	2	0
ARG/C	4258020	1	1	0
PHL/07	1113636	1	1	0
USA/RI	101027134	27	4	2
MEX/MEX	2947860	1	1	0
ESP/CT	113780944	220	1	3
TUR/33	851604	1	1	0
MYS/04	1113636	1	1	0
ZAF/WC	2030748	1	1	0
UKR/74	6223260	1	1	0
IRQ/NI	1179144	1	1	0
VEN/K	2489304	1	1	0
VNM/57	4127004	1	1	0
ITA	1048128	1	1	0
IRL/L	7991976	1	1	0
VNM/DN	851604	1	1	0
HUN/SO	2097152	1	0	1
VNM/35	14149728	1	1	0
USA/NJ	461684056	5	5	0
MEX/VER	1113636	1	1	0
DOM/32	4454544	1	1	0
MAR/03	851604	1	1	0
TUN/12	2030748	1	1	0
MYS/14	1244652	1	1	0
IRQ	1113636	1	1	0
GBR	1541642104	1	1	0
ARE/RK	1244652	1	1	0
USA/MI	1536925321	1	1	0
EGY/C	1179144	1	1	0
NZL/WKO	9891708	1	1	0
SAU/02	2030748	2	2	0
SYC	2227272	1	1	0
JPN	6423150	11	1	1
FRA/IDF	31184936	77	6	4
IND/TS	1113636	1	1	0
URY/MA	1375668	1	1	0
ISL/1	917112	1	1	0
MAR/06	2489304	1	1	0
VNM/HP	6354276	1	1	0
CRI/P	4454544	1	1	0
PAK/KP	5306148	1	1	0
SRB/00	2497960516	1	1	0
MYS/06	917112	1	1	0
VEN/V	2751336	1	1	0
VNM/21	6943848	1	1	0
NPL/P3	7336896	1	1	0
ARG/X	1179144	1	1	0
TUN	1113636	1	1	0
ZAF/KZN	1113636	1	1	0
MEX/OAX	1310160	1	1	0
IND/UP	917112	1	1	0
LBY	1375668	1	1	0
ESP/VC	1375668	1	1	0
UKR	851604	1	1	0
IND/NL	2227272	1	1	0
ITA/45	3736800	254	0	2
MAR/09	1179144	1	1	0
BOL/L	1310160	1	1	0
