region	bytes_sent
GitHub	73649350588
AWS/us-east-2	52869294922
US/California	40740416370
BR/Rio de Janeiro	22817470584
NL/North Holland	19085161280
AWS/us-east-1	11973191341
IR/Fars	11408735292
CA/Ontario	11408735292
CH/Vaud	11408735292
US/New Mexico	11408735292
GB/England	9089577960
PT/Lisbon	4783468002
CA/Quebec	4281187540
US/Virginia	2661871088
VPN	2124735890
GCP/us-central1	2049436161
IN/Maharashtra	1808582892
IN/Punjab	1772043788
US/Maryland	1559686934
CN/Shanghai	1345392574
VN/Ho Chi Minh	840630096
US/Massachusetts	655534087
SE/Stockholm	634106036
VN/Kiên Giang Province	383605580
US/Rhode Island	293896496
HK/Hong Kong	227090688
US/Indiana	190112900
US/Wisconsin	190112900
AWS/ap-southeast-1	124431672
DE/North Rhine-Westphalia	42605688
