week_start	sub-anm101105/sub-anm101105_ses-20100619_behavior+icephys.nwb	sub-anm101105/sub-anm101105_ses-20100620_behavior+icephys.nwb	sub-anm101105/sub-anm101105_ses-20100621_behavior+icephys.nwb	sub-anm106213/sub-anm106213_ses-20100822_behavior+icephys.nwb	sub-anm106213/sub-anm106213_ses-20101214_behavior+icephys.nwb	sub-anm106213/sub-anm106213_ses-20101215_obj-1copi4i_behavior+icephys.nwb	sub-anm106213/sub-anm106213_ses-20101215_obj-1ykz3wz_behavior+icephys.nwb	sub-anm131970/sub-anm131970_ses-20110511_behavior+icephys.nwb	sub-anm134333/sub-anm134333_ses-20110601_behavior+icephys.nwb	sub-anm134333/sub-anm134333_ses-20110606_behavior+icephys.nwb	sub-anm134333/sub-anm134333_ses-20110607_behavior+icephys.nwb	sub-anm17702/sub-anm17702_ses-20100430_behavior+icephys.nwb	sub-anm17702/sub-anm17702_ses-20100507_behavior+icephys.nwb	sub-anm211295/sub-anm211295_ses-20131015_behavior+icephys+ogen.nwb	sub-anm215592/sub-anm215592_ses-20131015_obj-8s1awh_behavior+icephys+ogen.nwb	sub-anm215592/sub-anm215592_ses-20131015_obj-odx8px_behavior+icephys+ogen.nwb	sub-anm215592/sub-anm215592_ses-20131017_behavior+icephys+ogen.nwb	sub-anm215592/sub-anm215592_ses-20131023_behavior+icephys+ogen.nwb	sub-anm217330/sub-anm217330_ses-20131126_behavior+icephys+ogen.nwb	sub-anm226692/sub-anm226692_ses-20140224_behavior+icephys+ogen.nwb	sub-anm226694/sub-anm226694_ses-20140222_obj-1noi7y3_behavior+icephys+ogen.nwb	sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb	sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb	sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb	sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb	sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb	sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb	sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb	sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb	sub-anm244024/sub-anm244024_ses-20141111_behavior+icephys+ogen.nwb	sub-anm244024/sub-anm244024_ses-20141112_obj-1otlhm2_behavior+icephys+ogen.nwb	sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb	sub-anm244024/sub-anm244024_ses-20141112_obj-jyoa6b_behavior+icephys+ogen.nwb	sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb	sub-anm244025/sub-anm244025_ses-20141026_obj-gspsia_behavior+icephys+ogen.nwb	sub-anm244028/sub-anm244028_ses-20141021_obj-15ygrjz_behavior+icephys+ogen.nwb	sub-anm244028/sub-anm244028_ses-20141021_obj-1a5sqoc_behavior+icephys+ogen.nwb	sub-anm244028/sub-anm244028_ses-20141022_behavior+icephys+ogen.nwb	sub-anm266945/sub-anm266945_ses-20141221_behavior+icephys+ogen.nwb	sub-anm266945/sub-anm266945_ses-20141222_obj-14qffnp_behavior+icephys+ogen.nwb	sub-anm266945/sub-anm266945_ses-20141222_obj-1574tgg_behavior+icephys+ogen.nwb	sub-anm266951/sub-anm266951_ses-20141201_obj-10p0o3z_behavior+icephys+ogen.nwb	sub-anm266951/sub-anm266951_ses-20141201_obj-1i6vt6d_behavior+icephys+ogen.nwb	sub-jf35892/sub-jf35892_ses-20100219_behavior+icephys.nwb	sub-jf35892/sub-jf35892_ses-20100308_behavior+icephys.nwb	sub-jf35892/sub-jf35892_ses-20100310_behavior+icephys.nwb	sub-jf35892/sub-jf35892_ses-20100311_behavior+icephys.nwb	sub-jf37166/sub-jf37166_ses-20100304_behavior+icephys.nwb	sub-jf42400/sub-jf42400_ses-20100612_behavior+icephys.nwb	sub-jf42400/sub-jf42400_ses-20100613_behavior+icephys.nwb	sub-jf42400/sub-jf42400_ses-20100615_behavior+icephys.nwb
2023-06-26	0	0	0	0	0	0	0	152997981	0	186876444	0	161162629	0	0	199915453	0	0	0	184819105	0	189295392	0	197164630	140885199	0	0	0	214915593	187537270	0	0	266680506	95958528	0	0	0	0	192652816	0	0	445402578	0	0	0	0	0	0	0	204197338	0	0
2023-07-03	0	0	202409262	200249149	217802068	0	0	0	0	0	142048969	0	0	0	0	0	165902551	0	0	185412684	0	114705070	0	0	88228593	0	0	0	0	0	0	0	0	0	0	61982100	0	0	161723440	0	0	0	204791800	99908657	0	141417104	0	245645877	0	210836552	227591117
2023-07-10	0	0	0	0	0	0	168165548	0	0	0	0	0	0	0	0	204932032	0	168697288	0	121711576	120782480	0	0	0	0	0	0	0	0	0	0	0	682262652	127350860	170621016	194843876	0	188540124	0	110496060	898339060	0	0	0	112088796	0	0	0	0	137969928	53953932
2023-07-17	201113867	147790752	0	0	0	0	0	0	0	124630654	0	195071929	239798396	0	0	0	98549602	0	0	0	0	0	162922792	139361586	0	143574293	0	0	0	0	0	0	143937792	0	0	0	257355012	0	216807436	0	278101748	0	0	219127472	0	164977152	205993856	0	0	0	0
2023-07-24	0	0	0	180406313	0	176555325	0	114275994	0	0	0	0	0	0	152433418	0	0	0	0	0	85905853	148351618	0	0	0	0	0	0	0	118556058	0	0	1007564544	200148196	175362704	140787005	143707959	0	373881699	0	1013162853	0	0	0	0	0	0	0	130766979	236312934	0
2023-07-31	0	10053677	13206436	0	9954600	0	12675524	0	0	0	16391908	0	9622780	0	0	0	12774601	0	0	6437308	0	6370944	0	6304580	0	0	0	0	6835492	0	0	0	105714036	13073708	0	0	0	0	0	0	119838496	0	10286420	0	13206436	0	24820136	192049912	0	0	9224596
2023-08-07	0	17121912	0	6370944	209776604	0	0	0	278461688	184491920	0	0	0	275609692	0	0	189734676	9622780	0	0	146530056	0	0	0	186947388	0	0	0	0	0	0	0	287875584	6370944	0	0	191659232	0	20440112	0	486940984	0	109630844	0	0	0	0	0	121977032	0	231276884
2023-08-14	0	0	0	196370248	0	0	0	0	194645612	109102416	0	244285056	143147148	0	0	0	0	0	0	0	194976604	246874080	92510588	392806860	0	0	0	168563732	0	0	0	104058752	95958528	0	0	0	0	0	0	0	59919248	0	0	0	0	0	119918920	0	221322284	270566028	147195352
2023-08-21	206060220	169824648	128413512	0	0	0	0	0	0	0	0	0	0	0	203007476	186018292	0	175001040	185751180	0	0	0	0	0	178187340	0	0	0	0	0	105983308	0	1487357184	205927492	0	187345572	0	102729816	0	102598744	1631571932	0	0	0	0	0	0	0	0	84547736	0
2023-08-28	0	0	0	0	186216556	165179168	0	0	0	0	197831084	140093576	0	0	0	0	0	0	0	138965388	218536652	0	133789824	0	0	289744396	192055760	0	130007076	0	0	0	1679274240	0	278660780	0	247404164	0	0	0	1977335184	0	170157296	0	161131792	0	0	0	0	0	200816636
2023-09-04	0	0	0	0	0	0	174006408	171483748	219133928	0	0	0	178917344	185686472	0	0	145934436	0	0	0	0	0	0	228557616	0	0	0	0	0	240834956	0	0	288415208	0	0	0	0	0	207652128	0	119838496	0	0	119388836	0	148854452	159008144	217209372	191460140	0	0
2023-09-11	0	235260380	0	0	0	0	79170596	184557456	0	0	0	0	0	0	112354252	0	0	0	119256108	265587900	0	452799916	146598076	0	0	0	0	0	0	0	0	169891012	0	0	0	0	0	0	0	117066096	0	0	124962584	0	0	0	0	0	0	0	165578180
2023-09-18	0	0	0	228490424	329298168	0	0	0	0	277865240	0	0	0	136178100	0	0	0	0	0	168166376	0	0	0	0	0	0	0	0	171351848	0	0	0	0	0	0	104191480	0	270100652	0	0	104257016	0	0	0	0	158477232	293195324	0	0	0	0
2023-09-25	0	0	0	0	0	462092532	0	0	0	0	0	108637868	0	0	0	0	0	0	0	0	143080784	0	0	0	0	0	0	0	0	0	0	180442888	143937792	0	0	0	0	205926664	0	167435544	356942180	0	0	0	0	158410868	170287540	0	0	0	0
2023-10-02	231012256	0	0	0	0	0	0	0	0	0	195772972	0	138568032	0	0	0	0	0	211102228	0	0	0	0	0	354051112	173806488	0	0	0	0	0	145999972	177457336	0	108306048	121179836	0	185288288	0	0	0	0	0	0	94435972	0	0	0	0	6370944	0
2023-10-09	0	0	0	135249004	0	218204004	0	138102656	0	0	0	121644384	0	268043368	0	0	0	189932940	0	0	0	0	0	0	0	0	103925196	243223232	0	183893816	0	0	0	0	136840912	0	0	0	0	142815328	147659072	0	0	173740952	0	185420188	0	0	0	0	0
2023-10-16	0	143346240	173940044	0	148058084	0	0	0	0	113150620	0	0	0	0	190331124	0	0	0	0	0	0	0	30195620	0	0	0	0	0	0	0	57669488	0	0	107841500	0	148124448	0	0	128214420	129701736	0	0	0	0	174868312	0	171020028	0	0	0	149783548
2023-10-23	209819910	256402090	0	177562230	211611372	0	350414858	190112900	0	213197378	601353724	0	0	342510480	0	0	408192656	0	294757856	206325676	0	0	314659328	0	195248560	227090688	195248560	205199208	0	95743320	34376552	412371792	287875584	173347496	109674664	0	127569024	0	125596392	205199208	419434736	38019072	109488696	0	261718344	354855208	175731744	168567520	0	165022032	166813482
2023-10-30	85741460	237438672	0	0	204266736	0	0	0	0	0	0	0	169759112	0	0	0	0	0	0	0	227031244	80830524	0	155755480	127550780	0	0	0	26545600	0	33554432	0	1079572724	236984188	34177192	0	0	99724664	0	0	1283470032	0	0	0	0	0	0	0	0	0	0
2023-11-06	0	0	0	149184616	0	226232392	168299104	0	0	244283400	0	0	0	0	0	0	0	156950860	0	199688448	15130992	0	0	0	0	0	0	0	0	298903456	0	0	0	0	0	0	0	0	0	168166376	167435544	0	0	28337428	221853196	0	0	0	0	0	167104552
2023-11-13	0	0	0	0	0	0	0	0	93438856	0	88595112	0	0	0	0	8229136	189667484	0	0	0	0	0	99413272	0	0	205726744	0	89259580	0	0	192388408	0	575751168	0	0	0	0	103063292	0	0	719030976	0	0	0	0	0	0	0	72801308	0	0
2023-11-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59919248	0	0	0	0	0	0	0	0	0	0
2023-12-04	78747910	93872810	81662248	0	80539372	92527552	94045850	85255300	80653426	87368258	92794364	77777784	92096680	90852240	0	85729136	93619856	91866900	90285536	89876824	89557384	86410896	94458368	0	74662320	0	0	0	10485760	107600560	82947088	168053584	74987008	84218536	114491728	107600560	139794688	126049008	67924712	89855848	38947728	38019072	41664896	91108480	93946184	92711208	76117024	0	87573714	81135952	51470122
2023-12-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671709696	0	0	0	0	0	0	0	778950224	0	0	0	0	0	0	0	0	0	476458155
2023-12-18	0	0	186519848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205199208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	105849752	174536492	150911736	131997996	125293576	168630924	143744424	65833088	184160100	105120576	169757456	164382800	130669888	135780744	106049672	132659980	106514220	187809292	141819040	145733688	177788328	204202028	229752168	131997168	126091600	182632072	252780476	185154732	244680756	140890772	134849164	132794364	612122708	211833060	190398316	181437520	123768860	147526344	184092908	134850820	641613136	0	207983948	211234956	134254372	127218960	93440512	219995004	129740792	204732112	159538228
2024-01-22	10472830	1835690	16104172	8162772	7273944	3725184	9083270	12781796	11281880	14438524	6370944	0	8232744	13299104	6000328	8107096	12233504	9978892	6769128	12303336	3724048	9530640	7049384	3637992	6906720	19042788	4247296	8137388	13342196	10985080	13280716	14449712	108567688	10025936	10596784	8943468	2787288	17703288	8681656	9173828	119838496	8411580	9436260	5176392	9851104	14567560	11613700	16600964	8560956	3567560	0
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47979264	0	0	0	0	0	0	0	119838496	0	0	0	0	0	0	0	0	0	0
2024-02-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	12277340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	0	0	0	0	0	0	0	0	155822672	0	0	0	0	0	0	0	0	0	47848444	0	0	180045532	0	0	0	0	0	0	0	0	0	0	157149124	0	0	0	0	0	156286392	0	0	0	0	0	0	0	137239924	0	0	0
2024-03-11	160514128	4230502	13720776	166782150	195420820	8106516	7960790	3805012	10499894	4874436	13273412	2063224	9490052	3668880	7784080	9423688	207205380	8560956	8081044	13125596	6115028	152747632	13027852	153736796	194587388	5424796	17756320	8143096	4489140	4280188	6585360	7885384	9081912	8571608	176928	16225708	19149664	192168592	201326104	162368	2882448	2190012	3583656	156056344	7565496	3623208	191463372	151320	0	207196508	7197946
2024-03-18	0	151177192	0	0	0	0	0	0	0	0	0	164183708	0	0	0	0	0	169560020	0	0	0	0	0	0	0	0	0	0	0	200219360	0	0	0	0	0	0	0	0	0	0	243821336	0	0	0	0	0	339922936	0	0	0	0
2024-03-25	17895736	6648490	8139048	12563026	30305760	33465472	18541894	11798120	6570036	6656578	32061508	13342448	16731944	18231824	0	2190012	27506440	11872020	13206436	438019116	168092144	273815472	30759640	8481120	16327520	23691776	28140312	22913996	20711420	19819340	11787488	16710696	11129240	385817968	16253404	16309880	17916860	14442856	14719336	336538624	9662992	4124672	15358336	31009596	30095632	7366404	13504836	26691112	13724068	22130496	132728
2024-04-01	6370944	6648490	14443628	12741888	12033772	0	6370944	7100948	6370944	6656578	0	13042168	6437308	11860880	515957892	13180008	10368656	6370944	0	18862128	16732168	17927440	11862528	0	14534704	6370944	0	310342564	13043452	4504920	11190212	17905248	0	6769128	0	11207684	7863424	7155064	6304580	19662160	3292048	6370944	10864640	7565496	290638912	11815208	0	6775520	6862034	15113452	6762282
2024-04-08	0	0	0	0	488136516	0	0	0	211484232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170489172	273220680	0	0	423021588	0	0	198787284	0	0	0	0	0	234107768	0	0	0	149280460	0	0	0	0	0	0	0	0
2024-04-15	0	0	0	463381480	0	0	379441802	0	0	0	0	0	0	0	0	291832232	0	453003956	0	0	0	0	356375824	0	0	0	0	0	388744124	0	0	328550768	0	0	0	0	0	0	0	0	0	0	0	0	0	247895496	0	0	0	0	0
2024-04-22	13140072	6648490	441236936	13823942	6968220	17529104	11839130	0	6370944	6656578	422815872	6671224	580432208	0	13586632	0	240013176	18176600	11826656	18198488	6437308	7300040	11862528	0	357663476	11845888	14534704	6645608	6901856	11672232	337501260	17440700	0	12944876	7631860	0	6304580	7155064	7167312	6645608	350837820	6370944	6835492	18762584	18498744	6370944	6669344	6775520	14095710	319416076	13133226
2024-04-29	542908176	307811710	0	0	266679980	0	0	0	0	505352380	0	0	0	0	0	0	0	0	747711652	0	0	0	0	0	0	0	291600672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410623476	0	0	0	0	0	0	0	0	0
2024-05-06	312175082	0	0	0	0	0	0	0	217057506	0	0	0	0	0	0	0	0	0	0	0	0	0	223433860	0	0	0	0	573281376	0	0	455857872	369551684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493550830	0	192095180
2024-05-13	0	0	452462796	0	0	0	0	425983016	0	0	0	437338676	0	0	0	0	0	0	0	0	412531788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497814048	0	0	0	253496292	0	0	0	0	0	0	0	0	0	0
2024-05-20	0	0	425534372	374346040	0	0	514871338	0	0	0	0	399143476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210630000	0	389887660	0	0	0	0	0	0	223943056	0	0	0	0	0	0	0	0	456857850	0	0
2024-05-27	292458422	0	0	0	0	0	0	0	333288010	0	0	0	0	0	0	0	0	0	0	270022064	0	385823892	562040868	0	0	0	0	0	0	448632540	0	0	0	469742788	0	0	0	0	0	0	371039628	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	373464956	0	0	0	367489998	0	235394096	0	0	0	0	0	0	0	0	517312388	0	0	233564612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192665960	0	503405160	0	0	0	0	0	0	0	0	0
2024-06-10	839279640	769206270	0	887811150	0	1032557376	335218330	190112900	0	426394756	0	0	401426600	685020960	0	0	408192656	0	294757856	0	288786824	0	0	125596392	0	0	195248560	0	159417272	0	0	264906152	47979264	457744688	109674664	95743320	127569024	99724664	125596392	205199208	119838496	38019072	67879296	216937600	513282780	354855208	7830952	0	213402834	165022032	728435140
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477849944	0	191268496	0	0	0	0	0	0	0	0	0	0	95958528	0	0	0	0	0	0	0	0	0	0	0	261718344	0	351463488	0	213402834	165022032	166813482
2024-07-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12210976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	15461538	6570036	10359080	8610422	15213932	15012416	6769128	8447108	8432754	8462914	7963680	8440696	13191336	0	6769128	0	24199596	19528280	18982120	10286420	7499132	8428228	14779716	8295500	8470960	9290960	8470960	15561084	30032152	12731440	6968220	17753916	12549832	353065936	14892800	5696856	6370944	13311536	6769128	6304580	11309628	13289396	12741888	10368128	8487240	15116584	14921180	13206436	18999626	0	8478506
2024-07-15	8096408	0	0	11613700	0	14135532	13604620	9423688	13802884	0	13339164	0	0	10020964	12078248	0	13802884	0	0	0	0	0	9290960	0	12741888	9158232	0	6370944	0	20041928	11680064	0	12609160	12343704	0	10020964	0	10020964	0	0	0	21170116	6370944	0	10618240	0	0	0	6702764	22961944	8361864
2024-07-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227090688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7565496	0	12210976	10551876	0	225746538	0	9888236
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127569024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12144612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12144612	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13405528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166813482
2024-08-26	34973828	24090132	0	25550140	34973828	11348244	0	4645480	0	14002804	23492856	10020964	10087328	22298304	12675524	199092	12277340	29200160	36898384	31390172	11746428	32451996	15197356	6702764	9954600	34708372	22563760	26014688	0	17851916	23360128	0	9622780	23691948	4446388	9954600	28934704	18183736	261346476	15396448	0	32252904	23758312	31390172	6570036	11348244	27541060	8229136	0	23426492	6238216
2024-09-02	0	0	0	177562230	0	309246624	0	0	0	12078248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186549436	0	84615092	0	234323736	0	0	0	0	0	0	0	205199208	0	0	0	0	0	163789328	0	0	0	0	0
2024-09-09	0	0	92943224	0	106753772	0	0	0	0	0	330897848	0	254625960	0	170425648	0	0	0	0	0	221557612	128353936	0	0	0	0	0	0	0	0	56263192	0	0	47518376	77365752	77049596	85625984	0	0	0	0	83918848	0	0	0	0	0	0	166946050	0	0
2024-09-16	5441848	6370944	10359080	8610422	0	15543328	8455834	0	6636400	0	20400972	6968220	6304580	6437308	8482920	2190012	0	6835492	6968220	3849112	20882156	8826412	14912444	7034584	8470960	13574400	10883696	8460136	17091172	12399620	6636400	6503672	6437308	8458920	12370968	12665076	17023744	12581532	25417000	15295628	0	11298476	5441848	16739072	8487240	6835492	14854816	6636400	17539618	10357072	0
2024-09-23	772853992	646161714	785098376	745624012	749454236	929799624	723972132	531134100	604506796	664872526	1158119908	637636680	958121248	910082948	806870152	771296752	1044084720	1038474188	782885696	973609408	919803080	720385152	988523972	679247120	770886872	908614724	854333368	842650280	616496012	379865264	232780680	742852504	207317640	609734588	338658120	319837216	497415424	551514432	355716624	660915756	181369296	163573856	138843920	599079680	260867032	555394208	168482508	244752988	269423906	387425000	431772418
2024-09-30	83990790	93872810	81662248	179366562	80539372	92527552	94045850	95807176	80653426	87368258	0	9620344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21037388	0	0	0	0	0	0	0	0	0	0	0	0	6370944	8229136	11680064	12675524	6370944	8030044	19909200	120266428	0	0	7300040
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	101219960	0	0	0	0	0	0	0	94384468	0	0	0	100556320	0	6702764	0	0	0	0	0	0	0	0	100821776	0	0	0	7034584	0	0	7366404	7100948	0	0	0	13870076	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	83990790	0	81662248	77947510	292150744	61070272	335218330	0	0	213197378	0	0	401426600	0	80965736	0	501812512	91866900	36700160	89876824	89557384	86410896	409117696	193521104	79905200	312623616	275153760	89855848	70288312	53800280	93432848	356797264	37493504	84218536	166920528	149543600	69897344	63024504	193521104	295055056	0	0	0	38679680	261718344	0	175731744	168567520	213402834	165022032	166813482
2024-10-28	424438320	19481456	58500468	85911190	10286420	0	0	0	0	0	10684604	6968220	0	9025504	0	6636400	1791828	0	10286420	5242756	0	0	9357324	0	7764588	0	0	10286420	0	10352784	0	7897316	7897316	10153692	6636400	10153692	5375484	10153692	0	6636400	7499132	0	9357324	0	6769128	0	0	7100948	0	0	0
2024-11-04	16825960	0	0	0	0	0	0	180000	0	0	0	76375660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25371800	0	0	0
2024-11-11	69737744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8959140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5840032	0	0	0	0	0	0	0	0	0
2024-11-18	243764004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19046468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	6304580	0	0	0	0	0	14799172	0	0	0	0	0	0	0
2024-12-02	209819910	256402090	289153616	177562230	0	487044992	335218330	282387588	0	213197378	0	172149624	401426600	342510480	175337576	243015536	408192656	825462312	294757856	477849944	288786824	191268496	314659328	0	0	387072512	195248560	205199208	159417272	0	51959304	264906152	47979264	173347496	109674664	95743320	0	99724664	201093864	117440512	59919248	0	67879296	216937600	261718344	354855208	0	168567520	0	165022032	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513849944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	0	0	355124460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	0	0	0	0	0	7499132	0	0	0	0	0	0	9025504	0	0	0	0	0	0	0	9622780	4114568	0	0	0	4114568	0	0	4114568	0	4114568	0	0	0	7366404	4180932	0	0	0	0	9888236	0	4114568	0	4114568	0	0	0
2025-03-10	0	0	0	0	0	0	0	4114568	0	0	0	5176392	0	0	0	2190012	0	0	0	6636400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204800	0	0	0	0	0	0	0	0	0	204800
2025-04-28	209819910	375990018	0	26545600	21302844	477260472	167267000	190112900	42074776	0	145499608	48711176	67027640	342510480	175337576	50901188	513062636	80514392	0	505059184	288786824	71754344	33580184	0	0	250782636	0	196268068	159417272	59926692	0	264906152	47979264	410537160	0	95743320	0	99724664	125596392	205199208	0	23028308	0	44397516	261718344	388103572	0	168567520	0	165022032	0
2025-06-23	141156248	179026888	96172480	400043992	191202480	159751936	189540328	187025552	109101816	122672528	258307648	127136000	157728000	208960000	158560000	145440000	195800000	265600000	150240000	320800000	159200000	143680000	140160000	145520000	161520000	107680000	153680000	92440000	152000000	74880000	81120000	184920000	58560000	152240000	112800000	130560000	104000000	76000000	108200000	80680000	54000000	61560000	69360000	131664000	134608000	179792000	141120000	124904000	121403416	149196704	160554784
2025-07-14	210646976	160816616	181027776	169721264	123219376	187406080	215672360	181223376	165673128	107021400	407049392	134784000	201600000	168320000	118560000	150320000	244000000	241000000	145760000	280800000	116600000	127520000	172800000	105840000	180320000	161360000	153680000	142400000	95200000	113280000	53040000	123640000	51840000	155720000	77400000	82560000	79840000	70000000	78440000	123600000	63600000	52440000	46240000	161968000	173448000	212456000	134064000	155360000	114258272	149073120	174042224
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52428800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	256402090	0	0	54324972	291756992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183929224	0	52428800	0	0	0	0	0	0	0	0	0	0	0	0	0	127569024	0	0	152770408	0	0	0	0	0	52428800	123302944	168567520	0	0	114384682
2025-08-04	0	0	0	0	0	0	0	0	0	0	0	104857600	244140200	209715200	0	0	0	427411220	294757856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173347496	0	0	0	47295864	0	0	0	0	0	0	0	0	0	0	0	165022032	0
2025-08-11	157495820	0	186519848	0	0	0	125503130	0	0	0	367001600	0	0	0	122908776	0	303335056	0	0	0	0	0	0	104857600	37962160	0	0	157286400	104857600	0	51959304	0	0	0	0	95743320	0	0	125596392	0	59919248	0	0	112080000	52003144	0	0	0	160974034	0	0
2025-08-18	0	0	0	72704630	0	0	0	32826500	104857600	160768578	0	0	0	0	0	0	0	0	0	314572800	0	0	0	0	0	0	157286400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	4114568	0	0	0	0	0	282789530	0	0	0	0	0	0	0	0	0	209715200	0	0	10286420	0	29598344	209801728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	209289544	0	70874144	0	0	277615264	0
2025-09-01	0	0	0	0	104857600	0	0	0	0	0	314412584	0	0	0	175337576	0	0	0	0	0	131500424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38019072	67879296	104857600	0	0	0	63709920	0	0	0
2025-09-08	209819910	0	0	0	0	0	0	0	0	0	0	0	296569000	0	0	0	0	0	0	0	0	157286400	0	0	0	0	0	0	0	0	0	0	0	68489896	0	0	75140224	0	0	0	0	0	0	0	0	0	0	0	0	0	166813482
