date	bytes_sent	number_of_requests	number_of_downloads
2024-07-01	419068784	60	<50
2024-07-02	180190820	480	<50
2024-07-08	6354276	<50	<50
2024-07-09	177373976	480	<50
2024-07-25	410749268	<50	<50
2024-07-26	410749268	<50	<50
2024-07-31	9629676	<50	<50
2024-08-26	80447828	<50	<50
2024-09-09	410749268	<50	<50
2024-09-20	180780392	480	<50
2024-09-25	80447828	<50	<50
2024-09-29	10022724	<50	<50
2024-10-21	410749268	<50	<50
2024-10-22	7205880	<50	<50
2024-10-28	80447828	<50	<50
2025-01-24	410749268	<50	<50
2025-02-01	538125492	<50	<50
2025-04-24	410749268	<50	<50
2025-05-26	410749268	<50	<50
2025-07-04	52571608	160	<50
2025-07-30	410749268	<50	<50
2025-08-11	410749268	<50	<50
2025-08-14	410749268	<50	<50
2025-08-15	1145091728	<50	<50
2025-08-28	410749268	<50	<50
2025-09-03	410749268	<50	<50
2025-10-08	325806424	720	<50
2025-12-16	6943848	<50	<50
2025-12-17	410749268	<50	<50
2025-12-18	410749268	<50	<50
2025-12-19	6812832	<50	<50
2026-01-17	1232247804	<50	<50
2026-01-23	821498536	<50	<50
2026-02-01	410749268	80	<50
2026-02-20	15083392	<50	<50
2026-02-26	8229320	<50	<50
2026-03-26	65843816	<50	<50
2026-04-10	6379804	<50	<50
2026-04-28	5969504	<50	<50
2026-05-12	410749268	<50	<50
2026-05-13	1121912	<50	<50
2026-05-14	1056404	<50	<50
2026-05-15	4528328	<50	<50
2026-05-16	1056404	<50	<50
