region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	634735224	1698	53	51
CHN	1642997072	85	0	2
PRT/11	463320876	155	2	1
MEX/CMX	19728984	58	6	6
VPN	1199064556	727	10	10
USA/MA	3423917357	645	0	6
USA/NC	1315930192	4	4	0
AWS/us-east-1	516352168	69	4	2
USA/MD	4331804	3	1	1
GCP/us-central1	1061409340	3	3	0
USA/DC	6812832	1	1	0
AWS/us-east-2	80447828	16	0	1
USA/IL	65714200	23	2	1
USA/CA	1365290820	13	6	2
BRA/SP	410749268	1	1	0
NLD/NH	410749268	1	1	0
CHN/SH	410749268	1	1	0
USA/TX	1232247804	3	3	0
ITA/45	80447828	16	0	1
USA/VA	410749268	1	1	0
USA/WI	410749268	1	1	0
EST/37	410749268	1	1	0
KOR/29	821498536	2	2	0
DEU/NW	3178188	21	1	1
CHE/VD	4087024	16	2	1
USA/NY	410749268	1	1	0
JPN/28	410749268	1	1	0
FRA/IDF	7779600	13	3	3
RUS/UD	1	1	0	1
VEN/V	2227272	1	1	0
