region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	83795475528	187916	14388	12672
GCP/us-west1	12371837	2	2	0
USA	1213137377	194	173	7
VPN	3091244051	3294	521	236
USA/MA	1494458782	268	7	201
CHN	1289176707	247	165	24
USA/CA	984259686	185	145	6
AWS/us-east-1	1033036457	185	115	35
USA/TX	2795193994	402	402	0
GitHub	4214462532	14162	1097	852
USA/VA	924191446	132	132	0
CHN/SH	927488198	136	128	8
USA/VT	2363154910	5239	401	269
USA/NY	3426106996	3105	496	106
AWS/ap-southeast-1	709683266	215	215	0
USA/FL	924191446	132	132	0
AWS/us-east-2	160644681	2336	23	8
ITA/25	924191446	132	132	0
CHN/GD	890195621	130	125	1
DEU	925946656	133	133	0
CHE/SO	924191446	132	132	0
MEX/CMX	176055359	609	81	59
ESP/CM	344378137	30	30	0
SGP	617068348	80	80	0
ARG	3013368	1	1	0
IDN/YO	10627024	3	3	0
DEU/BE	2907351	1	1	0
MYS/14	10986323	1	1	0
COL/DC	17097588	2	2	0
VNM/20	10986323	1	1	0
BRA/ES	1113636	1	1	0
USA/IL	12514683	25	3	2
KOR/11	26826105	6	6	0
VNM/SG	51706926	10	9	1
IRQ/AR	1244652	1	1	0
CHN/BJ	37563045	4	3	1
GBR/ENG	43344169	9	7	1
USA/MD	46024945	39	10	5
USA/TN	7766954	2	0	1
GCP/us-central1	49853942	7	7	0
FRA/IDF	69740974	288	25	13
USA/WA	50551049	94	10	2
USA/CT	3522732	2	2	0
VNM/26	7533420	1	1	0
USA/PA	129720902	267	31	3
DOM/06	5044116	1	1	0
CHL/LR	9826200	1	1	0
VNM/57	12450956	1	1	0
VNM/HN	6705919	1	1	0
COL/ANT	6705919	1	1	0
VNM/22	6999828	1	1	0
EST/37	1755210	1	1	0
CHE/VD	1633912	7	1	1
BRA/SC	1755210	1	1	0
CHN/GS	3510420	2	2	0
CHN/TJ	6015182	3	2	1
BRA/PA	1113636	1	1	0
SAU/03	1506684	1	1	0
HKG	19837369	3	3	0
NPL/P3	917112	1	1	0
BGR/22	10612296	1	1	0
GCP/us-west2	4311973	1	1	0
USA/NC	4311973	1	1	0
CHL/RM	5265050	1	1	0
BRA/RS	8747559	2	2	0
BGD/A	1113636	1	1	0
HND/FM	982620	1	1	0
IDN/JI	2681330	1	1	0
PAK/SD	1113636	1	1	0
TUR/79	1113636	1	1	0
PHL/03	4543774	1	1	0
BGD	4543774	1	1	0
BRA/BA	3864972	1	1	0
IDN/SS	6570242	1	1	0
MYS/08	9983851	1	1	0
