region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	1471404664	1318	330	288
USA/MA	2172495398	262	0	10
USA/CA	35719940	37	10	10
AWS/us-east-1	599206344	74	14	3
CHN	1488050484	108	0	5
USA/GA	6738686620	43	43	0
USA/VA	495900228	3	3	0
USA/MD	13369764	11	3	3
USA/TX	378923876	5	5	0
VPN	1252965872	46	32	5
USA/VT	53544712	48	12	9
AWS/us-east-2	7970332	2	0	1
GitHub	156338604	237	60	45
USA/IL	43177732	9	4	2
MEX/CMX	15353084	48	13	10
DEU/NW	3609072	11	3	3
FRA/IDF	6418836	12	3	3
NLD	188102316	8	1	1
USA/NY	20021628	3	2	1
USA/WA	39370308	1	1	0
EST/37	165183476	1	1	0
CHE/VD	2243824	6	2	1
USA/DC	4061496	1	1	0
BRA/AM	8122992	1	1	0
ESP/CB	1	1	0	1
