region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	9785520	26	26	0
VPN	19000740980	213	198	4
USA	16263	10	10	0
AWS/us-east-1	18676519776	2455	234	2
CAN/QC	84705616	25	10	1
USA/MA	44097618180	2019	223	36
AWS/ap-southeast-1	7890349	48	48	0
CHN	18609176310	3630	80	1
GBR/ENG	2806314687	25	24	1
USA/VA	18608970615	25	25	0
USA/IL	1484065	16	12	1
GCP/asia-south1	47746884	240	52	3
AWS/us-east-2	7189765	4	2	1
JPN/26	9129233	22	13	1
NLD	9349648239	451	10	1
USA/NH	18653613141	15	10	1
USA/NJ	10054924	13	4	1
USA/VT	10093743	42	37	1
ITA/45	7189573	3	1	1
DEU/BY	6	3	3	0
USA/MD	18644387092	90	11	3
BLR/HM	8	4	4	0
GCP/us-east1	6	3	3	0
USA/NY	2633521169	871	84	12
HKG	20	10	10	0
GCP/us-central1	12	6	6	0
USA/NC	6	3	3	0
IND/MH	4	2	2	0
BRA/AM	2	1	1	0
NIC/MN	2	1	1	0
POL/12	2	1	1	0
SAU/01	2	1	1	0
UKR/51	2	1	1	0
BRA/MG	2	1	1	0
ESP/GA	2	1	1	0
DEU/NW	568	2	2	0
NOR/46	568	2	2	0
ARG/C	205	1	1	0
MEX/PUE	205	1	1	0
BGD	205	1	1	0
USA/PA	772816327	216	63	5
GitHub	3762261111	2146	226	62
USA/DE	21804489	3	2	1
NOR/50	136601849	38	0	2
ITA/25	97937444	51	4	2
FRA/IDF	10057747705	14	5	3
USA/CA	7655925	12	3	2
NGA/FC	967561883	2	2	0
MEX/CMX	12519834	27	6	5
CHE/VD	5445205	15	4	2
VNM	1048128	1	1	0
ROU	13232616	1	1	0
DEU/TH	363	1	1	0
