region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CAN/ON	181662688	84	84	0
GitHub	9614863076	30885	7050	6886
AWS/ap-southeast-1	248366768	142	142	0
USA/MA	209949840	124	4	96
VPN	478658820	532	201	105
AWS/us-east-1	231062044	106	106	0
MEX/CMX	556457312	1444	315	132
CHN	256276300	168	168	0
USA/NY	183964192	86	86	0
AWS/us-east-2	18509032	8	8	0
USA/NH	959625068	1800	360	255
CHE/VD	8802956	28	7	6
USA/CA	3874952	12	3	3
GCP/us-central1	9352040	7	7	0
USA/MD	7697292	20	6	2
USA/WA	1024	1	0	1
FRA/IDF	4503668	15	3	3
USA/IL	3859280	11	3	2
EST/37	957896	1	1	0
