region	bytes_sent
AWS/us-east-1	20778017899854
TW/Taiwan	2820395575570
SE/Stockholm	34648316564
GitHub	32279489678
CA/Quebec	11418604314
US/Pennsylvania	8989717856
US/New York	5632437597
GCP/us-central1	2437536744
AWS/us-east-2	2262671592
US/Washington	2158677268
US/Massachusetts	1555070116
US/Georgia	963500024
IT/Lombardy	824790284
AWS/ap-southeast-1	310900968
US/Connecticut	190751132
US/Rhode Island	122170600
VPN	86012004
JP/Tokyo	24238035
US/Maryland	23058816
AWS/us-west-2	20500216
US/Virginia	19914432
US/Ohio	18669780
US/California	12319620
