region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	36995061465404	706213	6	313
USA/NH	135350751908	435553	11225	9930
USA	6517321925941	423631	7	45
NLD	22423035280876	1046601	45	114
AWS/us-east-1	16890957283522	2015131	456	343
CAN/QC	3453140172168	2466	0	159
USA/VT	5974919727	18284	471	348
CHN	10930316988107	674853	5	115
GitHub	48024216785	112690	2376	2147
GBR/ENG	3702865176	358	1	114
AWS/ap-southeast-1	1931503380	305	305	0
VPN	17685052216766	13060	1164	359
USA/IL	2196597416	113	65	2
USA/DC	762096360	147	117	1
USA/CA	3628381452	13438	245	241
MEX/CMX	202498103	724	80	52
BEL/BRU	1113636	1	1	0
CHN/BJ	160540140	560	114	114
VEN/R	2096256	1	1	0
USA/NY	9038480257	1045	63	14
USA/MD	858721952	3986	11	11
TWN/TPE	2820395575570	34	24	10
USA/WA	5370978505	3315	14	21
LBY	1113636	1	1	0
AWS/us-west-2	79947772	192	9	3
VNM/SG	154009308	19	19	0
BRA/RS	18866304	3	3	0
ARG/B	19062828	6	6	0
USA/TX	257107656	40	22	1
KAZ/31	1441176	1	1	0
MEX/MEX	7991976	3	3	0
KEN/30	5044116	3	3	0
COG/BZV	917112	1	1	0
JOR/AM	7336896	2	2	0
ARM/ER	17887936	27	1	1
MOZ/Q	917112	1	1	0
BGD/C	8122992	3	3	0
ECU/P	3078876	1	1	0
VNM/52	8712564	1	1	0
BGD	42252660	9	9	0
VEN/A	4978608	3	3	0
ALB/12	9433152	1	1	0
CHE/VD	22607260	105	7	7
TWN/TAO	1113636	1	1	0
PRY/10	5961228	2	2	0
ARG/M	17425128	2	2	0
PAK/PB	39304800	8	8	0
TUN/53	1375668	1	1	0
SAU/03	4847592	3	3	0
POL	1048128	1	1	0
SYR	6943848	3	3	0
MAR/04	2751336	1	1	0
COL/CAQ	3406416	1	1	0
SGP	27840900	5	5	0
FRA/PAC	17883684	2	2	0
URY/MO	27644376	4	4	0
BOL/L	2685828	1	1	0
CAN/ON	24106944	3	3	0
ETH/AA	2554812	2	2	0
CRI/SJ	8450532	2	2	0
BRA/CE	1375668	1	1	0
GBR/SCT	8375600030	1629	1	1
VNM/HN	137697816	19	19	0
VNM/26	851604	1	1	0
AWS/us-east-2	60055086053	575	1	3
VNM/45	11398392	1	1	0
UKR/30	15721920	2	2	0
HKG	1513931092	4	4	0
COL/ANT	16311492	4	4	0
DEU/BW	58321683485	542	1	4
BRA/AL	2030748	1	1	0
USA/VA	112358984	16	9	1
PAK/IS	4978608	3	3	0
CHN/GD	9216000	48	0	1
GRC/I	1113636	1	1	0
IDN/JB	6878340	1	1	0
PAN/8	7205880	1	1	0
PHL/00	17949192	1	1	0
SEN/DK	6157752	1	1	0
IRQ/BG	5830212	2	2	0
IND/PY	2030748	1	1	0
MEX/TAB	1048128	1	1	0
IND/MH	917112	1	1	0
BRA/GO	13167108	2	2	0
NGA/FC	1113636	1	1	0
KGZ/GB	2161764	1	1	0
VNM	1637700	1	1	0
USA/HI	1375668	1	1	0
DZA/16	6288768	1	1	0
IND/WB	1113636	1	1	0
VEN/T	1113636	1	1	0
VNM/37	9367644	1	1	0
MAR/01	5961228	1	1	0
LTU/VL	19717908	1	1	0
IDN	10874328	3	3	0
IDN/JK	982620	1	1	0
COL/QUI	3209892	1	1	0
VNM/39	9891708	1	1	0
IRQ/NI	2096256	2	2	0
COL/RIS	1113636	1	1	0
