region	bytes_sent
GitHub	73690340582
US/California	42069004080
US/Maryland	23674376212
BR/Rio de Janeiro	23539803818
NL/North Holland	15832665357
AWS/us-east-1	13592763242
US/New York	12762385250
HK/Hong Kong	12197959544
US/Massachusetts	12079285005
US/Pennsylvania	11990754419
ES/Madrid	11891088604
KR/Seoul	11817730119
IN/Uttarakhand	11806574457
US/New Mexico	11769901909
GCP/us-east4	11769901909
GCP/us-west3	11769901909
US/Virginia	11769901909
IR/Fars	11685018196
CA/Quebec	11443783371
US/Georgia	5590191505
CN/Shanghai	2005480117
VPN	1601816481
AWS/ap-southeast-1	801508674
GB/England	688253095
AWS/us-east-2	343808295
GCP/us-west4	328860631
CA/British Columbia	318045536
GCP/us-central1	263288634
NO/Oslo	143419120
GCP/asia-east1	64576908
DE/Bavaria	60990006
HU/Budapest	60289804
IN/Uttar Pradesh	53984753
SE/Västra Götaland	38563212
PT/Lisbon	2035184
SE/Stockholm	1186536
IN/Maharashtra	1025056
US/Rhode Island	951864
VN/Ho Chi Minh	507552
VN/Kiên Giang Province	507552
GCP/us-east1	372204
US/Florida	302744
US/Missouri	302744
US/New Jersey	302744
