week_start	sub-1/sub-1_ses-1_ecephys+image.nwb	sub-1/sub-1_ses-2_ecephys+image.nwb	sub-10/sub-10_ses-1_ecephys+image.nwb	sub-11/sub-11_ses-1_ecephys+image.nwb	sub-12/sub-12_ses-1_ecephys+image.nwb	sub-12/sub-12_ses-2_ecephys+image.nwb	sub-13/sub-13_ses-1_ecephys+image.nwb	sub-14/sub-14_ses-1_ecephys+image.nwb	sub-15/sub-15_ses-1_ecephys+image.nwb	sub-16/sub-16_ses-1_ecephys+image.nwb	sub-17/sub-17_ses-1_ecephys+image.nwb	sub-18/sub-18_ses-1_ecephys+image.nwb	sub-19/sub-19_ses-1_ecephys+image.nwb	sub-19/sub-19_ses-2_ecephys+image.nwb	sub-2/sub-2_ses-1_ecephys+image.nwb	sub-20/sub-20_ses-1_ecephys+image.nwb	sub-21/sub-21_ses-1_ecephys+image.nwb	sub-22/sub-22_ses-1_ecephys+image.nwb	sub-22/sub-22_ses-2_ecephys+image.nwb	sub-22/sub-22_ses-3_ecephys+image.nwb	sub-23/sub-23_ses-1_ecephys+image.nwb	sub-24/sub-24_ses-1_ecephys+image.nwb	sub-25/sub-25_ses-1_ecephys+image.nwb	sub-26/sub-26_ses-1_ecephys+image.nwb	sub-26/sub-26_ses-2_ecephys+image.nwb	sub-27/sub-27_ses-1_ecephys+image.nwb	sub-28/sub-28_ses-1_ecephys+image.nwb	sub-29/sub-29_ses-1_ecephys+image.nwb	sub-3/sub-3_ses-1_ecephys+image.nwb	sub-30/sub-30_ses-1_ecephys+image.nwb	sub-31/sub-31_ses-1_ecephys+image.nwb	sub-31/sub-31_ses-2_ecephys+image.nwb	sub-32/sub-32_ses-1_ecephys+image.nwb	sub-33/sub-33_ses-1_ecephys+image.nwb	sub-34/sub-34_ses-1_ecephys+image.nwb	sub-35/sub-35_ses-1_ecephys+image.nwb	sub-36/sub-36_ses-1_ecephys+image.nwb	sub-4/sub-4_ses-1_ecephys+image.nwb	sub-5/sub-5_ses-1_ecephys+image.nwb	sub-5/sub-5_ses-2_ecephys+image.nwb	sub-6/sub-6_ses-1_ecephys+image.nwb	sub-7/sub-7_ses-1_ecephys+image.nwb	sub-8/sub-8_ses-1_ecephys+image.nwb	sub-9/sub-9_ses-1_ecephys+image.nwb
2025-03-31	793836	0	0	0	139821320	0	0	0	0	0	0	0	0	0	0	101361088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	4961697548	702033471	519312053	679215592	0	0	0	399996163	764330764	0	0	360908172	1288392806	0	0	0	0	0	0	0	0	0	0	419905428	0	336619435	0	0	911657621	332303479	0	0	0	371727141	0	0	0	0	733139857	0	0	1231469963	0	596877902
2025-04-14	2312106852	690528032	1355362577	679215592	518882687	405388453	549568265	399996163	0	893755892	1869902940	721816344	1288392806	1862104994	721549137	175716236	555029396	436016274	315553276	589675696	342656831	525028906	241194650	1425406900	304329197	336619435	700556128	0	1823315242	664606958	350687691	580502314	386135900	371727141	314647556	214410772	191157433	1089769996	733139857	0	410731799	1231469963	475457152	596877902
2025-04-28	20176464	690528032	0	679215592	518882687	0	549568265	0	0	0	1019994792	360908172	0	0	721549137	219922064	555029396	0	315553276	294837848	342656831	262514453	0	0	304329197	0	0	537327845	911657621	332303479	350687691	0	386135900	0	0	0	191157433	1089769996	733139857	509980528	0	1231469963	0	596877902
2025-05-05	5109624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821463598	0	0	0
2025-05-19	0	0	0	0	0	0	0	799992326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	1093103491	0	519312053	679215592	0	0	549568265	0	764160300	0	1019994792	0	0	0	0	219922064	555029396	436016274	315553276	0	0	262514453	0	419905428	304329197	0	0	0	0	0	350687691	290251157	0	0	0	0	191157433	1089769996	0	509980528	0	0	475457152	596877902
2025-06-30	0	0	519312053	0	0	0	0	0	82896292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	40792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	974211174	0	0	0	0	0	0	104857600	0	0	0	0	0	0	0	0	0	0	0	0	262144000	0	157286400	52428800	52428800	0	0	0	0	0	0	0
2025-07-28	1491666478	1171510296	204888141	1096287184	518882687	1125400618	339853065	295138563	262144000	893755892	1019994792	0	1153433600	931052497	1390669474	219922064	847914792	436016274	315553276	294837848	685389006	367778338	241194650	577191828	304329197	651192235	350278064	0	0	332303479	0	447537557	648279900	691025482	419430400	0	0	1089769996	733139857	600680420	305874199	549895563	1055771904	1036557092
2025-08-04	1386998790	690528032	314572800	1096436744	0	0	339964825	590337534	0	150791252	879943268	125083444	0	511919057	537555809	0	0	0	105838076	0	0	0	0	0	147042797	0	350278064	0	0	175084231	0	262144000	0	0	0	87836720	0	0	0	0	0	0	0	0
2025-08-11	11522839	0	25374006	23741416	172382974	0	24627344	37521926	471077780	584112744	4127004	229036128	43784708	524288000	21195145	489691596	16743600	353919552	0	157286400	27207887	109312144	285929286	304442872	0	43976706	269673844	395566778	771032122	39147758	24369895	0	21876660	0	49207676	112011804	20047033	35749132	49010558	0	20178199	518216953	45538460	31006814
2025-08-18	471859200	0	0	0	0	0	0	0	0	579443188	600893640	308591612	0	0	0	0	0	436196162	104857600	0	0	0	0	0	0	0	0	0	387369621	0	141105867	0	0	209715200	0	0	0	0	0	352694128	305978535	0	0	0
2025-08-25	314572800	0	0	367001600	0	143295365	497139465	157286400	0	0	0	0	0	0	838860800	0	0	0	0	0	0	262956570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576716800	0	0
2025-09-01	0	367001600	0	0	0	0	0	209715200	0	0	6812832	0	0	0	0	0	502765932	0	0	0	0	0	398481050	0	0	0	0	104857600	0	227445879	0	0	0	0	0	0	0	0	575853457	0	201016599	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	816533606	0	0	0	0	0	158266876	0	552447375	0	0	314572800	147107269	0	0	380041445	0	0	52428800	265929514	281427920	157286400	0	0	0	973888384	680872665	314572800	0	0	0	544449102
2025-09-22	42822525	0	49289038	34839788	29749885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	1491666478	690528032	0	0	0	810776906	0	399996163	0	0	0	721816344	1288392806	1862104994	0	219922064	0	0	0	0	0	0	0	0	0	673238870	0	1074655690	1823315242	332303479	0	0	386135900	0	314647556	280531200	0	1089769996	0	509980528	410731799	1231469963	475457152	596877902
2025-10-06	86712885	1398350176	1115724455	223926396	173872599	447182557	115541456	496526639	128617796	1889465456	1066401144	122879268	4049160830	0	95042503	549763512	75752472	564589566	946659828	589675696	772265538	620906142	383709842	500622780	608658394	1138568112	813520508	1204169661	986190730	773678221	434606196	580502314	1257440736	318529182	1084228800	373300736	310062378	2658521056	1616669202	1038515152	703567147	3879369117	112540808	1611923736
2025-10-13	128533083	0	214931230	140510776	203426055	0	169247024	214991974	98873508	91832336	214789812	178683840	148910268	0	138447817	223179676	83914524	153233902	0	0	93502676	182190304	222589496	207105276	0	115401264	123838708	112349545	97081519	105415828	164628037	0	124774668	116714956	136159128	185929568	109863256	129296604	140022318	0	141769722	230237250	80461188	180777796
2025-10-20	29399954	0	24760579	27999436	69852246	0	44472604	48265238	23652044	50968560	8450532	27903660	52890320	0	30418878	78672676	59244456	18633874	0	0	61971261	39298181	49404796	27058636	0	31257735	68499216	74616272	52143795	62848641	44612786	0	60520356	50168978	48749120	48415516	68919171	32757844	24013969	0	73505181	66787751	110404040	64917510
2025-10-27	1546560657	690528032	568708252	733735300	1082229702	405388453	598757445	450030117	802162252	942611644	1089080256	768518052	1338990346	931052497	752230047	743024428	1154524888	494079660	0	294837848	726758852	308618847	42919504	867459064	608658394	721342580	402407664	1118088824	1833731014	698854629	770620095	580502314	47945832	435582216	702680824	342836964	432824704	34801188	1490621223	509980528	875576676	1305355980	1045986036	649982442
2025-11-03	208586199	0	296312059	145947940	178424644	0	279220300	164342773	181435524	151449064	254697528	131984880	190061974	0	149371801	232940368	190507428	224267872	0	0	211461903	211007205	164793794	301324940	0	207819639	285133224	136064106	162981994	309081086	246975269	0	188373900	255818423	246824476	189862600	244884754	124018176	213860408	0	200337344	185529594	152076444	263841022
2025-11-10	405249230	1157775688	116323659	1052262004	393706652	21690316	1290259562	500850167	882293160	70630348	2225352960	485291376	1851210952	0	1563361357	524020084	1199148448	207890872	315553276	589675696	799014869	426434644	624445936	108889624	608658394	433154395	487342004	1188840124	1531104303	196865439	885721327	290251157	888530428	876934211	187659584	290490756	410951038	2465594296	1751910984	1125708888	1055601221	2670445900	668984804	160841834
2025-11-17	364784586	690528032	135706481	737927812	617228796	0	77550480	129990906	831648164	94051332	1152990588	103488900	97068076	931052497	61391267	288179576	643529480	496503456	0	294837848	463039854	387005447	355601028	478542752	304329197	436691827	487604036	587705492	965635640	437129735	480922190	290251157	502787576	446653068	432393352	221372160	312355158	1136200776	850065318	509980528	520923195	118745742	78646840	690312922
2025-11-24	59323972	0	144288029	74330644	114983024	0	114489664	125143314	69584120	97196828	137450340	61045212	56427752	0	39606550	62099760	43051368	50369348	0	0	132589578	76952043	32432342	69056928	0	131078514	102228452	44088214	25154881	120011099	86014761	0	94709508	103215233	73123680	112621012	75273447	55953156	99920848	0	62039546	117826281	103873208	97562024
2025-12-01	52380124	0	61604542	83501764	120067696	0	77157432	107037431	76462460	86084184	76815408	111546384	56362244	0	72448524	142803184	54488820	121730858	0	0	22818851	108055105	133016532	54248288	0	75889521	112767856	97741261	115816616	86549524	113595467	0	86720544	133081806	98087812	112817536	117005213	82478256	115942841	0	72981117	57591679	42018644	97889564
2025-12-08	806283985	0	90216907	468897672	610763310	0	671067285	507623166	88785276	942628196	108810000	426145896	102439732	931052497	64014544	59611064	63109428	64876218	0	0	425547211	128355966	86035532	470288744	304329197	116132271	475492440	47953186	974741252	447008430	77957277	290251157	194340696	419734355	165463912	197000632	68526123	86707080	89243044	0	467661721	219805852	553797504	98741168
2025-12-15	1629770298	2071584096	660385578	770316284	694363800	409515457	75326872	533327977	1973223364	97188552	2155599072	798389700	3530086032	1871145098	114049761	342681016	124804128	609950704	16966572	63501892	477844662	660662879	434692712	601258396	319265021	476738053	1168063976	1150384933	987973677	466713325	147660546	14477268	118488912	836787957	176124592	391282692	655591287	1156887072	1560528833	528060736	938009270	3427267567	1014534148	1281863146
2025-12-22	0	0	373158904	64394364	80406988	483109613	863318690	0	0	893755892	1615316304	0	1288392806	1476312017	496279049	0	555029396	714926036	421446304	294837848	342656831	262514453	0	0	304329197	0	0	537327845	0	0	350687691	0	0	371727141	314647556	140265600	191157433	1089769996	733139857	0	0	1260238727	475457152	596877902
2025-12-29	0	361758720	0	0	0	0	0	0	0	0	0	256162812	0	602931200	0	0	0	0	0	0	0	0	0	0	141557760	0	0	0	0	0	204020427	0	0	0	0	83886080	0	0	0	137736048	0	0	225443840	0
2026-01-05	93368425	0	478131802	118669092	433206620	0	106632368	142306410	92777608	102117092	793004624	141808332	109383580	0	95200009	145162080	394694804	170557616	0	0	96385028	276380903	94224032	183977120	0	127923711	361616768	102457837	124136132	221941990	159059857	178257920	584070956	168451051	130257824	81303084	130827401	80553332	160040299	0	101609848	118921213	189574944	138919102
2026-01-12	0	0	1232037622	0	0	0	1628068555	0	1528661528	0	1443939784	0	1315838778	3714615108	371180672	429591040	0	872392324	315608228	884513544	0	0	471996932	0	304329197	357657751	0	0	1823752410	0	0	0	1137436180	0	639780872	259559680	1317216015	0	0	520466288	0	3287042610	298844160	0
2026-01-19	482108569	0	53523203	59367300	932386313	0	64776420	73183953	513547124	16238820	2086981028	65761788	67838826	0	39131442	27774784	25233192	293427446	0	167772160	50026738	45776854	79478850	268089844	0	409821669	424040724	45398374	570463656	67696233	68982681	0	26003664	26394649	182776836	328088544	259552540	20043812	28140973	0	292533210	69539087	1445654344	49894648
2026-01-26	521194524	417898272	53630364	836076912	356349920	417611818	42642044	462616613	62836796	1182465568	37156380	311303184	610878518	0	51122363	334742140	75988056	114787010	205452796	0	250742597	232720558	241878796	227408576	0	43714674	255207668	380393683	559257394	580477161	277844037	106750357	95171076	529573680	82294800	96765524	61253150	43062312	533163311	230686720	105474820	102231478	90639416	730165654
2026-02-02	27172682	0	49241328	43552352	54733385	0	273124096	56282889	58971824	57061916	46013304	34192428	48370268	0	432803652	46247432	263688880	44539136	0	0	194914539	26917169	150721886	31382164	141557760	24182871	28488596	288870474	28888646	39147758	85360600	0	212271408	52527266	53203664	8254008	8319516	1000155716	463779662	0	248633167	813137084	25160860	32710022
2026-02-09	27172682	0	29107962	27016816	28952419	0	4127004	23084491	33874948	20848096	73540008	79843260	92023960	0	18362449	45592352	29360196	22826386	0	0	45375670	41322310	55824580	8385024	0	32240355	64241196	39437146	53846812	23700883	53259842	0	43753320	28163365	48749120	32494520	53523206	40531216	59464371	0	49265486	49534195	29331144	37557614
2026-02-16	26129042	6232236	56499406	16277992	28597810	0	40423748	4843804	29122312	11603192	48895656	18994572	24381658	0	17477741	22730668	4192512	22826386	0	0	4192512	47349046	4127004	8647056	0	19793835	44465164	15395045	20896861	0	24762943	0	39364284	19778341	24636592	28564040	199542457	16477184	43966442	0	4192512	24679362	8603776	20263502
2026-02-23	43412097	597798464	44989365	746509360	48826295	687384906	58556824	441841617	29682436	914392024	28574832	27903660	1369857296	0	21260653	302963436	58851408	45783788	319680280	19177048	50288770	366508062	57859816	489944976	304329197	52361730	52588156	608472193	944738779	395152120	358941699	290251157	21680136	413254138	367785712	209120312	288901709	24825896	805574812	540311380	443356518	1317258933	549648272	641662926
2026-03-02	879345770	1720060120	539689653	464258224	0	425240906	74675456	0	0	20758872	8450532	0	1290947618	17462432	734490274	228569120	0	454650148	0	23435068	37121662	262514453	260590900	4127004	24717865	0	374705164	0	4913100	664606958	29282995	24676901	0	371727141	314647556	52342208	195284437	4127004	0	509980528	40356398	1231579926	218752	24652538
2026-03-09	1313021015	668195828	866738050	1409196920	973054827	481963721	573213069	429409255	764160300	0	1019994792	360908172	1288392806	931052497	0	219922064	555029396	0	315553276	0	342656831	262514453	0	419905428	304329197	0	350278064	557308450	0	332303479	350687691	290251157	407619512	371727141	314647556	0	4258020	784257792	22727692	509980528	410731799	345283508	475457152	17414376
2026-03-16	31889258	690528032	36093463	740641160	77778714	405388453	69034440	102582887	29944468	34320140	96677676	27248580	71245242	12708552	790309704	37796900	601198700	519722890	0	311607896	383905497	303574731	303706928	443950696	304329197	357330382	61358844	572441463	925938174	340622995	404733629	290251157	451503848	28883953	345048852	68398008	68524538	28637956	777237315	520068760	464582845	18017049	100809596	53104540
2026-03-23	5663004	0	0	2355200	431487	0	24299804	23084491	12646700	12570372	0	23514624	24774706	0	13576708	0	16743600	18633874	0	0	18560831	1179144	0	0	2882352	0	7926468	0	4192512	7991976	0	3537432	0	4127004	10350264	4127004	0	4454544	55878324	8516040	20178199	12600938	40755200	20263502
2026-03-30	62625648	1381056064	0	131324896	0	0	549568265	399996163	0	893755892	584036672	360908172	1288904806	0	1443098274	233940776	555029396	872032548	0	294837848	0	201850656	0	419905428	304329197	336619435	0	0	911657621	733259342	708712278	290251157	386135900	371727141	629295112	339845584	191157433	0	733139857	6878340	0	8254008	950914304	0
2026-04-06	0	0	0	679215592	0	0	8974596	416766211	0	0	2039989584	0	1288392806	931052497	0	0	555029396	0	0	0	0	0	0	419905428	0	0	0	0	911657621	0	0	0	386135900	0	323622152	1113636	191157433	0	0	0	411648911	0	6878340	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314647556	0	0	0	0	0	410731799	0	0	0
