region	bytes_sent
US/California	181039389334
GCP/us-east1	117235217380
GCP/us-east4	93788173904
GCP/us-central1	93788173904
CN/Shanghai	65961400655
CN/Beijing	65094867444
MO/São Francisco Xavier	46914263416
IR/Fars	31890336105
VPN	29263439294
US/Washington	24537797511
US/Connecticut	24247156618
IN/Tamil Nadu	23700681676
GCP/us-west1	23447043476
ES/Catalonia	23447043476
GCP/us-west4	23447043476
GCP/asia-east1	23447043476
US/Nevada	23447043476
CN/Hunan	18626875969
GitHub	16246661504
CA/Ontario	10891644315
AR/Rio Negro	5725057128
CN/Zhejiang	1843540764
CO/Bogota D.C.	1381394928
GB/England	1157261736
US/New York	802820003
JP/Tokyo	763841511
US/New Hampshire	746023151
AWS/us-east-1	462355464
AWS/us-east-2	430888635
US/Texas	290874106
AWS/eu-central-1	244996948
ES/Madrid	242049088
HK/Hong Kong	149292732
US/Rhode Island	131009047
AWS/ap-southeast-1	121582848
US/Pennsylvania	91823102
PT/Lisbon	79332443
JP/Osaka	53520036
IR/East Azerbaijan	48148380
US/Arizona	35734280
