week_start	Neurophysiology	Video	Miscellaneous
2026-05-11	1011584684	14555045890	5494
2026-05-18	88223248	40811484	381
2026-05-25	52446948	0	0
2026-06-01	39490284	0	134
2026-06-08	21690392	0	388
2026-06-15	20518368	0	127
2026-06-22	144933896	568941162	254
2026-06-29	40296964	0	127
