date	bytes_sent	number_of_requests	number_of_downloads
2023-10-30	105329192	<50	<50
2023-10-31	262875442	<50	<50
2023-11-02	15259160459	1820	<50
2023-11-03	36143331	<50	<50
2023-12-11	15232760735	<50	<50
2023-12-12	23165855	<50	<50
2023-12-21	164833738	80	<50
2023-12-29	545257183	<50	<50
2024-01-10	15338089927	<50	<50
2024-01-11	260624	440	<50
2024-01-22	16384210	<50	<50
2024-01-26	5014967	<50	<50
2024-02-22	7795452	<50	<50
2024-02-27	48246871	<50	<50
2024-03-08	69497565	<50	<50
2024-03-12	15953271	<50	<50
2024-03-18	8253475	<50	<50
2024-03-19	19389302	<50	<50
2024-03-20	15524330	<50	<50
2024-03-21	20306414	<50	<50
2024-03-25	9039571	<50	<50
2024-03-26	14243486	<50	<50
2024-03-27	9658459	<50	<50
2024-04-03	119806460	<50	<50
2024-04-04	9199903	<50	<50
2024-04-17	15251168483	<50	<50
2024-04-19	153983539	720	<50
2024-05-03	5702736496	<50	<50
2024-05-25	33652355	<50	<50
2024-05-26	11529408	<50	<50
2024-07-09	7304407	<50	<50
2024-07-22	12053472	<50	<50
2024-07-23	11725932	<50	<50
2024-08-26	23165855	<50	<50
2024-08-30	45135012	<50	<50
2024-08-31	105329192	<50	<50
2024-09-04	105329192	<50	<50
2024-09-06	44938488	<50	<50
2024-09-07	128968620	<50	<50
2024-09-10	21128666458	1000	<50
2024-09-13	12680095	<50	<50
2024-09-14	190201425	<50	<50
2024-09-20	8024995	<50	<50
2024-09-25	23165855	<50	<50
2024-10-23	23165855	<50	<50
2024-10-31	15721920	<50	<50
2024-11-03	17945182375	<50	<50
2024-11-19	595553807	<50	<50
2024-12-03	105329192	<50	<50
2025-02-02	164482424	<50	<50
2025-02-10	34260684	<50	<50
2025-03-03	47168	<50	<50
2025-03-31	1441280232	240	<50
2025-04-01	532327514	100	<50
2025-04-02	137748064	<50	<50
2025-04-05	18096927	<50	<50
2025-04-11	519547751	60	<50
2025-04-27	15232760735	<50	<50
