week_start	Neurophysiology	Video
2023-10-30	15285412082	378096342
2023-12-11	15255926590	0
2023-12-18	164833738	0
2023-12-25	433639223	111617960
2024-01-08	15233021359	105329192
2024-01-22	21399177	0
2024-02-19	7795452	0
2024-02-26	48246871	0
2024-03-04	69497565	0
2024-03-11	15953271	0
2024-03-18	63473521	0
2024-03-25	32941516	0
2024-04-01	9199903	119806460
2024-04-15	15405152022	0
2024-04-29	5597407304	105329192
2024-05-20	45181763	0
2024-07-08	7304407	0
2024-07-22	12053472	11725932
2024-08-26	45307559	128322500
2024-09-02	0	279236300
2024-09-09	21331547978	0
2024-09-16	8024995	0
2024-09-23	23165855	0
2024-10-21	23165855	0
2024-10-28	17742384951	218519344
2024-11-18	595553807	0
2024-12-02	0	105329192
2025-01-27	164482424	0
2025-02-10	34260684	0
2025-03-03	47168	0
2025-03-31	1974666005	154786732
2025-04-07	519547751	0
2025-04-21	15232760735	0
2025-05-12	10485760	0
2025-06-23	419742	0
2025-07-14	419742	0
2025-08-04	0	105329192
2025-08-11	15243969813	0
2025-08-25	15232760735	0
2025-09-22	5604539	0
2025-09-29	0	6138112
2025-10-06	11471110	0
2025-10-13	14782869	0
2025-10-20	5932079	0
2025-10-27	3639299	0
2025-11-03	80494294	0
2025-11-10	63025597	0
2025-11-17	39493805	0
2025-11-24	37987121	0
2025-12-01	41197013	0
2025-12-08	32775630	0
2025-12-15	58265452	227166400
2025-12-22	15232760735	105329192
2026-01-05	51423471	0
2026-01-12	0	315987576
2026-01-19	22287140	0
2026-01-26	35068410	0
2026-02-02	15256227019	0
2026-02-09	22942220	0
2026-02-16	23383524	163840
2026-02-23	33601706	0
2026-03-02	5735555	65536
2026-03-09	90682112	26492120
2026-03-16	24128574	52302160
2026-03-23	16261470	0
2026-04-06	16286298	0
2026-04-13	0	60070836
2026-04-20	23073236	32557476
2026-05-04	15255986926	217602232
2026-05-11	248459227	0
2026-05-18	8647056	116596568
2026-05-25	5660005	0
2026-06-01	20342563	0
2026-06-08	4584494	0
2026-06-15	1793371892	111421436
