region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	3013232120	10518	407	316
CHN	514432382	91	89	2
VPN	2906742281	1567	483	77
AWS/us-east-1	664787132	138	138	0
AWS/ap-southeast-1	373091816	118	118	0
CAN/ON	295414564	50	50	0
USA/NC	266115876	48	48	0
USA	130905648	22	22	0
USA/MA	531510400	124	4	92
USA/UT	284382648	48	48	0
MEX/CMX	167153668	615	77	54
AWS/us-east-2	72985208	12	12	0
FRA/IDF	89337388	26	15	3
VNM/HN	22254664	4	4	0
USA/NH	9293205000	25421	993	760
USA/MD	50174352	54	10	5
USA/VT	804654680	2176	84	21
USA/CA	17973184	44	4	4
CHN/SH	12763352	2	2	0
BGD	28642828	7	7	0
VEN	5398752	1	1	0
KWT/KU	5044116	2	2	0
IDN/YO	16523272	3	3	0
ARG/R	11450880	2	2	0
GCP/us-central1	39109792	7	7	0
SGP	14889296	3	3	0
ARM/ER	4091808	1	1	0
ARE/AJ	917112	1	1	0
EGY/FYM	7364600	1	1	0
AWS/us-west-2	53081564	136	6	2
USA/WA	9343516	8	2	2
BRA/BA	917112	1	1	0
BRA/RS	14402944	2	2	0
USA/IL	12073944	63	2	2
IRQ/NI	7822540	2	2	0
EST/37	4091808	1	1	0
CHE/VD	5577748	22	2	1
VNM/SG	15907128	3	3	0
BRA/SP	11124520	2	2	0
BOL/C	3013368	1	1	0
VNM/26	5398752	1	1	0
NPL	5044116	1	1	0
BRA/PE	4520052	1	1	0
GBR/ENG	5725769	2	1	1
GTM/01	7364600	1	1	0
AZE/BA	14830200	3	3	0
MEX/MIC	5725744	1	1	0
UZB/TK	6288768	1	1	0
DZA/16	7038344	1	1	0
USA/CT	18577620	43	2	1
PAK/SD	5398752	1	1	0
BRA/SE	5725768	1	1	0
USA/NY	11451536	2	2	0
ZAF/GP	851604	1	1	0
MAR/04	5725768	1	1	0
PER/LMA	5725768	1	1	0
IRQ/AR	6904912	2	2	0
KGZ	5725768	1	1	0
BGD/C	2685828	1	1	0
BRA/MG	6052128	1	1	0
UKR/12	4091808	1	1	0
CHL/RM	4091808	1	1	0
KEN/30	5725744	1	1	0
VNM/13	5725744	1	1	0
MYS/08	5398752	1	1	0
VNM/DN	5398752	1	1	0
HND/CR	5398752	1	1	0
CHL/BI	5398752	1	1	0
IRQ/BG	2358288	1	1	0
VNM/HP	5725744	1	1	0
OMN/MA	11293948	2	2	0
TUN/11	2030748	1	1	0
SEN/DK	3340908	1	1	0
