region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	363769869	837	175	148
ITA/45	51968333	17	0	17
AWS/ap-southeast-1	61102873	29	29	0
AWS/us-east-1	282896910	106	89	17
CAN/QC	15247870	5	5	0
CHN	119761026	39	39	0
USA/VA	74536930	25	25	0
USA/MA	167494597	63	2	49
USA/IL	32176148	17	13	2
HKG/KKC	8923613	3	3	0
VPN	386422119	154	128	12
USA	15164771	5	5	0
USA/NV	51968333	17	17	0
MEX/CMX	46474470	123	41	41
AWS/us-east-2	12019346	4	3	1
USA/MD	67071475	61	20	16
CHE/VD	6520725	10	4	1
MAR/07	3154989	1	1	0
VNM/SG	3154989	1	1	0
MYS/08	3154989	1	1	0
IRQ/BG	1703208	1	1	0
SEN/DK	3154989	1	1	0
GCP/us-central1	20928042	7	7	0
ARG/X	2030748	1	1	0
BGD	2030748	1	1	0
NLD	18210320	6	6	0
USA/CA	13020049	10	4	3
CHN/SH	6198901	2	2	0
FRA/IDF	7657470	9	3	3
AWS/us-west-2	20544535	22	6	2
USA/WA	6730347	6	2	2
IRL/L	3158510	1	1	0
PAN/8	3158510	1	1	0
ESP/IB	3158510	1	1	0
SYR/DI	1768716	1	1	0
EST/37	2699969	1	1	0
IND/DL	1375668	1	1	0
THA	2699969	1	1	0
USA/NH	1582219062	1984	496	388
USA/VT	189980310	224	56	10
MAR/01	3154527	1	1	0
UZB/TK	3013368	1	1	0
MEX/VER	3103168	1	1	0
MYS/10	3103168	1	1	0
USA/NY	4414094	7	1	1
