region	bytes_sent
GCP/us-east1	91167947924
GCP/europe-west4	78404858830
US/California	73095990616
GCP/us-central1	70728440597
GCP/us-west1	69288014780
GCP/asia-southeast1	46653091634
CN/Shanghai	37857989221
KR/Seoul	29466349876
GCP/asia-east1	29173900960
GCP/us-west4	27869928847
GCP/us-east4	27050903908
US/Georgia	23749827020
US/New York	23708329714
US/Maryland	23706749986
US/Colorado	20943629444
VPN	19328885866
HK/Hong Kong	18077850986
TW/Taiwan	17415073575
GB/England	14670551600
GB/Scotland	12352197515
CN/Beijing	11313067900
DE/Baden-Wurttemberg	10977139272
AWS/us-east-1	10284732914
JP/Tokyo	9544860736
US/Indiana	9116844050
US/Pennsylvania	7343602542
CA/Quebec	7324744538
US/Massachusetts	7293967816
AWS/us-west-2	7293475240
US/Washington	7293475240
DE/Berlin	7292491128
US/North Carolina	7241775978
CN/Zhejiang	5997765914
US/Illinois	5652261371
AWS/us-east-2	5536600004
US/New Jersey	5499082058
CA/Ontario	5484402718
PT/Lisbon	5474540398
CH/Vaud	5470106430
US/Virginia	5470106430
AU/New South Wales	3871916916
IL/Central District	3719415437
IL/Haifa	3689992088
CN/Guangdong	3679222329
US/Florida	3646737620
FR/Provence-Alpes-Côte d'Azur	3646737620
US/Tennessee	3646737620
CH/Geneva	3646737620
HU/Budapest	2913259491
HK/Sham Shui Po	2429035714
AWS/ap-southeast-1	2004495578
US/Connecticut	1838234346
DE/Bavaria	1823861386
BE/Flanders	1823861386
SG/Singapore	1823861386
CH/Zurich	1823861386
AWS/ap-southeast-2	1823368810
IN/West Bengal	1823368810
US/Michigan	1823368810
JP/Chiba	1823368810
IN/Karnataka	1823368810
US/Texas	1823368810
AU/Victoria	1823368810
AU/Queensland	1823368810
US/West Virginia	1823368810
US/Wisconsin	1823368810
JP/Osaka	1823368810
US/Iowa	1823368810
IT/Lazio	1823368810
TR/Ankara	1823368810
NL/Gelderland	1823368810
NL/North Holland	1823368810
IT/Trentino-Alto Adige	1823368810
AT/Vienna	1823368810
FR/Auvergne-Rhône-Alpes	1823368810
DE/Lower Saxony	1823368810
CA/British Columbia	801097992
FR/Île-de-France	748511952
TR/Istanbul	227103852
BE/Wallonia	190256972
US/Oregon	188664236
GitHub	160104988
CN/Hubei	18211764
US/Rhode Island	1477728
SE/Stockholm	492576
VN/Ho Chi Minh	492576
VN/Kiên Giang Province	492576
