region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	480880399	689	689	0
USA/MA	201063435	296	4	280
AWS/us-east-1	425915660	611	611	0
VPN	1137351177	1677	1622	19
AWS/ap-southeast-1	258666825	371	371	0
GitHub	2241427719	8882	2196	1836
NLD	44654959	64	64	0
USA/NV	134723619	193	193	0
USA	72566834	104	104	0
USA/IL	80017652	118	114	2
USA/CA	352217037	1173	389	389
AWS/us-east-2	23684033	34	33	1
USA/VA	27615507	40	40	0
CAN/QC	29087728	42	42	0
PRY/10	696870	1	1	0
TUN/21	696870	1	1	0
GCP/us-east1	4837925	7	7	0
GCP/us-west1	702839	1	1	0
JOR	702839	1	1	0
DEU/HH	702839	1	1	0
MEX/CMX	42148198	141	47	47
IDN/SU	680192	1	1	0
VNM/68	1417576	2	2	0
SYR	714742	1	1	0
VNM/HN	11252512	16	16	0
VNM/DN	2821401	4	4	0
IRQ	701670	1	1	0
BOL/L	701670	1	1	0
VNM/SG	11019672	16	16	0
BGD/E	701670	1	1	0
MEX/AGU	707311	1	1	0
MAR/07	707311	1	1	0
KEN/30	707311	1	1	0
AWS/us-west-2	5924963	22	6	2
USA/WA	1853883	6	2	2
MAR/06	1339674	2	2	0
PHL/00	687253	1	1	0
ECU/G	687253	1	1	0
LBN	687253	1	1	0
BRA/SP	687253	1	1	0
BGD	5548578	8	8	0
USA/MD	9085236	30	10	10
DZA/16	2057180	3	3	0
BGD/C	1382873	2	2	0
CHL/RM	2806402	4	4	0
ARE/DU	684596	1	1	0
HKG	2075869	3	3	0
SGP	1398187	2	2	0
ETH/AA	702997	1	1	0
UKR/12	702997	1	1	0
USA/GA	702204	1	1	0
USA/NY	5272363	28	4	4
CHN/SH	1408805	2	2	0
GCP/us-central1	3521719	5	5	0
BRA/RJ	1406745	2	2	0
IND/UP	702124	1	1	0
MYS/14	702124	1	1	0
IND/MH	663029	1	1	0
TUR/35	703394	1	1	0
CIV/AB	706509	1	1	0
IDN/YO	1366944	2	2	0
TUN/14	662725	1	1	0
IND/TN	662725	1	1	0
VNM/CT	1343198	2	2	0
PAN/8	1424518	2	2	0
TWN/TNN	709982	1	1	0
RUS/VGG	709982	1	1	0
ZAF/GP	698233	1	1	0
USA/TX	1399095	2	2	0
SEN/DK	698233	1	1	0
UKR/23	698233	1	1	0
RUS/SVE	714536	1	1	0
PER/ANC	714536	1	1	0
ARG/W	714536	1	1	0
KAZ/15	714536	1	1	0
BGR	663204	1	1	0
FRA/ARA	663204	1	1	0
VNM/52	716879	1	1	0
VNM/63	1406479	2	2	0
ARG/N	703373	1	1	0
GAB/1	714534	1	1	0
IRQ/BG	1429681	2	2	0
BRA/PR	714534	1	1	0
PAK	706787	1	1	0
BRA/PE	706787	1	1	0
NPL/P2	1397680	2	2	0
IDN/JI	701419	1	1	0
VNM/21	713164	1	1	0
MAR/05	713164	1	1	0
MEX/GRO	713164	1	1	0
VNM/20	715147	1	1	0
MAR/09	715147	1	1	0
VNM/22	1416284	2	2	0
ARG/J	706677	1	1	0
FRA/IDF	2726601	9	3	3
COL/DC	681503	1	1	0
BOL/S	681503	1	1	0
EGY/GZ	681503	1	1	0
PAK/PB	2061703	3	3	0
DOM/32	680016	1	1	0
ETH/AM	680016	1	1	0
MEX	676054	1	1	0
VNM/56	1380214	2	2	0
VNM/37	714030	1	1	0
PER/LMA	704621	1	1	0
VNM	701227	1	1	0
ARG/B	1414903	2	2	0
JOR/AM	700184	1	1	0
EST/37	695592	1	1	0
CHE/VD	2005584	8	2	1
USA/NH	992124	4	1	1
NPL/P3	700862	1	1	0
TUR/16	703399	1	1	0
BRA/ES	703399	1	1	0
VNM/39	701992	1	1	0
VNM/HP	703720	1	1	0
DEU/NW	701095	1	1	0
BRA/PB	701095	1	1	0
OMN/MA	1415195	2	2	0
UZB/TK	704160	1	1	0
