region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	374502379145	44744	86	86
VPN	11230563685	39018	108	92
AWS/ap-southeast-1	593961036	117	117	0
USA/TN	83831424543	29909	496	252
GH-actions	429264609072	118583	677	438
USA/WA	173927271491	80802	1356	486
USA/CA	8717193088	5282	88	65
USA/IL	1999132712	579	301	2
USA/VA	8470391558	1233	20	7
CHN/SH	29070688501	5481	72	67
GCP/us-west1	70137036630	164394	383	206
GCP/us-east1	38242203115	41266	94	92
USA/MD	29274263144	10848	120	86
AWS/us-west-2	13123890549	431	5	1
USA/NH	10678671557	44887	133	133
JPN/13	58783224222	11141	10	16
USA/MA	275356410879	5050	41	86
GCP/asia-southeast1	18846662262	15190	90	46
USA/GA	14699215503	2732	15	3
GCP/us-west3	150681797	612	51	1
ECU/P	631438821	862	18	15
MEX/CMX	1235269725	6485	70	49
DEU/BE	244420400	866	23	23
GCP/us-west4	4082771351	839	5	2
GCP/us-east4	689923238	732	2	2
GCP/asia-east1	95599173	270	1	1
GCP/us-central1	17300247931	6595	17	10
CHE/VD	4906224	24	2	2
CAN/BC	451010824	1366	13	6
SGP	7899952	34	3	3
DNK/84	10979306	168	0	1
KOR/30	36886395160	14	14	0
KOR/41	715643784	3089	25	8
GCP/europe-west4	205047782	544	2	1
IND/TN	10247243422	3	3	0
ZAF/GP	917112	1	1	0
DEU/NI	10081114076	281	4	1
VNM/66	11987964	1	1	0
PAK/PB	5502672	1	1	0
VNM/21	7140372	1	1	0
BRA/RJ	9236628	1	1	0
MYS/14	1048128	1	1	0
CHN/GD	9367644	1	1	0
DEU/NW	78220136	415	3	3
CHN	28430472	3	3	0
USA/NY	164424408	13	0	1
CHN/HB	36586704	11	0	1
FRA/IDF	3922904	17	3	3
