region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	442024538787	52846	192	193
AWS/ap-southeast-1	518856850	199	199	0
USA/MA	398849008336	69100	64446	135
GCP/us-central1	64883329117	37	34	3
VPN	90009608	25	25	0
AWS/us-east-2	652269736	7	7	0
USA/TX	29339188911	67	44	6
GBR/ENG	1389428326	2832	2828	1
USA/CA	33	1	1	0
CAN/ON	1470714674	1353	1302	3
FRA/IDF	45905285	333	333	0
CAN	269300069	357	357	0
USA/CO	11795558	4	0	1
ZAF/GP	404	1	1	0
VNM/SG	404	1	1	0
USA/GA	404	1	1	0
USA/TN	1212	3	3	0
USA/IL	808	2	2	0
