region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/IL	68652563899	7594	73	117
USA/NH	95113529390	164215	2168	1957
VPN	2449997313405	61664	384	298
NLD	1488448462715	69420	1	19
USA/MA	4032260177390	175926	229	207
CHN	2969591767447	138324	44	42
GH-actions	2619400425027	519891	446	545
HUN/BU	15603094677	3050	5	25
AWS/us-east-1	1379662595480	191017	129	204
USA/VT	2016931448	9373	126	73
DEU/NW	121333373547	9813	10	5
USA	2046811264551	86812	56	15
CAN/AB	33812480582	13863	69	18
GCP/us-east4	395928069639	83359	268	87
USA/MD	488679532706	16182	142	102
GCP/asia-southeast1	271111003492	94113	236	104
AUT	26483772303	5275	0	5
USA/CA	2061059606466	260418	500	202
ESP/CT	27567400199	46174	80	38
BRA/SC	2997199433	651	0	1
GCP/us-west4	256409263693	151057	160	87
USA/WA	216875937843	67199	284	92
AWS/us-east-2	283175780965	36027	50	43
CAN/QC	392027603837	822	15	31
USA/TX	1845349430325	88698	36	154
KOR	1816710327520	263	28	1
USA/VA	282327386392	43063	42	111
AUT/6	17340056392	242	3	1
KOR/30	1428681529277	38	25	6
CHE/ZH	166054616	1	1	0
GCP/us-central1	269085520576	171680	344	172
ITA	124132127570	25288	24	48
CHN/BJ	2265556260060	615	78	24
USA/NY	146710967273	24001	498	43
AWS/us-west-2	180569789686	53023	107	64
GBR/ENG	1577806193516	61663	141	67
GCP/us-west1	768338805969	202765	288	185
AWS/ap-southeast-1	380994528	64	64	0
TWN/NWT	1352694719217	22	20	2
USA/GA	4225645220	3949	14	41
JPN/13	79284379299	19865	65	42
MEX/CMX	3160579060	7983	86	59
CHE/AG	1556520248	537	0	1
USA/FL	399787576502	25362	368	141
USA/CO	10530124164	15045	34	17
GCP/us-east5	1140218162743	67	48	6
GCP/europe-west4	548435984788	125837	251	90
USA/MS	1113636	1	1	0
GRC/I	9723077485	12768	17	17
ROU/B	1048128	1	1	0
DZA/16	59014062673	72915	279	124
USA/OH	21573865721	27658	47	32
GCP/us-west3	179488134380	69718	297	88
AUS/NSW	67509427439	165	3	1
ITA/25	16932906823	1338	1	2
VNM/HN	33016032	5	5	0
USA/NJ	142303506127	34407	59	57
THA/83	12220045551	15305	28	16
ZAF/WC	28233948	1	1	0
CRI/SJ	8974596	1	1	0
BIH/BIH	36553464	1	1	0
IRQ	17752668	1	1	0
CAN	49915349770	4854	3	22
RUS/MOW	18542775127	2831	1	1
ISR/M	85723307433	701	20	3
GCP/us-east1	382564345827	146182	275	127
GCP/asia-east1	21351692660	26316	64	49
IND/DL	1155643294	1911	58	18
RUS	18498806503	2750	1	2
