region	bytes_sent
US/Texas	1804605525271
US/California	1419923876266
TW/Taiwan	1352694719217
AWS/us-east-1	1347872715373
CA/Ontario	591682801830
CN/Shanghai	348689765316
AWS/us-east-2	251377492795
CN/Beijing	194934257437
CN/Tianjin	172082677625
US/Virginia	165280161980
US/Washington	159829295103
US/Maryland	153006561002
CA/Quebec	144918443582
VPN	139005229189
US/New York	83441308133
KR/Seoul	80918495800
GCP/us-east1	70533398281
DE/Bavaria	54927984224
GitHub	25210356933
AT/Salzburg	24712128112
HU/Budapest	15648316024
ES/Madrid	15143671727
DE/North Rhine-Westphalia	12954340368
US/Pennsylvania	8102801534
BR/Santa Catarina	2997199433
US/Georgia	2494269137
GCP/us-central1	1583762620
MX/Mexico City	1539741244
US/Indiana	570738313
US/Rhode Island	332881314
US/Wisconsin	308558105
RU/Moscow	262558376
CH/Zurich	166054616
DE/Baden-Wurttemberg	124894218
US/Massachusetts	86474060
AWS/ap-southeast-1	74024040
US/Connecticut	67697392
KR/Jeollanam-do	51688612
PT/Lisbon	31907584
US/Missouri	28692504
US/Hawaii	26858280
IN/Karnataka	24631008
NG/Lagos	19914432
US/District of Columbia	19777412
AWS/ca-central-1	13036092
