region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MI	10702424	7	1	1
VPN	1242022709	199	59	19
CHN	149260572	23	1	4
MEX/CMX	25435756	66	14	11
GitHub	123821662	174	16	16
USA/MD	96786796	66	11	6
CHL/RM	85462038	4	4	0
GCP/us-central1	105676214	5	5	0
USA/MA	517473498	91	1	12
AWS/us-east-1	99087702	16	6	3
USA/NJ	15937300	1	1	0
USA/VA	10240	6	0	1
USA	30461220	3	3	0
USA/NC	15937300	1	1	0
CAN/ON	73801614	3	3	0
EST/37	15937300	1	1	0
CHN/SH	43584358	2	2	0
CHE/VD	6381204	11	1	1
USA/CA	13777720	17	4	3
USA/IL	7210368	11	2	2
FRA/IDF	8520528	12	3	3
SGP	15937300	1	1	0
AWS/us-west-2	17221804	32	6	2
USA/WA	2252100	8	2	2
BGD/C	9957216	1	1	0
ZAF/GP	7533420	1	1	0
