week_start	sub-10F-0/sub-10F-0_ses-20240928T165427_ecephys.nwb	sub-10F-1/sub-10F-1_ses-20240928T165018_ecephys.nwb	sub-10F-2/sub-10F-2_ses-20240928T165008_ecephys.nwb	sub-10F-3/sub-10F-3_ses-20240928T165423_ecephys.nwb	sub-10F-4/sub-10F-4_ses-20240928T165229_ecephys.nwb	sub-10F-5/sub-10F-5_ses-20240928T165424_ecephys.nwb	sub-10F-6/sub-10F-6_ses-20240928T165427_ecephys.nwb	sub-10F-7/sub-10F-7_ses-20240928T165426_ecephys.nwb	sub-10F-8/sub-10F-8_ses-20240928T165425_ecephys.nwb	sub-11G-0/sub-11G-0_ses-20240928T192015_ecephys.nwb	sub-11G-1/sub-11G-1_ses-20240928T165430_ecephys.nwb	sub-11G-2/sub-11G-2_ses-20240928T165427_ecephys.nwb	sub-11G-3/sub-11G-3_ses-20240928T165427_ecephys.nwb	sub-11G-4/sub-11G-4_ses-20240928T165426_ecephys.nwb	sub-12G-0/sub-12G-0_ses-20240928T165425_ecephys.nwb	sub-12G-1/sub-12G-1_ses-20240928T165245_ecephys.nwb	sub-12G-2/sub-12G-2_ses-20240928T165429_ecephys.nwb	sub-12G-3/sub-12G-3_ses-20240928T165243_ecephys.nwb	sub-1A-0/sub-1A-0_ses-20240928T165245_ecephys.nwb	sub-2B-0/sub-2B-0_ses-20240928T165049_ecephys.nwb	sub-2B-1/sub-2B-1_ses-20240928T165427_ecephys.nwb	sub-2B-2/sub-2B-2_ses-20240928T165424_ecephys.nwb	sub-3C-0/sub-3C-0_ses-20240928T165422_ecephys.nwb	sub-3C-1/sub-3C-1_ses-20240928T165241_ecephys.nwb	sub-3C-2/sub-3C-2_ses-20240928T192008_ecephys.nwb	sub-3C-3/sub-3C-3_ses-20240928T165421_ecephys.nwb	sub-3C-4/sub-3C-4_ses-20240928T165422_ecephys.nwb	sub-3C-5/sub-3C-5_ses-20240928T165422_ecephys.nwb	sub-3C-6/sub-3C-6_ses-20240928T165423_ecephys.nwb	sub-3C-7/sub-3C-7_ses-20240928T165425_ecephys.nwb	sub-4C-0/sub-4C-0_ses-20240928T165242_ecephys.nwb	sub-4C-1/sub-4C-1_ses-20240928T165426_ecephys.nwb	sub-4C-2/sub-4C-2_ses-20240928T164959_ecephys.nwb	sub-4C-3/sub-4C-3_ses-20240928T165423_ecephys.nwb	sub-4C-4/sub-4C-4_ses-20240928T165427_ecephys.nwb	sub-4C-5/sub-4C-5_ses-20240928T192016_ecephys.nwb	sub-5C-0/sub-5C-0_ses-20240928T165424_ecephys.nwb	sub-5C-1/sub-5C-1_ses-20240928T165106_ecephys.nwb	sub-5C-2/sub-5C-2_ses-20240928T165241_ecephys.nwb	sub-5C-3/sub-5C-3_ses-20240928T165243_ecephys.nwb	sub-5C-4/sub-5C-4_ses-20240928T165050_ecephys.nwb	sub-5C-5/sub-5C-5_ses-20240928T165426_ecephys.nwb	sub-6C-0/sub-6C-0_ses-20240928T165425_ecephys.nwb	sub-6C-1/sub-6C-1_ses-20240928T165420_ecephys.nwb	sub-6C-2/sub-6C-2_ses-20240928T165241_ecephys.nwb	sub-6C-3/sub-6C-3_ses-20240928T165422_ecephys.nwb	sub-6C-4/sub-6C-4_ses-20240928T192014_ecephys.nwb	sub-7D-0/sub-7D-0_ses-20240928T165425_ecephys.nwb	sub-7D-1/sub-7D-1_ses-20240928T165425_ecephys.nwb	sub-7D-2/sub-7D-2_ses-20240928T165426_ecephys.nwb	sub-7D-3/sub-7D-3_ses-20240928T165424_ecephys.nwb	sub-7D-4/sub-7D-4_ses-20240928T165241_ecephys.nwb	sub-7D-5/sub-7D-5_ses-20240928T165048_ecephys.nwb	sub-7D-6/sub-7D-6_ses-20240928T165421_ecephys.nwb	sub-7D-7/sub-7D-7_ses-20240928T165241_ecephys.nwb	sub-8D-0/sub-8D-0_ses-20240928T165424_ecephys.nwb	sub-8D-1/sub-8D-1_ses-20240928T165423_ecephys.nwb	sub-8D-2/sub-8D-2_ses-20240928T165045_ecephys.nwb	sub-8D-3/sub-8D-3_ses-20240928T165422_ecephys.nwb	sub-8D-4/sub-8D-4_ses-20240928T165242_ecephys.nwb	sub-9E-0/sub-9E-0_ses-20240928T165047_ecephys.nwb	sub-9E-1/sub-9E-1_ses-20240928T165422_ecephys.nwb	sub-9E-2/sub-9E-2_ses-20240928T165423_ecephys.nwb	sub-9E-3/sub-9E-3_ses-20240928T165423_ecephys.nwb	sub-9E-4/sub-9E-4_ses-20240928T165422_ecephys.nwb	sub-9E-5/sub-9E-5_ses-20240928T165423_ecephys.nwb	sub-9E-6/sub-9E-6_ses-20240928T165422_ecephys.nwb	sub-9E-7/sub-9E-7_ses-20240928T165425_ecephys.nwb	sub-9E-8/sub-9E-8_ses-20240928T165424_ecephys.nwb
2025-03-31	96274811	0	35940814	0	0	0	0	0	0	2284244655	0	0	0	0	0	0	0	0	0	0	0	0	2084445092	0	0	0	0	0	0	0	1938076941	0	0	0	0	0	2531735881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102388627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	3779863088	1768928157	0	5251554456	7171355308	3025794600	4835161297	5632440775	5084470456	0	4475036581	5910295856	4186034233	3614634688	0	4877720862	6308587650	4012542985	5262620930	4358879602	3250860190	2578410028	2084445092	756842133	0	757350239	1518318170	0	2235649843	0	0	0	3759600530	814226422	4580971231	2259636487	2531735881	571984812	3395355368	3519715472	0	9868184708	2559372084	0	1144477706	1132975774	2074661914	3638298341	3638053106	0	2377699876	2389074831	5588924884	932556685	0	3896003649	2666068384	2607929798	2592066492	0	0	1891062258	3832725650	2421673339	1927700858	2406372037	1971742023	0	3872845047
2025-04-21	0	3537856314	2757405768	2625777228	4068167088	0	0	5039495015	5084470456	4568489310	8950073162	5910295856	0	0	2508136263	0	12617175300	4012542985	5262620930	2179439801	6501720380	0	1042222546	756842133	751396444	1514700478	0	1329281695	2235649843	3502122350	1861371153	1888027450	1879800265	1628452844	4580971231	0	5063471762	0	1697677684	0	8757692092	0	2559372084	2302576766	1144477706	1132975774	1037330957	3638298341	7276106212	3602992841	2377699876	2389074831	0	932556685	1848881320	3896003649	5332136768	0	5184132984	5942921194	0	3782124516	1916362825	2421673339	1927700858	2406372037	3943484046	0	0
2025-05-19	7860960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	514110964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	3565158400	0	0	0	0	3120603	0	0	0	0	0	0	0	3238613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	1101004800	2306867200	1992294400	20569512	17752668	3839014097	0	4246732800	0	2340260589	19652400	2427577736	2975768092	0	0	0	16770048	20569512	1497865401	20971520	1529834028	570363346	337411733	646538844	0	759159085	0	0	20971520	0	0	0	0	3029078751	0	0	0	0	2638996144	3505374622	17359620	0	0	0	0	0	0	3145728000	0	0	2097152000	1851778048	775270285	0	3004714049	0	1153433600	0	0	0	0	1549361225	0	0	0	1237738823	12905076	2634009723
2025-08-04	0	0	0	0	0	0	0	0	0	0	0	4561305600	0	0	0	0	4106578050	2544536585	3407872000	0	0	0	0	0	0	547635039	0	0	0	3019655900	0	1049166650	0	604511222	0	1682919687	0	571984812	0	0	0	0	2454514484	0	786432000	1132975774	0	0	0	0	1958269476	0	0	0	0	0	0	0	2120207292	2394743797	1893580819	0	0	0	1298555258	1986941637	0	2721235327	0
2025-08-11	2359296000	0	0	0	0	3370029000	0	0	0	1782579200	0	0	0	0	0	1992294400	0	0	0	0	2202009600	0	0	0	0	0	0	1224424095	0	0	1232225553	0	1153433600	0	0	0	0	0	0	0	0	3093299200	0	889144383	0	0	0	0	0	2044723200	0	0	0	0	0	0	0	0	0	0	0	1419203058	0	0	0	0	0	0	0
2025-08-18	0	0	0	0	0	0	0	4462778215	0	0	0	0	0	0	1258291200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468006400	0	0	0	0	0	0	0	0	2936012800	0	0	0	0	0	0	662296660	0	0	0	0	0	0	0	0	1215810939	0	0	0	0	0
2025-08-25	0	629145600	0	2096933972	0	0	0	0	0	0	1761659748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552082422	0	0	0	0	0	0	2963268446	0	0	0	0	1080546974	0	0	0	2202009600	0	0	0	0	0	2516582400	0	0	1625292800	0	1939865600	0	0	0	0	1986941637	0	0	0
2025-09-01	2993413168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340579001	0	2263837228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1992294400	0	0	0	0	0	1835008000	0	0	0	827615757	0	0	0	0	0	0	0	0	0	2141780384	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	0	0	2991817552	0	0	0	2934889656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262144000	0	0	0	1468006400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629145600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-15	3779863088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	17143765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	7559726176	4310310918	9168656052	8947707512	8669047656	13345182248	1977969058	8631293667	8239585016	4601338486	7324041417	4090205616	7260221325	7493352632	7671746222	2769576884	0	933799812	20045448	4381021306	0	211779200	2973601700	779376885	42973248	0	17752668	21748656	21552132	19783416	41270040	21486624	21683148	0	21093576	22600260	21879672	23124324	0	20897052	0	21617640	18669780	22272720	20897052	20110956	20045448	17490636	22403736	0	21814164	20962560	21879672	44938488	21355608	0	21748656	21028068	20569512	21552132	20962560	0	0	0	21159084	20962560	0	0	21814164
2025-12-15	3874681836	3555805506	2774830896	2625777228	4076552112	6944067284	4835161297	5055740999	10187741708	3876487938	4475036581	5926738364	4196187973	6164106412	15656412	4882109898	6325619730	4031147257	7919392764	2193458513	3250860190	10088232	1061023342	23648388	767576920	1352623034	780842233	0	27840900	3520464590	30199188	22207212	1893622453	828572674	0	15918444	2549750581	591440688	3413828624	3519715472	18538764	4940708662	2569460316	19128336	2049675944	8647056	17294112	3648386573	3644669414	3613801661	2396173132	2395363599	2814769922	6616308	942258836	3903995625	26203200	4584742036	2600713548	10677804	2376969427	1895189262	16573524	2444666647	1935234278	2425172833	10088232	11332884	3879657879
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2914919790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431306240	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	3025141760	0	0	0	0	0	0	0	0	0	753864146	0	0	0	0	0	0	0	0	1395196730	0	0	0	0	0	0	0	0	0	0	0	810501183	0	0	0	0	0	0	0	1780900751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	51882336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3703315742	0	3116010505	0	0	2249195520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562333447	0	398969772	1189118324	2382010512	0	0	0	0	0	0	0	0	2720043492	0	1706611236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452277760	0	0
2026-01-12	0	0	0	0	0	4240347080	3807556817	0	0	5196313998	0	0	0	1839522676	0	2300436664	0	0	10514756100	0	0	0	0	0	0	1931044834	0	0	0	2778321704	0	0	0	0	0	0	4954271293	0	0	0	0	0	0	0	1730222066	0	0	3222498000	0	9785500177	0	0	7177624796	0	0	0	0	3939662634	0	0	0	0	5521509142	0	0	2416857797	0	0	0
2026-01-19	0	0	2086317128	0	0	0	0	3608188775	0	0	0	3823629616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342326033	3776054900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251430898	0	1918356859	1225154938	0	0	0	3018255607
2026-01-26	2343567360	1396683677	0	1902259788	2888519088	0	0	0	0	0	3017515941	0	0	0	1700732743	0	3666176130	0	0	0	0	1687120428	0	484212373	0	0	559929645	794507935	0	0	0	0	1342177280	592445440	3039564511	0	1713846601	0	0	0	3344957440	2642953794	1783425844	0	0	854589440	654600717	2563247562	0	2176929481	0	0	1835022804	585850650	625596500	0	1780021664	0	1831848892	1635778560	0	0	0	0	0	1656640197	0	2763178367	0
2026-02-02	0	0	0	0	0	0	0	0	3044990136	0	0	0	0	0	0	0	0	0	0	1314364601	0	0	0	0	545259520	0	0	0	1184890880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998081089	0	0	0	0	1531822099	0	0	0	0	0	0	0	0
2026-02-16	4258020	10327958	8319516	4573032	12941516	10866416	14924965	4751435	0	834910	4590785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509827950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	3784473980	571236596	2757405768	4258020	4068596576	4208889800	0	0	5084470456	2284244655	4479627366	0	4186468466	4454544	2508136263	4882490144	6308587650	4012542985	5266944458	2184221885	3250860190	2578410028	1042222546	756842133	0	4638843	0	1329281695	4589647	0	1861371153	0	1879800265	814226422	414431	4745707	2531735881	17552552	1697677684	3520147744	4378846046	4934552708	2559870568	0	1144942612	5148350	1037330957	435941	0	3607119845	0	2393987931	0	937560006	0	3896003649	2666068384	2612187818	629692	2971460597	2370079042	1905728552	1916362825	0	430458	2410892089	1976262075	0	0
2026-03-02	0	0	490568	0	0	4581604	0	0	617656	0	0	484656	0	0	4589667	0	0	0	0	0	5261474	2161764	0	4745137	4755264	0	0	0	0	4782084	4582957	619266	4580069	0	0	0	510281	4748432	4823612	0	4913100	0	0	4323528	0	0	0	0	4624910	0	0	0	0	5199845	0	0	493984	0	0	631797	0	0	458825	630139	0	0	0	467327	486647
2026-03-09	0	0	0	0	0	0	0	4323528	0	3144384	3408373664	0	0	11201868	0	0	0	0	0	0	0	0	0	0	0	0	4538981	0	0	0	0	0	0	0	0	487687	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4612464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	0	0	0	0	19979940	20241972	0	0	13691172	0	0	8188500	18866304	0	0	0	0	20372988	0	23844912	0	10546788	0	0	20438496	0	0	0	5699196	0	4585560	0	0	0	11201868	0	11398392	15132348	10219248	0	0	0	11791440	21355608	0	0	0	6485292	0	21224592	23124324	0	0	0	0	0	21617640	0	0	0	0	22141704	0	11922456	0	7467912	0	0
2026-03-23	0	6223260	8102652	4258020	0	0	9302136	0	0	0	0	6092244	0	0	0	0	1130188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60791424	0	0	13625664	0	4192512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9498660	0	0	0	0	0	0	0	0	0	0	51489288	0	0	0
2026-03-30	3779863088	1768928157	0	2625777228	0	4208889800	4836209425	3042761172	6163256396	0	785363264	1103630024	0	5218012872	1546779272	0	0	0	0	1024909692	0	0	0	756842133	0	757350239	0	0	0	3502122350	6485292	0	0	0	0	0	0	0	0	0	0	4934092354	0	0	0	0	9105612	3638298341	3638053106	0	0	0	0	0	8057484	0	0	917112	2592066492	2971460597	0	0	0	2421673339	1927700858	0	0	0	3872845047
2026-04-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58760676	8516040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9891708	1113636	50506668	0	0	0	0	0	0	0	5895720	0	0	0	0	18211224	0	0	0	8778072
2026-04-13	0	0	0	0	0	0	0	5039495015	5084470456	0	0	0	4186034233	0	2508136263	4877720862	6308587650	4012542985	9957216	0	0	2578410028	0	756842133	0	0	759159085	1329281695	0	0	0	0	1879800265	814226422	0	0	0	0	0	3519715472	0	0	0	0	0	0	851604	0	0	0	0	0	0	0	0	3896003649	0	2607929798	0	2971460597	0	0	1916362825	0	0	2406372037	1971742023	3874668927	6223260
2026-04-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24565500	0	0	0	18538764	0	0	15001332	0	0	0	0	0	0	0	0	0	0	0	0	0	14084220	0	0	0	0	20372988	0	0	0	19586892	0	0	3078876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
