date	bytes_sent	number_of_requests	number_of_downloads
2022-02-15	100689622	<50	<50
2022-02-17	41232064	<50	<50
2022-02-23	5154008	<50	<50
2022-03-09	62723000	<50	<50
2022-03-10	50344811	<50	<50
2022-03-11	27960056	<50	<50
2022-03-12	5154008	<50	<50
2022-03-17	10308016	<50	<50
2022-04-13	59075956	17100	<50
2022-04-14	123696192	<50	<50
2022-04-16	87618136	<50	<50
2022-04-18	15462024	<50	<50
2022-04-22	5154008	<50	<50
2022-05-02	2673412	<50	<50
2022-05-07	5154008	<50	<50
2022-05-13	50344811	<50	<50
2022-05-17	379296	780	<50
2022-05-18	50344811	<50	<50
2022-06-17	5154008	<50	<50
2022-06-23	10308016	<50	<50
2022-06-27	50344811	<50	<50
2022-07-02	41550466	<50	<50
2022-07-12	2810660	<50	<50
2022-07-13	29351775	<50	<50
2022-07-14	10614091	<50	<50
2022-07-15	57913096	<50	<50
2022-07-21	2673412	<50	<50
2022-07-22	1354356	<50	<50
2022-07-23	19431329	<50	<50
2022-07-26	55498819	<50	<50
2022-07-27	2745474	<50	<50
2022-07-29	4934586	<50	<50
2022-08-01	16169990	<50	<50
2022-08-02	53987584	<50	<50
2022-08-03	53740090	<50	<50
2022-08-08	4544905	<50	<50
2022-08-09	6325482	<50	<50
2022-08-11	14376981	<50	<50
2022-08-12	43699357	<50	<50
2022-08-13	5100992	<50	<50
2022-08-14	71382324	60	60
2022-08-15	5154008	<50	<50
2022-08-16	36414996	<50	<50
2022-08-17	5154008	<50	<50
2022-08-18	137086622	<50	<50
2022-08-19	268345356	60	60
2022-08-20	54285554	<50	<50
2022-08-21	65267450	<50	<50
2022-08-22	82801068	<50	<50
2022-08-23	329856512	60	60
2022-08-24	51540080	<50	<50
2022-08-25	82459668	<50	<50
2022-08-26	79109551	<50	<50
2022-08-27	57865562	<50	<50
2022-08-28	60763053	<50	<50
2022-08-29	149359285	<50	<50
2022-08-30	203169656	60	60
2022-08-31	152229702	<50	<50
2022-09-01	105273149	<50	<50
2022-09-02	51540080	<50	<50
2022-09-03	51540080	<50	<50
2022-09-04	51540080	<50	<50
2022-09-05	56694088	<50	<50
2022-09-06	57234924	<50	<50
2022-09-07	51540080	<50	<50
2022-09-08	202574513	60	60
2022-09-09	51540080	<50	<50
2022-09-10	68624612	<50	<50
2022-09-11	68624612	<50	<50
2022-09-12	51540080	<50	<50
2022-09-13	51540080	<50	<50
2022-09-14	51540080	<50	<50
2022-09-15	51540080	<50	<50
2022-09-16	51540080	<50	<50
2022-09-17	51540080	<50	<50
2022-09-18	51540080	<50	<50
2022-09-19	51540080	<50	<50
2022-09-20	51540080	<50	<50
2022-09-21	51540080	<50	<50
2022-09-22	51540080	<50	<50
2022-09-23	51540080	<50	<50
2022-09-24	51540080	<50	<50
