region	bytes_sent
GitHub	8999168837
US/California	1282028213
US/Georgia	924480620
US/Massachusetts	574204181
MX/Jalisco	553688806
AWS/us-east-2	442097788
KR/Seoul	251724055
US/New York	232210427
US/New Jersey	221140770
AWS/us-east-1	193964283
CA/Ontario	191822026
GB/England	157875018
US/Virginia	117205321
US/Arizona	114743273
US/Washington	113316993
US/Pennsylvania	108782205
JP/Osaka	100689622
US/Connecticut	100620212
US/Texas	90796759
US/Maryland	79831280
CA/Quebec	79665105
PT/Lisbon	73902075
ES/Catalonia	60609930
IL/Tel Aviv	59958225
NL/North Holland	55691635
JP/Tokyo	55498819
IR/Fars	52414984
US/Illinois	50344811
CA/British Columbia	50344811
KR/Gyeonggi-do	50344811
US/Oregon	50344811
JP/Fukuoka	50344811
US/New Mexico	50344811
GCP/us-east4	50344811
GCP/us-east1	50344811
FI/Uusimaa	50310106
GCP/us-central1	49069825
US/Nevada	46386072
GR/Crete	31012875
AWS/ap-southeast-1	30335826
ZA/Gauteng	20616036
CN/Shanghai	19140746
VPN	13304501
NZ/Northland	10308016
SE/Stockholm	7078690
VN/Ho Chi Minh	6773242
CN/Guangdong	6202575
IN/Maharashtra	5683388
US/Colorado	5154008
UA/Kiev	5154008
ES/Balearic Islands	5154008
HK/Eastern	5154008
AR/Buenos Aires	5154008
IN/Haryana	5154008
IT/Lazio	5154008
IT/Lombardy	5154008
US/Rhode Island	4358760
US/North Carolina	4135050
IL/Central District	2979816
AR/Buenos Aires F.D.	2938344
VN/Kiên Giang Province	2745474
US/Ohio	2190012
CZ/Prague	2067525
US/Florida	2067525
