region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-2	1424	4	4	0
AWS/ap-southeast-1	1780	5	5	0
USA/MA	356	1	0	1
PRT	712	2	2	0
VPN	2136	6	6	0
USA/TX	356	1	1	0
AWS/us-east-1	1424	4	4	0
USA/WA	356	1	1	0
CHN/LN	712	2	2	0
IDN/JK	356	1	1	0
JAM	356	1	1	0
VNM/HN	356	1	1	0
PRY	356	1	1	0
