region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	38969170365	7432	2	1
USA/MA	88181331182	1734	0	10
USA/WA	8961857	7	2	2
AWS/us-west-2	20518689	23	6	2
AWS/us-east-1	88048162978	10499	4	2
VPN	88178328154	50	20	11
GitHub	31587703	59	11	11
USA/VA	88036175182	6	3	1
USA/MI	39091793177	2	2	0
HUN/SO	4194304	2	0	2
USA/MD	663472398	16	6	2
USA/CA	12180025	10	3	3
AWS/ap-southeast-1	21683148	6	6	0
USA/PA	226481664	1	1	0
MEX/CMX	13235779	29	7	7
CHE/VD	1224312	4	1	1
USA/IL	2345549	7	2	2
FRA/IDF	8913576	12	3	3
CHN	49079975233	9362	0	1
