region	bytes_sent
GitHub	17066224848
US/Georgia	2501572248
US/New Jersey	150289020
US/Nevada	144829944
US/California	13088628
US/Massachusetts	9790632
US/Vermont	6577200
US/North Carolina	5318136
US/New Hampshire	4157848
AWS/us-east-2	3307328
US/Virginia	2875176
US/Connecticut	1513915
US/New York	1353024
US/Pennsylvania	1353024
GB/England	845640
PT/Lisbon	578112
GCP/us-central1	357048
AWS/us-east-1	319464
IN/Punjab	319464
US/Indiana	319464
IN/Maharashtra	244296
AWS/ap-southeast-1	150336
US/Illinois	131544
US/Maryland	112752
US/Hawaii	112752
VPN	112752
VN/Ho Chi Minh	75168
VN/Kiên Giang Province	75168
FI/Uusimaa	75168
US/Rhode Island	56376
US/Washington	56376
IT/Sardinia	37584
RU/Moscow	37584
BR/São Paulo	37584
US/Idaho	37584
IN/Bihar	37584
IT/Lazio	37584
IT/Lombardy	37584
GCP/us-east1	18792
US/Colorado	18792
CA/British Columbia	18792
US/South Dakota	18792
US/Texas	18792
US/Utah	18792
BR/Santa Catarina	18792
US/Kentucky	18792
US/Missouri	18792
NL/North Holland	18792
