region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	57561896588	105433	9040	7678
GBR/ENG	8579344247	444	432	1
AWS/ap-southeast-1	6506655476	1050	1050	0
USA/MA	57874761040	2918	2234	552
VPN	49302544576	7806	2798	225
CHN	20810474125	6421	244	557
CAN/QC	6119522168	869	135	199
TWN/TAO	3707404912	189	189	0
USA/NV	1649490892	211	211	0
USA	4121876572	803	215	127
USA/CA	16423593448	828	804	5
AWS/us-east-1	23523753108	2791	1648	379
GCP/us-central1	776776976	37	37	0
HKG	106507492	31	30	1
GCP/us-west1	8122983312	392	392	0
HKG/KKC	1347531836	191	1	62
AWS/us-east-2	1523351820	80	70	2
AWS/ap-south-1	29343792	2	2	0
CHN/BJ	6236089057	6480	1	392
MEX/OAX	2554812	1	1	0
AWS/us-west-2	984338052	332	21	5
ESP/CT	1113636	1	1	0
BRA/BA	19521384	9	9	0
USA/IL	3466655408	271	249	2
BRA/SP	118306304	39	39	0
NLD	2718752532	170	124	45
COL/DC	31008572	7	7	0
ARG/B	92951808	32	32	0
KOR/28	11880300	1	1	0
USA/VA	1206717388	156	58	2
GCP/us-east1	48604460	4	4	0
IDN/YO	45331536	6	6	0
VNM/SG	271077556	63	62	1
NGA/LA	3537432	3	3	0
SYC	46576188	13	13	0
MEX/CMX	89655064	285	57	47
BRA/MG	48082872	10	10	0
UKR/63	1375668	1	1	0
VEN/A	18800796	9	9	0
URY/MO	29085552	6	6	0
GTM/01	12617772	2	2	0
BGD	101164396	29	29	0
SGP	102671820	30	24	2
BRA/GO	63608268	9	9	0
BEL/VLG	2423796	1	1	0
VNM/29	2161764	2	2	0
MAR/06	5109624	3	3	0
BRA/CE	4192512	3	3	0
ZAF/GP	23582880	10	10	0
IDN/BT	14477268	3	3	0
USA/IN	4913100	2	2	0
BGD/C	27342140	9	9	0
VNM/CT	23975928	6	6	0
VNM	47100252	7	7	0
IDN	25613628	5	5	0
CHL/RM	65376984	18	18	0
NIC/MN	3864972	1	1	0
KEN	2489304	2	2	0
ISR/TA	1149162540	37	37	0
VNM/53	2554812	2	2	0
PHL/40	18211224	6	6	0
VNM/HN	230889532	43	43	0
JPN/13	778574232	435	58	33
PAK/SD	7009356	7	7	0
BRA/MS	4389036	3	3	0
COL/ANT	4782084	2	2	0
USA/PA	2034167039	132	98	1
AZE/BA	14870316	5	5	0
USA/OH	27054804	2	2	0
BLR/BR	3013368	1	1	0
USA/OR	696851000	30	30	0
USA/NY	188858304	15	15	0
USA/TX	207297904	16	16	0
VEN/K	8712564	2	2	0
MEX/PUE	4847592	1	1	0
GHA/AA	2227272	2	2	0
USA/NJ	16442508	4	4	0
FRA/PAC	16180476	4	4	0
VNM/34	13911276	1	1	0
ALB/11	35439828	3	3	0
VNM/DN	56336880	9	9	0
CHL/AT	5699196	1	1	0
CHL/NB	1506684	1	1	0
IND/MH	13887696	5	5	0
USA/FL	36422448	6	6	0
AUS/VIC	4192512	2	2	0
IRQ	4847592	4	4	0
ARE/AZ	22338228	6	6	0
BRA/RJ	40745976	11	11	0
ARG/X	16508016	3	3	0
UKR	12905076	3	3	0
BOL/S	9498660	3	3	0
PRT/11	208451136	14	14	0
BRA/RS	10022724	6	6	0
DOM	1179144	1	1	0
IND	29609616	9	9	0
UKR/68	1048128	1	1	0
GBR	13731564	3	3	0
IDN/RI	9171120	2	2	0
BRA/RN	12184488	3	3	0
IRQ/BG	11201868	7	7	0
BRA/PR	11594916	7	7	0
MEX/NLE	4847592	4	4	0
CHL/AN	4782084	2	2	0
TUR/34	12358068	4	4	0
PAK/PB	44021376	19	19	0
VEN/S	9302136	2	2	0
JOR/AM	20110956	12	12	0
SLV/SS	8974596	1	1	0
IDN/JK	4127004	3	3	0
ETH/AA	12774060	5	5	0
VNM/51	2161764	2	2	0
VNM/26	1179144	1	1	0
UKR/46	9800928	3	3	0
VNM/13	8712564	2	2	0
UKR/30	4061496	3	3	0
ARG/R	1048128	1	1	0
TUR/07	15884544	2	2	0
MYS/10	29544108	5	5	0
DOM/01	6812832	3	3	0
COG	6419784	1	1	0
VNM/35	8057484	3	3	0
BRA/PB	12512028	3	3	0
ZAF	851604	1	1	0
FRA/HDF	1048128	1	1	0
MEX/HID	5109624	2	2	0
UKR/40	1179144	1	1	0
VNM/66	6092244	2	2	0
ROU	91932408	5	5	0
COL/HUI	2030748	1	1	0
CZE/10	19848612	1	1	0
COL/BOL	1637700	1	1	0
IND/HR	6616308	1	1	0
VNM/69	1703208	2	2	0
ECU/P	7336896	4	4	0
VNM/27	10481280	1	1	0
IND/KL	1965240	2	2	0
PER/LMA	2030748	1	1	0
SUR/PM	5568180	2	2	0
MNG/1	33540096	3	3	0
ARE/DU	28233948	6	6	0
AUS/QLD	13953204	2	2	0
ITA	1244652	1	1	0
FRA/NAQ	2292780	1	1	0
DNK	851604	1	1	0
BRA/ES	3733956	3	3	0
BGD/B	2096256	2	2	0
DEU/HH	8122992	2	2	0
VNM/45	20897052	6	6	0
VEN/O	4716576	1	1	0
VNM/21	44214024	6	6	0
VNM/68	9564168	2	2	0
CAN/ON	82933128	7	7	0
ALB	1703208	1	1	0
VNM/63	1375668	1	1	0
VNM/HP	25548120	6	6	0
PHL/03	7074864	3	3	0
CHL/BI	1310160	1	1	0
PHL/11	3013368	1	1	0
MYS/04	4061496	3	3	0
USA/WA	54306204	10	4	2
VNM/49	11791440	2	2	0
SAU/02	6354276	1	1	0
USA/UT	1113636	1	1	0
OMN/MA	11463900	3	3	0
PAK/KP	1834224	2	2	0
ARG/C	3930480	3	3	0
VEN/P	1244652	1	1	0
VEN/X	1375668	1	1	0
KEN/28	1113636	1	1	0
IND/AP	1048128	1	1	0
DOM/32	1244652	1	1	0
PSE/NBS	1113636	1	1	0
USA/MD	101745912	80	20	15
CAN/AB	27787312	2	2	0
PHL/00	23785436	8	8	0
BOL/C	10743312	3	3	0
IND/AS	1113636	1	1	0
MEX/GRO	1113636	1	1	0
VEN/V	6681816	6	6	0
DZA/16	2554812	2	2	0
MEX/JAL	8122992	3	3	0
MAR/01	7860960	3	3	0
THA	1048128	1	1	0
IND/TS	3602940	2	2	0
USA/HI	1310160	1	1	0
RUS/MOW	13625664	3	3	0
SAU/14	917112	1	1	0
MAR/03	3340908	3	3	0
ESP/VC	12839568	2	2	0
SAU/03	917112	1	1	0
ESP/AN	13494648	2	2	0
MAR/04	6616308	2	2	0
THA/10	1048128	1	1	0
DEU/HE	4389036	2	2	0
USA/NC	74582772	21	5	1
SRB/00	16049460	2	2	0
TUR/44	1113636	1	1	0
ZAF/WC	43625852	8	8	0
IND/UP	3406416	3	3	0
FRA/IDF	67744664	21	9	3
MEX/MEX	10350264	5	5	0
BRA/AL	1113636	1	1	0
CHL/LL	1375668	1	1	0
VNM/54	917112	1	1	0
VNM/72	1113636	1	1	0
ECU/L	1113636	1	1	0
USA/GA	4192512	1	1	0
MEX/CHH	6092244	2	2	0
COL/MET	1375668	1	1	0
TUN	3144384	1	1	0
VNM/22	851604	1	1	0
VNM/46	6681816	1	1	0
ECU/T	3275400	2	2	0
VNM/44	14608284	2	2	0
ZWE/HA	3144384	3	3	0
ITA/25	1375668	1	1	0
NLD/NH	35091864	2	2	0
BRA/PI	45883500	7	7	0
COL/CUN	12446520	2	2	0
USA/NH	7617120	13	2	1
KOR/41	14935824	1	1	0
