week_start	sub-rat71/sub-rat71_ses-2026-07-29T16-04-12McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T17-18-23McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T17-24-57McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T17-31-41McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T17-33-34McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T18-29-37McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T18-32-25McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T18-38-04McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T18-48-26McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T18-50-45McsRecording_ecephys.nwb	sub-rat71/sub-rat71_ses-2026-07-29T19-08-56McsRecording_ecephys.nwb
2026-09-07	1320460040	1289970158	1286402621	1279635671	1280250086	1364678401	1366101615	1368842705	1372185842	1373987923	1388377930
