region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	165256732	20	0	1
USA	165256732	32	0	1
AWS/us-east-1	365363720	27	7	1
USA/MA	192246716	13	0	2
GitHub	31956208	44	11	7
USA/MD	4519736	4	1	1
CAN/QC	731214668	5	5	0
NLD	190140812	8	1	1
USA/CA	1768400	4	1	1
VPN	536973253	26	16	4
USA/TX	6354276	1	1	0
USA/GA	48279396	1	1	0
CHN	495770196	6	0	1
USA/NJ	165256732	1	1	0
AWS/ap-southeast-1	37929132	6	6	0
USA/VA	59153724	1	1	0
EST/37	165256732	1	1	0
CHE/VD	1309844	4	1	1
SGP	9040104	1	1	0
MEX/CMX	4781452	8	2	2
IDN/JI	3668448	1	1	0
VNM/HN	1048128	1	1	0
ZAF/GP	9695184	1	1	0
AWS/us-east-2	165256732	1	1	0
ITA/25	13756048	8	2	1
FRA/IDF	6025788	12	3	3
