region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	1528137570	885	33	19
VPN	7029890426	855	112	52
AWS/us-east-1	2189877924	306	30	28
USA	1734069526	126	14	7
GBR/SCT	14154688180	7850	26	46
GBR/ENG	1691915660	206	0	22
CHL/RM	205390886	5	5	0
GitHub	2588199572	3019	105	248
USA/MD	171429372	198	33	18
AWS/ap-southeast-1	207676654	36	36	0
USA/MI	1163037056	14	14	0
CHN	1383489240	143	3	11
USA/MA	5980815752	482	28	38
NLD	548766514	25	6	5
GCP/us-central1	1394369116	89	8	20
USA/NV	98524032	14	14	0
DEU/NW	1176204164	15	15	0
ITA/45	1084393856	213	0	14
USA/VA	1498951948	76	27	6
USA/IL	196267226	39	11	2
MEX/CMX	93302544	459	51	37
AWS/us-east-2	230885920	12	3	1
FRA/IDF	44732800	239	13	13
KOR/27	62361896	275	20	14
DEU/BW	1079131596	679	30	15
EST/37	20192758	1	1	0
CHE/VD	12627604	15	1	1
JPN/26	408216018	113	1	4
GBR	70676670252	8300	0	133
USA/CA	388102706	136	7	5
NOR/03	96742134	1	1	0
NOR/50	220715408	47	0	3
IRN	203772130	5	4	1
AWS/eu-central-1	42776724	1	1	0
CAN/QC	481934490	54	9	1
USA/PA	12774060	2	2	0
USA/CT	13756680	1	1	0
KOR/29	52471908	1	1	0
