region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	118860276	601	601	0
GitHub	702293316	5308	1770	1407
USA/MA	78980894	580	0	232
VPN	68463180	452	238	105
VNM/HN	992220	5	5	0
AWS/ap-southeast-1	48420336	244	244	0
AWS/us-east-2	6747096	34	34	0
VNM/SG	992220	5	5	0
EST/37	198444	1	1	0
CHE/VD	601688	4	2	1
USA/CA	601688	4	2	1
MEX/CMX	20156548	134	67	47
GCP/us-central1	992220	5	5	0
USA/MD	1587552	12	4	2
IND/DL	198444	1	1	0
FRA/IDF	902532	6	3	3
USA/IL	601688	4	2	2
BOL/L	198444	1	1	0
BRA/RJ	198444	1	1	0
KEN/30	198444	1	1	0
IDN/YO	396888	2	2	0
PAK/PB	198444	1	1	0
IRQ/DQ	198444	1	1	0
COL/DC	198444	1	1	0
BRA/SP	396888	2	2	0
PRY/10	198444	1	1	0
BGD	198444	1	1	0
SGP	198444	1	1	0
EGY/SHR	198444	1	1	0
IRQ	198444	1	1	0
ZAF/WC	198444	1	1	0
MEX/OAX	198444	1	1	0
BGD/C	198444	1	1	0
VEN/J	198444	1	1	0
VNM/54	198444	1	1	0
HKG	396888	2	2	0
NPL	198444	1	1	0
BRA/PR	198444	1	1	0
BRA/RN	198444	1	1	0
ZAF/EC	198444	1	1	0
NGA/LA	198444	1	1	0
ECU/SE	198444	1	1	0
CRI/SJ	198444	1	1	0
ARG/D	198444	1	1	0
CAN/BC	198444	1	1	0
