region	bytes_sent
GitHub	2662568302
US/California	2620184859
CH/Zurich	2499403414
US/Washington	2419819089
PK/Punjab	2212527811
AWS/us-east-1	1443118274
US/New York	1041510100
US/Pennsylvania	394989403
GB/England	337713465
US/Rhode Island	326487418
CA/Quebec	269738258
US/Maryland	268536927
AWS/us-east-2	223016345
VPN	202438324
AWS/us-west-2	187890489
CH/Vaud	161075597
US/Massachusetts	140255005
GCP/us-central1	125698844
US/Oregon	106644696
US/Indiana	97694771
US/Ohio	87740603
US/Texas	81650688
CN/Shanghai	56145915
FR/Île-de-France	51100506
IN/Maharashtra	50879385
US/Georgia	41990672
US/Wisconsin	41753314
AWS/ap-southeast-1	33081540
GCP/us-east1	31267682
AT/Vienna	20876721
unknown	20876721
PL/Mazovia	20876721
NL/North Holland	20876721
DE/North Rhine-Westphalia	20876721
CN/Beijing	16770048
IN/Delhi	13756680
LV/Riga	13756680
