region	bytes_sent
US/Washington	6532280156
GitHub	1988117828
PT/Lisbon	1959762776
IR/Fars	1390422184
VPN	1350950920
AWS/us-east-1	1177494824
GB/England	1164245264
US/California	1152239852
JP/Tokyo	1134986936
ES/Catalonia	1046740856
US/Massachusetts	1046740856
US/Maryland	923567976
AWS/us-east-2	919725128
CN/Shanghai	832256280
CA/Quebec	794619240
CH/Vaud	156945500
US/Michigan	142815336
US/Rhode Island	129681872
US/Arizona	91477840
IN/Maharashtra	89557328
DE/Berlin	47605112
AWS/ap-southeast-1	23779404
